слой;№;время;бар;подпись;сторона;цена колена;цена сейчас;нога;баров от предыдущего;мутность
2/2;38;2024-08-27T10:00:00;181;LH;верх;2517,615;2508,970;11,770;5;1
2/2;39;2024-08-27T11:00:00;182;LL;низ;2503,585;2509,055;14,030;1;2
2/2;40;2024-08-28T02:00:00;196;HH;верх;2529,135;2517,195;25,550;14;2
2/2;41;2024-08-28T15:00:00;209;LL;низ;2493,665;2507,650;35,470;13;2
2/2;42;2024-08-28T16:00:00;210;LH;верх;2510,690;2506,185;17,025;1;1
2/2;43;2024-08-28T19:00:00;213;HL;низ;2496,465;2508,065;14,225;3;1
2/2;44;2024-08-28T22:00:00;216;LH;верх;2509,650;2507,260;13,185;3;1
2/2;45;2024-08-28T23:00:00;217;HL;низ;2502,880;2508,200;6,770;1;1
2/2;46;2024-08-29T09:00:00;226;HH;верх;2521,240;2517,175;18,360;9;2
2/2;47;2024-08-29T11:00:00;228;HL;низ;2515,175;2523,175;6,065;2;1
2/2;48;2024-08-29T13:00:00;230;HH;верх;2524,505;2509,270;9,330;2;1
2/2;49;2024-08-29T15:00:00;232;LL;низ;2503,690;2522,235;20,815;2;1
2/2;50;2024-08-29T20:00:00;237;HH;верх;2528,740;2521,210;25,050;5;1
2/2;51;2024-08-30T07:00:00;247;HL;низ;2512,255;2517,835;16,485;10;1
2/2;52;2024-08-30T12:00:00;252;LH;верх;2526,925;2519,570;14,670;5;1
2/2;53;2024-08-30T20:00:00;260;LL;низ;2494,215;2502,385;32,710;8;1
2/2;54;2024-09-02T03:00:00;266;LH;верх;2505,010;2492,035;10,795;6;1
2/2;55;2024-09-02T05:00:00;268;LL;низ;2490,105;2496,980;14,905;2;1
2/2;56;2024-09-02T11:00:00;274;HH;верх;2507,330;2499,260;17,225;6;1
2/2;57;2024-09-02T14:00:00;277;HL;низ;2497,180;2499,995;10,150;3;1
2/2;58;2024-09-02T15:00:00;278;LH;верх;2503,275;2502,085;6,095;1;1
2/2;59;2024-09-03T04:00:00;288;LL;низ;2489,705;2494,870;13,570;10;3
2/2;60;2024-09-03T11:00:00;295;HH;верх;2506,350;2497,405;16,645;7;2
2/2;61;2024-09-03T17:00:00;301;LL;низ;2473,325;2486,090;33,025;6;2
2/2;62;2024-09-04T05:00:00;312;LH;верх;2496,985;2495,995;23,660;11;1
2/2;63;2024-09-04T12:00:00;319;LL;низ;2471,915;2489,270;25,070;7;1
2/2;64;2024-09-04T14:00:00;321;LH;верх;2491,285;2485,475;19,370;2;1
2/2;65;2024-09-04T16:00:00;323;HL;низ;2482,125;2494,140;9,160;2;1
2/2;66;2024-09-04T17:00:00;324;HH;верх;2500,345;2496,860;18,220;1;1
2/2;67;2024-09-04T22:00:00;329;HL;низ;2491,550;2495,465;8,795;5;1
2/2;68;2024-09-04T23:00:00;330;LH;верх;2497,045;2495,900;5,495;1;1
2/2;69;2024-09-05T03:00:00;333;HL;низ;2494,545;2498,120;2,500;3;1
2/2;70;2024-09-05T04:00:00;334;HH;верх;2499,430;2494,940;4,885;1;1
2/2;71;2024-09-05T07:00:00;337;LL;низ;2493,880;2504,440;5,550;3;1
2/2;72;2024-09-05T15:00:00;345;HH;верх;2523,525;2508,795;29,645;8;1
2/2;73;2024-09-05T18:00:00;348;HL;низ;2503,965;2515,205;19,560;3;1
2/2;74;2024-09-06T02:00:00;355;LH;верх;2517,975;2513,840;14,010;7;1
2/2;75;2024-09-06T05:00:00;358;HL;низ;2513,095;2518,520;4,880;3;1
2/2;76;2024-09-06T08:00:00;361;HH;верх;2521,900;2516,580;8,805;3;1
2/2;77;2024-09-06T11:00:00;364;HL;низ;2515,605;2519,005;6,295;3;1
2/2;78;2024-09-06T15:00:00;368;HH;верх;2529,300;2506,785;13,695;4;1
2/2;79;2024-09-06T19:00:00;372;LL;низ;2485,190;2494,755;44,110;4;2
2/2;80;2024-09-09T06:00:00;382;LH;верх;2500,590;2487,920;15,400;10;1
2/2;81;2024-09-09T09:00:00;385;HL;низ;2485,610;2492,245;14,980;3;1
2/2;82;2024-09-09T16:00:00;392;HH;верх;2505,350;2499,210;19,740;7;1
2/2;83;2024-09-09T17:00:00;393;HL;низ;2493,310;2504,475;12,040;1;1
2/2;84;2024-09-10T02:00:00;401;HH;верх;2507,740;2503,875;14,430;8;2
2/2;85;2024-09-10T08:00:00;407;HL;низ;2500,840;2502,815;6,900;6;1
2/2;86;2024-09-10T10:00:00;409;HH;верх;2507,795;2506,155;6,955;2;1
2/2;87;2024-09-10T11:00:00;410;LL;низ;2500,190;2505,745;7,605;1;2
2/2;88;2024-09-11T04:00:00;426;HH;верх;2522,615;2519,505;22,425;16;3
2/2;89;2024-09-11T04:00:00;426;HL;низ;2515,020;2519,505;7,595;0;1
2/2;90;2024-09-11T09:00:00;431;HH;верх;2529,090;2524,355;14,070;5;1
2/2;91;2024-09-11T17:00:00;439;LL;низ;2501,000;2515,260;28,090;8;1
2/2;92;2024-09-11T19:00:00;441;LH;верх;2520,160;2511,555;19,160;2;1
2/2;93;2024-09-11T22:00:00;444;HL;низ;2509,870;2512,925;10,290;3;1
2/2;94;2024-09-12T01:00:00;446;LH;верх;2513,925;2512,260;4,055;2;1
2/2;95;2024-09-12T05:00:00;450;HL;низ;2511,095;2517,045;2,830;4;1
2/2;96;2024-09-12T09:00:00;454;HH;верх;2522,360;2517,430;11,265;4;1
2/2;97;2024-09-12T14:00:00;459;HL;низ;2513,120;2545,480;9,240;5;2
2/2;98;2024-09-12T23:00:00;468;HH;верх;2560,130;2558,585;47,010;9;2
2/2;99;2024-09-13T02:00:00;470;HL;низ;2556,795;2563,320;3,335;2;2
2/2;100;2024-09-13T12:00:00;480;HH;верх;2573,035;2567,375;16,240;10;1
2/2;101;2024-09-13T14:00:00;482;HL;низ;2563,780;2578,190;9,255;2;1
2/2;102;2024-09-13T20:00:00;488;HH;верх;2586,160;2582,670;22,380;6;2
2/2;103;2024-09-13T23:00:00;491;HL;низ;2577,260;2579,170;8,900;3;1
2/2;104;2024-09-16T09:00:00;500;HH;верх;2589,715;2586,930;12,455;9;1
2/2;105;2024-09-16T13:00:00;504;LL;низ;2575,245;2583,450;14,470;4;2
2/2;106;2024-09-16T16:00:00;507;LH;верх;2589,405;2579,950;14,160;3;1
2/2;107;2024-09-16T17:00:00;508;HL;низ;2576,180;2583,775;13,225;1;1
2/2;108;2024-09-16T20:00:00;511;LH;верх;2584,205;2582,600;8,025;3;1
2/2;109;2024-09-16T22:00:00;513;HL;низ;2579,685;2582,995;4,520;2;1
2/2;110;2024-09-17T05:00:00;519;HH;верх;2586,360;2576,935;6,675;6;1
2/2;111;2024-09-17T08:00:00;522;LL;низ;2574,625;2583,890;11,735;3;1
2/2;112;2024-09-17T09:00:00;523;HH;верх;2587,020;2580,180;12,395;1;2
2/2;113;2024-09-17T15:00:00;529;LL;низ;2568,400;2576,555;18,620;6;1
2/2;114;2024-09-17T17:00:00;531;LH;верх;2582,300;2563,190;13,900;2;1
2/2;115;2024-09-17T20:00:00;534;LL;низ;2560,780;2568,750;21,520;3;1
2/2;116;2024-09-18T04:00:00;541;LH;верх;2576,540;2575,990;15,760;7;3
2/2;117;2024-09-18T08:00:00;545;HL;низ;2565,790;2571,635;10,750;4;2
2/2;118;2024-09-18T14:00:00;551;HH;верх;2580,775;2571,850;14,985;6;1
2/2;119;2024-09-18T17:00:00;554;HL;низ;2568,120;2574,955;12,655;3;1
2/2;120;2024-09-18T21:00:00;558;HH;верх;2600,290;2559,300;32,170;4;1
2/2;121;2024-09-18T22:00:00;559;LL;низ;2546,860;2559,360;53,430;1;2
2/2;122;2024-09-19T12:00:00;572;LH;верх;2594,945;2589,495;48,085;13;2
2/2;123;2024-09-19T16:00:00;576;HL;низ;2569,815;2589,170;25,130;4;1
2/2;124;2024-09-19T20:00:00;580;LH;верх;2592,735;2588,480;22,920;4;1
2/2;125;2024-09-20T04:00:00;587;HL;низ;2584,875;2591,520;7,860;7;3
2/2;126;2024-09-20T15:00:00;598;HH;верх;2619,395;2614,070;34,520;11;1
2/2;127;2024-09-20T16:00:00;599;HL;низ;2602,665;2622,895;16,730;1;1
2/2;128;2024-09-20T19:00:00;602;HH;верх;2625,790;2621,840;23,125;3;1
2/2;129;2024-09-23T04:00:00;610;HL;низ;2616,175;2628,560;9,615;8;2
2/2;130;2024-09-23T08:00:00;614;HH;верх;2631,405;2615,240;15,230;4;1
2/2;131;2024-09-23T10:00:00;616;LL;низ;2613,890;2621,675;17,515;2;2
2/2;132;2024-09-23T17:00:00;623;HH;верх;2634,905;2628,235;21,015;7;1
2/2;133;2024-09-24T03:00:00;632;HL;низ;2623,870;2628,980;11,035;9;2
2/2;134;2024-09-24T08:00:00;637;HH;верх;2640,180;2629,000;16,310;5;1
2/2;135;2024-09-24T10:00:00;639;LL;низ;2622,680;2630,835;17,500;2;1
2/2;136;2024-09-24T13:00:00;642;LH;верх;2636,245;2633,255;13,565;3;1
2/2;137;2024-09-24T14:00:00;643;HL;низ;2623,465;2635,575;12,780;1;1
2/2;138;2024-09-24T22:00:00;651;HH;верх;2664,380;2659,245;40,915;8;1
2/2;139;2024-09-25T04:00:00;656;HL;низ;2655,580;2661,615;8,800;5;1
2/2;140;2024-09-25T05:00:00;657;HH;верх;2670,605;2658,970;15,025;1;1
2/2;141;2024-09-25T10:00:00;662;LL;низ;2651,415;2657,035;19,190;5;1
2/2;142;2024-09-25T17:00:00;669;LH;верх;2667,505;2653,790;16,090;7;1
2/2;143;2024-09-25T19:00:00;671;LL;низ;2649,700;2660,450;17,805;2;1
2/2;144;2024-09-25T20:00:00;672;LH;верх;2663,060;2659,785;13,360;1;1
2/2;145;2024-09-26T03:00:00;678;HL;низ;2655,485;2658,245;7,575;6;2
2/2;146;2024-09-26T14:00:00;689;HH;верх;2685,640;2660,870;30,155;11;1
2/2;147;2024-09-26T16:00:00;691;LL;низ;2654,840;2671,460;30,800;2;1
2/2;148;2024-09-26T22:00:00;697;LH;верх;2677,880;2672,450;23,040;6;1
2/2;149;2024-09-27T04:00:00;702;HL;низ;2666,295;2673,735;11,585;5;1
2/2;150;2024-09-27T06:00:00;704;LH;верх;2674,045;2664,975;7,750;2;1
2/2;151;2024-09-27T12:00:00;710;LL;низ;2658,450;2666,180;15,595;6;1
2/2;152;2024-09-27T15:00:00;713;HH;верх;2674,375;2649,530;15,925;3;1
2/2;153;2024-09-27T20:00:00;718;LL;низ;2643,155;2652,100;31,220;5;1
2/2;154;2024-09-30T03:00:00;724;LH;верх;2666,050;2652,640;22,895;6;1
2/2;155;2024-09-30T04:00:00;725;HL;низ;2647,330;2653,635;18,720;1;1
2/2;156;2024-09-30T10:00:00;731;LH;верх;2660,675;2649,765;13,345;6;1
2/2;157;2024-09-30T17:00:00;738;LL;низ;2628,855;2639,200;31,820;7;1
2/2;158;2024-09-30T20:00:00;741;LH;верх;2641,895;2631,070;13,040;3;1
2/2;159;2024-09-30T21:00:00;742;LL;низ;2624,780;2634,690;17,115;1;2
2/2;160;2024-10-01T19:00:00;763;HH;верх;2673,260;2661,165;48,480;21;2
2/2;161;2024-10-02T08:00:00;775;HL;низ;2644,580;2655,480;28,680;12;2
2/2;162;2024-10-02T11:00:00;778;LH;верх;2655,895;2649,205;11,315;3;1
2/2;163;2024-10-02T15:00:00;782;LL;низ;2643,810;2648,155;12,085;4;1
2/2;164;2024-10-02T17:00:00;784;HH;верх;2663,445;2649,775;19,635;2;1
2/2;165;2024-10-02T18:00:00;785;LL;низ;2641,180;2652,245;22,265;1;1
2/2;166;2024-10-03T03:00:00;793;LH;верх;2663,015;2655,870;21,835;8;2
2/2;167;2024-10-03T12:00:00;802;LL;низ;2641,030;2648,125;21,985;9;1
2/2;168;2024-10-03T15:00:00;805;LH;верх;2654,665;2650,225;13,635;3;1
2/2;169;2024-10-03T17:00:00;807;LL;низ;2637,015;2660,095;17,650;2;1
2/2;170;2024-10-03T20:00:00;810;HH;верх;2662,200;2658,055;25,185;3;1
2/2;171;2024-10-04T02:00:00;815;HL;низ;2654,420;2658,390;7,780;5;1
2/2;172;2024-10-04T08:00:00;821;HH;верх;2667,870;2661,100;13,450;6;1
2/2;173;2024-10-04T12:00:00;825;HL;низ;2656,975;2661,420;10,895;4;1
2/2;174;2024-10-04T14:00:00;827;LH;верх;2662,600;2651,980;5,625;2;1
2/2;175;2024-10-04T15:00:00;828;LL;низ;2632,015;2658,400;30,585;1;1
2/2;176;2024-10-04T18:00:00;831;HH;верх;2670,240;2650,110;38,225;3;1
2/2;177;2024-10-04T19:00:00;832;HL;низ;2641,885;2645,675;28,355;1;2
2/2;178;2024-10-04T23:00:00;836;LH;верх;2654,050;2650,270;12,165;4;1
2/2;179;2024-10-07T04:00:00;840;HL;низ;2643,885;2647,500;10,165;4;1
2/2;180;2024-10-07T07:00:00;843;LH;верх;2648,705;2643,290;4,820;3;1
2/2;181;2024-10-07T09:00:00;845;LL;низ;2639,745;2652,305;8,960;2;1
2/2;182;2024-10-07T14:00:00;850;HH;верх;2659,660;2642,820;19,915;5;1
2/2;183;2024-10-07T15:00:00;851;LL;низ;2637,770;2640,905;21,890;1;3
2/2;184;2024-10-08T01:00:00;860;LH;верх;2649,260;2643,605;11,490;9;2
2/2;185;2024-10-08T05:00:00;864;LL;низ;2633,835;2643,185;15,425;4;1
2/2;186;2024-10-08T09:00:00;868;LH;верх;2646,530;2637,985;12,695;4;1
2/2;187;2024-10-08T11:00:00;870;LL;низ;2628,600;2646,355;17,930;2;1
2/2;188;2024-10-08T15:00:00;874;HH;верх;2653,115;2621,120;24,515;4;1
2/2;189;2024-10-08T18:00:00;877;LL;низ;2604,820;2614,550;48,295;3;1
2/2;190;2024-10-09T04:00:00;886;LH;верх;2624,300;2617,180;19,480;9;2
2/2;191;2024-10-09T06:00:00;888;HL;низ;2614,990;2619,745;9,310;2;1
2/2;192;2024-10-09T08:00:00;890;HH;верх;2624,375;2611,735;9,385;2;1
2/2;193;2024-10-09T10:00:00;892;LL;низ;2609,245;2618,105;15,130;2;1
2/2;194;2024-10-09T14:00:00;896;LH;верх;2622,465;2609,740;13,220;4;1
2/2;195;2024-10-09T21:00:00;903;LL;низ;2605,210;2607,735;17,255;7;3
2/2;196;2024-10-10T06:00:00;911;LH;верх;2616,960;2613,440;11,750;8;1
2/2;197;2024-10-10T15:00:00;920;LL;низ;2604,390;2625,510;12,570;9;2
2/2;198;2024-10-10T17:00:00;922;HH;верх;2629,835;2619,390;25,445;2;1
2/2;199;2024-10-10T20:00:00;925;HL;низ;2616,555;2629,210;13,280;3;1
2/2;200;2024-10-11T09:00:00;937;HH;верх;2647,245;2639,305;30,690;12;2
2/2;201;2024-10-11T12:00:00;940;HL;низ;2636,245;2644,760;11,000;3;2
2/2;202;2024-10-11T19:00:00;947;HH;верх;2661,475;2658,720;25,230;7;1
2/2;203;2024-10-14T05:00:00;956;HL;низ;2643,245;2659,270;18,230;9;1
2/2;204;2024-10-14T09:00:00;960;HH;верх;2666,875;2659,455;23,630;4;2
2/2;205;2024-10-14T18:00:00;969;HL;низ;2644,055;2648,695;22,820;9;1
2/2;206;2024-10-14T23:00:00;974;LH;верх;2653,365;2649,475;9,310;5;1
2/2;207;2024-10-14T23:00:00;974;HL;низ;2646,195;2649,475;7,170;0;1
2/2;208;2024-10-15T05:00:00;979;LH;верх;2652,810;2644,440;6,615;5;1
2/2;209;2024-10-15T08:00:00;982;LL;низ;2638,105;2650,805;14,705;3;2
2/2;210;2024-10-15T19:00:00;993;HH;верх;2668,965;2665,145;30,860;11;2
2/2;211;2024-10-16T03:00:00;1000;HL;низ;2658,800;2668,125;10,165;7;1
2/2;212;2024-10-16T16:00:00;1013;HH;верх;2685,465;2670,085;26,665;13;3
2/2;213;2024-10-16T19:00:00;1016;HL;низ;2666,795;2675,035;18,670;3;1
2/2;214;2024-10-16T21:00:00;1018;LH;верх;2676,760;2673,930;9,965;2;1
2/2;215;2024-10-16T22:00:00;1019;HL;низ;2672,810;2673,855;3,950;1;1
2/2;216;2024-10-17T05:00:00;1025;HH;верх;2684,940;2679,135;12,130;6;1
2/2;217;2024-10-17T06:00:00;1026;HL;низ;2674,600;2683,595;10,340;1;1
2/2;218;2024-10-17T09:00:00;1029;HH;верх;2685,845;2681,925;11,245;3;1
2/2;219;2024-10-17T12:00:00;1032;HL;низ;2677,035;2681,365;8,810;3;1
2/2;220;2024-10-17T13:00:00;1033;HH;верх;2688,840;2680,680;11,805;1;1
2/2;221;2024-10-17T15:00:00;1035;LL;низ;2673,165;2695,690;15,675;2;1
2/2;222;2024-10-17T18:00:00;1038;HH;верх;2696,800;2692,005;23,635;3;1
2/2;223;2024-10-17T19:00:00;1039;HL;низ;2684,010;2689,585;12,790;1;2
2/2;224;2024-10-18T08:00:00;1051;HH;верх;2714,140;2702,365;30,130;12;2
2/2;225;2024-10-18T11:00:00;1054;HL;низ;2701,735;2712,595;12,405;3;2
2/2;226;2024-10-18T17:00:00;1060;HH;верх;2720,210;2717,680;18,475;6;1
2/2;227;2024-10-18T20:00:00;1063;HL;низ;2713,670;2719,710;6,540;3;2
2/2;228;2024-10-21T06:00:00;1072;HH;верх;2732,885;2724,965;19,215;9;1
2/2;229;2024-10-21T09:00:00;1075;HL;низ;2723,670;2731,430;9,215;3;2
2/2;230;2024-10-21T16:00:00;1082;HH;верх;2740,600;2720,160;16,930;7;1
2/2;231;2024-10-21T22:00:00;1088;LL;низ;2714,235;2720,795;26,365;6;2
2/2;232;2024-10-22T13:00:00;1102;LH;верх;2739,395;2736,280;25,160;14;1
2/2;233;2024-10-22T14:00:00;1103;HL;низ;2729,585;2735,815;9,810;1;1
2/2;234;2024-10-22T23:00:00;1112;HH;верх;2748,975;2746,630;19,390;9;1
2/2;235;2024-10-23T05:00:00;1117;HL;низ;2737,940;2750,025;11,035;5;1
2/2;236;2024-10-23T11:00:00;1123;HH;верх;2758,525;2750,845;20,585;6;1
2/2;237;2024-10-23T18:00:00;1130;LL;низ;2708,755;2716,745;49,770;7;2
2/2;238;2024-10-24T16:00:00;1151;LH;верх;2743,325;2731,205;34,570;21;2
2/2;239;2024-10-24T17:00:00;1152;HL;низ;2722,505;2733,680;20,820;1;1
2/2;240;2024-10-24T21:00:00;1156;LH;верх;2737,845;2736,080;15,340;4;1
2/2;241;2024-10-25T07:00:00;1165;HL;низ;2723,990;2732,285;13,855;9;1
2/2;242;2024-10-25T09:00:00;1167;LH;верх;2732,670;2719,490;8,680;2;1
2/2;243;2024-10-25T12:00:00;1170;LL;низ;2717,100;2724,275;15,570;3;1
2/2;244;2024-10-25T23:00:00;1181;HH;верх;2747,835;2735,820;30,735;11;2
2/2;245;2024-10-28T03:00:00;1185;HL;низ;2724,755;2729,740;23,080;4;3
2/2;246;2024-10-28T08:00:00;1190;LH;верх;2744,650;2732,065;19,895;5;1
2/2;247;2024-10-28T12:00:00;1194;HL;низ;2727,930;2734,370;16,720;4;1
2/2;248;2024-10-28T16:00:00;1198;HH;верх;2746,010;2742,770;18,080;4;2
2/2;249;2024-10-29T00:00:00;1205;HL;низ;2739,870;2745,835;6,140;7;1
2/2;250;2024-10-29T04:00:00;1209;HH;верх;2757,780;2754,815;17,910;4;2
2/2;251;2024-10-29T10:00:00;1215;HL;низ;2746,415;2749,995;11,365;6;1
2/2;252;2024-10-29T11:00:00;1216;LH;верх;2756,665;2751,900;10,250;1;1
2/2;253;2024-10-29T13:00:00;1218;LL;низ;2746,195;2760,930;10,470;2;1
2/2;254;2024-10-30T08:00:00;1236;HH;верх;2789,855;2782,025;43,660;18;3
2/2;255;2024-10-30T10:00:00;1238;HL;низ;2779,620;2780,240;10,235;2;1
2/2;256;2024-10-30T15:00:00;1243;LH;верх;2787,570;2784,740;7,950;5;2
2/2;257;2024-10-30T15:00:00;1243;LL;низ;2770,925;2784,740;16,645;0;1
2/2;258;2024-10-31T03:00:00;1254;HH;верх;2790,170;2784,810;19,245;11;2
2/2;259;2024-10-31T03:00:00;1254;HL;низ;2783,680;2784,810;6,490;0;1
2/2;260;2024-10-31T13:00:00;1264;LH;верх;2782,690;2755,430;0,990;10;1
2/2;261;2024-10-31T17:00:00;1268;LL;низ;2731,635;2739,670;51,055;4;1
2/2;262;2024-10-31T21:00:00;1272;LH;верх;2749,825;2746,230;18,190;4;1
2/2;263;2024-11-01T03:00:00;1277;HL;низ;2744,960;2751,845;4,865;5;1
2/2;264;2024-11-01T08:00:00;1282;HH;верх;2757,735;2753,505;12,775;5;1
2/2;265;2024-11-01T09:00:00;1283;HL;низ;2747,220;2751,415;10,515;1;1
2/2;266;2024-11-01T11:00:00;1285;LH;верх;2755,510;2752,990;8,290;2;1
2/2;267;2024-11-01T12:00:00;1286;LL;низ;2744,845;2753,875;10,665;1;1
2/2;268;2024-11-01T15:00:00;1289;HH;верх;2762,275;2744,755;17,430;3;1
2/2;269;2024-11-04T01:00:00;1297;LL;низ;2732,040;2740,010;30,235;8;2
2/2;270;2024-11-04T09:00:00;1305;LH;верх;2744,935;2743,400;12,895;8;1
2/2;271;2024-11-04T10:00:00;1306;LL;низ;2731,930;2738,685;13,005;1;1
2/2;272;2024-11-04T16:00:00;1312;HH;верх;2748,240;2734,285;16,310;6;2
2/2;273;2024-11-04T19:00:00;1315;LL;низ;2731,770;2738,395;16,470;3;1
2/2;274;2024-11-04T21:00:00;1317;LH;верх;2739,735;2736,605;7,965;2;1
2/2;275;2024-11-05T04:00:00;1323;LL;низ;2724,765;2734,535;14,970;6;2
2/2;276;2024-11-05T16:00:00;1335;HH;верх;2750,090;2739,000;25,325;12;2
2/2;277;2024-11-05T17:00:00;1336;HL;низ;2733,035;2742,070;17,055;1;1
2/2;278;2024-11-06T03:00:00;1345;LH;верх;2749,780;2734,155;16,745;9;1
2/2;279;2024-11-06T05:00:00;1347;LL;низ;2730,530;2738,975;19,250;2;1
2/2;280;2024-11-06T07:00:00;1349;LH;верх;2743,685;2725,835;13,155;2;1
2/2;281;2024-11-06T16:00:00;1358;LL;низ;2652,405;2666,195;91,280;9;2
2/2;282;2024-11-06T18:00:00;1360;LH;верх;2678,290;2665,670;25,885;2;1
2/2;283;2024-11-07T03:00:00;1368;LL;низ;2643,355;2659,275;34,935;8;3
2/2;284;2024-11-07T19:00:00;1384;HH;верх;2700,405;2694,400;57,050;16;2
2/2;285;2024-11-07T21:00:00;1386;HL;низ;2687,575;2706,840;12,830;2;1
2/2;286;2024-11-07T22:00:00;1387;HH;верх;2710,520;2706,985;22,945;1;2
2/2;287;2024-11-08T09:00:00;1397;LL;низ;2680,415;2689,330;30,105;10;1
2/2;288;2024-11-08T16:00:00;1404;LH;верх;2704,120;2683,330;23,705;7;1
2/2;289;2024-11-08T18:00:00;1406;HL;низ;2682,935;2685,020;21,185;2;1
2/2;290;2024-11-11T02:00:00;1413;LH;верх;2686,165;2672,080;3,230;7;1
2/2;291;2024-11-11T04:00:00;1415;LL;низ;2666,570;2672,290;19,595;2;1
2/2;292;2024-11-11T07:00:00;1418;LH;верх;2674,425;2669,680;7,855;3;1
2/2;293;2024-11-11T07:00:00;1418;HL;низ;2666,995;2669,680;7,430;0;1
2/2;294;2024-11-11T12:00:00;1423;HH;верх;2675,340;2657,325;8,345;5;1
2/2;295;2024-11-11T20:00:00;1431;LL;низ;2610,695;2622,060;64,645;8;1
2/2;296;2024-11-12T03:00:00;1437;LH;верх;2627,235;2619,045;16,540;6;2
2/2;297;2024-11-12T12:00:00;1446;LL;низ;2589,725;2605,345;37,510;9;1
2/2;298;2024-11-12T16:00:00;1450;LH;верх;2617,125;2600,805;27,400;4;1
2/2;299;2024-11-12T19:00:00;1453;HL;низ;2592,530;2598,235;24,595;3;2
2/2;300;2024-11-13T05:00:00;1462;LH;верх;2613,285;2605,840;20,755;9;1
2/2;301;2024-11-13T10:00:00;1467;HL;низ;2601,095;2609,125;12,190;5;2
2/2;302;2024-11-13T11:00:00;1468;LH;верх;2611,720;2610,865;10,625;1;1
2/2;303;2024-11-13T13:00:00;1470;HL;низ;2605,940;2612,350;5,780;2;1
2/2;304;2024-11-13T15:00:00;1472;HH;верх;2618,920;2605,435;12,980;2;1
2/2;305;2024-11-13T19:00:00;1476;LL;низ;2577,680;2581,010;41,240;4;1
