слой;№;время;бар;подпись;сторона;цена колена;цена сейчас;нога;баров от предыдущего;мутность
5/5;0;2017-07-27 03:00:00;23;?;верх;1265,046;1262,417;0,000;0;1
5/5;1;2017-07-27 08:00:00;28;?;низ;1260,916;1263,430;4,130;5;1
5/5;2;2017-07-27 12:00:00;32;HH;верх;1265,366;1261,034;4,450;4;1
5/5;3;2017-07-27 16:00:00;36;LL;низ;1254,584;1259,245;10,782;4;2
5/5;4;2017-07-30 22:00:00;64;HH;верх;1271,232;1267,541;16,648;28;1
5/5;5;2017-07-31 07:00:00;73;HL;низ;1265,877;1267,827;5,355;9;2
5/5;6;2017-08-01 04:00:00;93;LH;верх;1270,852;1267,533;4,975;20;1
5/5;7;2017-08-01 12:00:00;101;LL;низ;1262,556;1272,801;8,296;8;1
5/5;8;2017-08-01 14:00:00;103;HH;верх;1274,204;1269,071;11,648;2;1
5/5;9;2017-08-02 12:00:00;124;HL;низ;1262,998;1270,405;11,206;21;2
5/5;10;2017-08-02 17:00:00;129;LH;верх;1272,948;1263,156;9,950;5;1
5/5;11;2017-08-02 23:00:00;134;LL;низ;1256,248;1262,509;16,700;5;2
5/5;12;2017-08-03 19:00:00;154;LH;верх;1270,880;1268,438;14,632;20;1
5/5;13;2017-08-04 02:00:00;160;HL;низ;1267,338;1269,443;3,542;6;1
5/5;14;2017-08-04 07:00:00;165;LH;верх;1270,281;1261,934;2,943;5;1
5/5;15;2017-08-04 14:00:00;172;LL;низ;1254,271;1258,584;16,010;7;1
5/5;16;2017-08-04 20:00:00;178;LH;верх;1259,645;1258,072;5,374;6;1
5/5;17;2017-08-07 12:00:00;193;HL;низ;1255,829;1258,668;3,816;15;2
5/5;18;2017-08-07 17:00:00;198;HH;верх;1260,039;1257,779;4,210;5;1
5/5;19;2017-08-07 22:00:00;202;HL;низ;1257,076;1259,958;2,963;4;1
5/5;20;2017-08-08 02:00:00;206;HH;верх;1261,054;1260,289;3,978;4;1
5/5;21;2017-08-08 07:00:00;211;HL;низ;1259,222;1262,322;1,832;5;1
5/5;22;2017-08-08 10:00:00;214;HH;верх;1265,346;1253,396;6,124;3;1
5/5;23;2017-08-08 15:00:00;219;LL;низ;1251,614;1260,738;13,732;5;1
5/5;24;2017-08-11 01:00:00;274;HH;верх;1289,112;1285,381;37,498;55;5
5/5;25;2017-08-11 01:00:00;274;HL;низ;1283,968;1285,381;5,144;0;1
5/5;26;2017-08-11 12:00:00;285;HH;верх;1292,354;1288,229;8,386;11;1
5/5;27;2017-08-11 13:00:00;286;LL;низ;1281,356;1289,909;10,998;1;1
5/5;28;2017-08-11 19:00:00;292;LH;верх;1291,842;1287,717;10,486;6;1
5/5;29;2017-08-14 11:00:00;307;LL;низ;1278,685;1285,131;13,157;15;1
5/5;30;2017-08-14 16:00:00;312;LH;верх;1285,631;1280,942;6,946;5;1
5/5;31;2017-08-15 13:00:00;332;LL;низ;1267,397;1271,658;18,234;20;2
5/5;32;2017-08-15 17:00:00;336;LH;верх;1275,176;1272,999;7,779;4;2
5/5;33;2017-08-16 13:00:00;355;HL;низ;1267,734;1282,465;7,442;19;2
5/5;34;2017-08-17 07:00:00;372;HH;верх;1290,253;1284,562;22,519;17;3
5/5;35;2017-08-17 14:00:00;379;HL;низ;1281,254;1288,677;8,999;7;1
5/5;36;2017-08-17 23:00:00;387;LH;верх;1289,462;1288,104;8,208;8;1
5/5;37;2017-08-18 01:00:00;389;HL;низ;1285,996;1288,963;3,466;2;1
5/5;38;2017-08-18 13:00:00;401;HH;верх;1300,926;1287,927;14,930;12;1
5/5;39;2017-08-20 23:00:00;410;LL;низ;1280,613;1285,863;20,313;9;1
5/5;40;2017-08-21 13:00:00;424;LH;верх;1294,081;1291,618;13,468;14;1
5/5;41;2017-08-22 07:00:00;441;HL;низ;1283,148;1286,677;10,933;17;1
5/5;42;2017-08-22 13:00:00;447;LH;верх;1291,230;1285,393;8,082;6;1
5/5;43;2017-08-22 14:00:00;448;LL;низ;1282,053;1285,617;9,177;1;2
5/5;44;2017-08-23 12:00:00;469;HH;верх;1291,598;1289,423;9,545;21;2
5/5;45;2017-08-24 08:00:00;488;HL;низ;1284,492;1289,201;7,106;19;1
5/5;46;2017-08-24 13:00:00;493;LH;верх;1290,249;1285,781;5,757;5;1
5/5;47;2017-08-24 14:00:00;494;HL;низ;1284,881;1286,274;5,368;1;2
5/5;48;2017-08-25 13:00:00;516;HH;верх;1295,152;1291,451;10,271;22;1
5/5;49;2017-08-25 13:00:00;516;LL;низ;1276,196;1291,451;18,956;0;1
5/5;50;2017-08-29 08:00:00;557;HH;верх;1326,132;1321,367;49,936;41;2
5/5;51;2017-08-29 19:00:00;568;HL;низ;1305,060;1311,985;21,072;11;1
5/5;52;2017-08-30 03:00:00;575;LH;верх;1313,533;1310,199;8,473;7;1
5/5;53;2017-08-30 06:00:00;578;HL;низ;1306,368;1309,881;7,165;3;1
5/5;54;2017-08-30 10:00:00;582;HH;верх;1313,777;1308,922;7,409;4;1
5/5;55;2017-08-31 01:00:00;596;LL;низ;1297,876;1304,204;15,901;14;2
5/5;56;2017-08-31 19:00:00;614;HH;верх;1323,690;1319,256;25,814;18;1
5/5;57;2017-09-01 07:00:00;625;HL;низ;1317,806;1321,723;5,884;11;1
5/5;58;2017-09-01 12:00:00;630;HH;верх;1329,053;1324,518;11,247;5;1
5/5;59;2017-09-01 14:00:00;632;LL;низ;1316,452;1326,075;12,601;2;1
5/5;60;2017-09-04 07:00:00;648;HH;верх;1340,038;1334,086;23,586;16;2
5/5;61;2017-09-04 08:00:00;649;HL;низ;1332,273;1334,159;7,765;1;2
5/5;62;2017-09-05 02:00:00;662;LH;верх;1338,703;1331,839;6,430;13;1
5/5;63;2017-09-05 11:00:00;671;LL;низ;1326,267;1337,620;12,436;9;1
5/5;64;2017-09-05 19:00:00;679;HH;верх;1344,421;1339,078;18,154;8;1
5/5;65;2017-09-06 07:00:00;690;HL;низ;1336,406;1339,391;8,015;11;1
5/5;66;2017-09-06 09:00:00;692;LH;верх;1342,005;1339,503;5,599;2;2
5/5;67;2017-09-06 18:00:00;701;LL;низ;1331,640;1333,501;10,365;9;1
5/5;68;2017-09-08 05:00:00;734;HH;верх;1357,624;1354,869;25,984;33;1
5/5;69;2017-09-10 23:00:00;751;HL;низ;1333,995;1337,549;23,629;17;2
5/5;70;2017-09-11 09:00:00;761;LH;верх;1339,161;1334,572;5,166;10;1
5/5;71;2017-09-12 10:00:00;785;LL;низ;1322,678;1327,353;16,483;24;2
5/5;72;2017-09-12 22:00:00;796;LH;верх;1334,856;1331,811;12,178;11;2
5/5;73;2017-09-13 05:00:00;803;HL;низ;1329,418;1334,597;5,438;7;1
5/5;74;2017-09-13 10:00:00;808;LH;верх;1334,745;1322,822;5,327;5;1
5/5;75;2017-09-14 12:00:00;833;LL;низ;1315,683;1329,213;19,062;25;3
5/5;76;2017-09-14 23:00:00;843;LH;верх;1334,467;1329,715;18,784;10;1
5/5;77;2017-09-18 18:00:00;885;LL;низ;1304,706;1308,857;29,761;42;4
5/5;78;2017-09-19 03:00:00;893;LH;верх;1309,967;1308,775;5,261;8;1
5/5;79;2017-09-19 16:00:00;906;HL;низ;1305,186;1310,821;4,781;13;1
5/5;80;2017-09-20 18:00:00;931;HH;верх;1316,292;1299,140;11,106;25;2
5/5;81;2017-09-21 12:00:00;948;LL;низ;1288,150;1292,254;28,142;17;2
5/5;82;2017-09-22 04:00:00;963;LH;верх;1298,868;1296,848;10,718;15;2
5/5;83;2017-09-22 12:00:00;971;HL;низ;1293,454;1295,155;5,414;8;1
5/5;84;2017-09-22 14:00:00;973;LH;верх;1298,530;1296,989;5,076;2;2
5/5;85;2017-09-24 23:00:00;981;LL;низ;1289,099;1293,645;9,431;8;2
5/5;86;2017-09-26 03:00:00;1008;HH;верх;1313,809;1305,718;24,710;27;2
5/5;87;2017-09-28 06:00:00;1057;LL;низ;1277,806;1285,028;36,003;49;4
5/5;88;2017-09-28 18:00:00;1069;LH;верх;1288,746;1286,639;10,940;12;1
5/5;89;2017-09-29 06:00:00;1080;HL;низ;1283,632;1287,476;5,114;11;1
5/5;90;2017-09-29 12:00:00;1086;HH;верх;1290,503;1283,241;6,871;6;1
5/5;91;2017-10-02 07:00:00;1104;LL;низ;1271,204;1275,324;19,299;18;2
5/5;92;2017-10-02 14:00:00;1111;LH;верх;1277,346;1271,338;6,142;7;1
5/5;93;2017-10-03 01:00:00;1121;LL;низ;1268,418;1272,107;8,928;10;1
5/5;94;2017-10-03 06:00:00;1126;LH;верх;1272,546;1270,474;4,128;5;1
5/5;95;2017-10-03 12:00:00;1132;HL;низ;1269,306;1272,119;3,240;6;1
5/5;96;2017-10-03 15:00:00;1135;HH;верх;1274,784;1271,780;5,478;3;1
5/5;97;2017-10-03 20:00:00;1140;HL;низ;1270,654;1275,478;4,130;5;1
5/5;98;2017-10-04 12:00:00;1155;HH;верх;1282,320;1274,388;11,666;15;1
5/5;99;2017-10-04 14:00:00;1157;LL;низ;1270,588;1275,284;11,732;2;1
5/5;100;2017-10-04 19:00:00;1162;LH;верх;1276,352;1273,812;5,764;5;1
5/5;101;2017-10-05 00:00:00;1166;HL;низ;1273,112;1275,078;3,240;4;1
5/5;102;2017-10-05 09:00:00;1175;HH;верх;1279,026;1274,015;5,914;9;1
5/5;103;2017-10-05 20:00:00;1186;LL;низ;1266,498;1269,197;12,528;11;1
5/5;104;2017-10-06 01:00:00;1190;LH;верх;1269,767;1268,367;3,269;4;1
5/5;105;2017-10-06 13:00:00;1202;LL;низ;1260,668;1273,937;9,099;12;2
5/5;106;2017-10-09 06:00:00;1218;HH;верх;1285,592;1283,021;24,924;16;1
5/5;107;2017-10-09 14:00:00;1226;HL;низ;1279,464;1284,900;6,128;8;3
5/5;108;2017-10-10 15:00:00;1250;HH;верх;1294,306;1287,784;14,842;24;2
5/5;109;2017-10-11 02:00:00;1260;HL;низ;1286,745;1289,361;7,561;10;1
5/5;110;2017-10-11 12:00:00;1270;LH;верх;1291,409;1285,127;4,664;10;1
5/5;111;2017-10-11 17:00:00;1275;LL;низ;1284,644;1292,491;6,765;5;1
5/5;112;2017-10-12 07:00:00;1288;HH;верх;1297,565;1292,286;12,921;13;1
5/5;113;2017-10-12 14:00:00;1295;HL;низ;1289,710;1293,568;7,855;7;1
5/5;114;2017-10-13 06:00:00;1310;HH;верх;1298,516;1292,523;8,806;15;1
5/5;115;2017-10-13 12:00:00;1316;HL;низ;1291,084;1302,488;7,432;6;1
5/5;116;2017-10-16 00:00:00;1327;HH;верх;1304,690;1302,572;13,606;11;2
5/5;117;2017-10-16 01:00:00;1328;HL;низ;1301,128;1303,783;3,562;1;1
5/5;118;2017-10-16 11:00:00;1338;HH;верх;1306,138;1303,652;5,010;10;1
5/5;119;2017-10-17 15:00:00;1365;LL;низ;1281,414;1285,131;24,724;27;2
5/5;120;2017-10-18 02:00:00;1375;LH;верх;1288,889;1283,059;7,475;10;2
5/5;121;2017-10-18 12:00:00;1385;LL;низ;1276,990;1281,336;11,899;10;1
5/5;122;2017-10-19 01:00:00;1397;LH;верх;1282,050;1281,400;5,060;12;1
5/5;123;2017-10-19 02:00:00;1398;LL;низ;1276,729;1285,229;5,321;1;1
5/5;124;2017-10-19 23:00:00;1418;HH;верх;1291,218;1283,356;14,489;20;1
5/5;125;2017-10-23 13:00:00;1455;LL;низ;1272,554;1279,866;18,664;37;3
5/5;126;2017-10-24 00:00:00;1465;LH;верх;1283,772;1281,168;11,218;10;1
5/5;127;2017-10-24 14:00:00;1479;HL;низ;1273,704;1277,388;10,068;14;1
5/5;128;2017-10-24 19:00:00;1484;LH;верх;1281,320;1275,244;7,616;5;1
5/5;129;2017-10-25 12:00:00;1500;LL;низ;1271,088;1276,588;10,232;16;1
5/5;130;2017-10-26 05:00:00;1516;HH;верх;1282,590;1278,317;11,502;16;4
5/5;131;2017-10-27 12:00:00;1546;LL;низ;1263,582;1270,957;19,008;30;1
5/5;132;2017-10-27 20:00:00;1554;LH;верх;1274,707;1271,048;11,125;8;1
5/5;133;2017-10-30 07:00:00;1564;HL;низ;1268,999;1270,207;5,708;10;1
5/5;134;2017-10-30 16:00:00;1573;HH;верх;1278,890;1276,231;9,891;9;2
5/5;135;2017-10-31 01:00:00;1581;HL;низ;1274,954;1277,448;3,936;8;1
5/5;136;2017-10-31 06:00:00;1586;LH;верх;1278,242;1273,737;3,288;5;1
5/5;137;2017-10-31 14:00:00;1594;LL;низ;1267,844;1270,809;10,398;8;1
5/5;138;2017-10-31 19:00:00;1599;LH;верх;1272,055;1269,348;4,211;5;1
5/5;139;2017-11-01 01:00:00;1604;HL;низ;1267,988;1274,923;4,067;5;1
5/5;140;2017-11-01 10:00:00;1613;HH;верх;1280,920;1276,726;12,932;9;1
5/5;141;2017-11-01 13:00:00;1616;HL;низ;1272,385;1274,521;8,535;3;1
5/5;142;2017-11-02 01:00:00;1627;HH;верх;1281,526;1278,890;9,141;11;1
5/5;143;2017-11-02 11:00:00;1637;HL;низ;1273,320;1276,527;8,206;10;1
5/5;144;2017-11-02 14:00:00;1640;HH;верх;1284,271;1276,282;10,951;3;3
5/5;145;2017-11-03 15:00:00;1664;LL;низ;1265,534;1269,991;18,737;24;1
5/5;146;2017-11-05 23:00:00;1670;LH;верх;1271,191;1269,726;5,657;6;1
5/5;147;2017-11-06 01:00:00;1672;HL;низ;1266,174;1268,867;5,017;2;2
5/5;148;2017-11-06 17:00:00;1688;HH;верх;1283,082;1280,111;16,908;16;1
5/5;149;2017-11-07 08:00:00;1702;HL;низ;1275,303;1278,167;7,779;14;1
5/5;150;2017-11-07 14:00:00;1708;LH;верх;1280,130;1276,504;4,827;6;1
5/5;151;2017-11-07 15:00:00;1709;LL;низ;1271,974;1276,303;8,156;1;2
5/5;152;2017-11-08 16:00:00;1733;HH;верх;1287,262;1281,543;15,288;24;1
5/5;153;2017-11-09 01:00:00;1741;HL;низ;1280,056;1283,428;7,206;8;1
5/5;154;2017-11-09 11:00:00;1751;HH;верх;1288,284;1285,579;8,228;10;1
5/5;155;2017-11-09 15:00:00;1755;HL;низ;1281,994;1286,241;6,290;4;1
5/5;156;2017-11-09 20:00:00;1760;HH;верх;1288,744;1285,478;6,750;5;1
5/5;157;2017-11-10 08:00:00;1771;HL;низ;1282,675;1284,676;6,069;11;1
5/5;158;2017-11-10 14:00:00;1777;LH;верх;1285,989;1275,266;3,314;6;1
5/5;159;2017-11-10 18:00:00;1781;LL;низ;1273,506;1275,598;12,483;4;1
5/5;160;2017-11-13 16:00:00;1802;LH;верх;1279,898;1278,412;6,392;21;1
5/5;161;2017-11-14 08:00:00;1817;LL;низ;1270,118;1271,566;9,780;15;2
5/5;162;2017-11-14 18:00:00;1827;HH;верх;1283,638;1280,946;13,520;10;2
5/5;163;2017-11-15 06:00:00;1838;HL;низ;1280,498;1285,564;3,140;11;1
5/5;164;2017-11-15 13:00:00;1845;HH;верх;1289,606;1278,255;9,108;7;1
5/5;165;2017-11-16 07:00:00;1862;LL;низ;1275,175;1277,236;14,431;17;2
5/5;166;2017-11-16 14:00:00;1869;LH;верх;1281,884;1278,516;6,709;7;1
5/5;167;2017-11-16 14:00:00;1869;HL;низ;1276,414;1278,516;5,470;0;1
5/5;168;2017-11-17 02:00:00;1880;HH;верх;1284,080;1282,097;7,666;11;1
5/5;169;2017-11-17 07:00:00;1885;HL;низ;1281,149;1282,150;2,931;5;1
5/5;170;2017-11-17 18:00:00;1896;HH;верх;1296,984;1293,761;15,835;11;1
5/5;171;2017-11-20 07:00:00;1908;HL;низ;1290,180;1292,818;6,804;12;1
5/5;172;2017-11-20 13:00:00;1914;LH;верх;1293,648;1276,423;3,468;6;1
5/5;173;2017-11-20 18:00:00;1919;LL;низ;1274,518;1279,032;19,130;5;1
5/5;174;2017-11-21 08:00:00;1932;LH;верх;1281,484;1276,756;6,966;13;1
5/5;175;2017-11-21 13:00:00;1937;HL;низ;1276,272;1281,617;5,212;5;1
5/5;176;2017-11-21 15:00:00;1939;HH;верх;1284,832;1279,832;8,560;2;1
5/5;177;2017-11-22 03:00:00;1950;HL;низ;1279,115;1285,064;5,717;11;1
5/5;178;2017-11-22 19:00:00;1966;HH;верх;1294,696;1289,862;15,581;16;1
5/5;179;2017-11-23 09:00:00;1979;HL;низ;1287,128;1291,284;7,568;13;1
5/5;180;2017-11-23 10:00:00;1980;LH;верх;1293,712;1291,333;6,584;1;2
5/5;181;2017-11-24 11:00:00;2000;LL;низ;1285,813;1288,347;7,899;20;1
5/5;182;2017-11-24 14:00:00;2003;LH;верх;1291,431;1287,418;5,618;3;1
5/5;183;2017-11-27 00:00:00;2009;HL;низ;1286,790;1290,293;4,641;6;1
5/5;184;2017-11-27 14:00:00;2023;HH;верх;1299,326;1295,221;12,536;14;2
5/5;185;2017-11-28 14:00:00;2046;HL;низ;1290,712;1292,242;8,614;23;2
5/5;186;2017-11-28 15:00:00;2047;LH;верх;1297,572;1293,376;6,860;1;2
5/5;187;2017-11-29 18:00:00;2073;LL;низ;1282,090;1284,861;15,482;26;1
5/5;188;2017-11-30 01:00:00;2079;LH;верх;1285,382;1283,811;3,292;6;1
5/5;189;2017-11-30 18:00:00;2096;LL;низ;1270,371;1275,755;15,011;17;1
5/5;190;2017-12-01 09:00:00;2110;LH;верх;1278,176;1274,965;7,805;14;2
5/5;191;2017-12-01 15:00:00;2116;HL;низ;1271,824;1280,840;6,352;6;1
5/5;192;2017-12-01 16:00:00;2117;HH;верх;1289,304;1280,637;17,480;1;1
5/5;193;2017-12-04 08:00:00;2132;LL;низ;1271,202;1273,783;18,102;15;2
5/5;194;2017-12-04 21:00:00;2145;LH;верх;1277,260;1275,467;6,058;13;2
5/5;195;2017-12-05 04:00:00;2151;HL;низ;1274,393;1275,966;2,867;6;1
5/5;196;2017-12-05 11:00:00;2158;LH;верх;1276,894;1263,893;2,501;7;1
5/5;197;2017-12-05 16:00:00;2163;LL;низ;1260,978;1266,111;15,916;5;1
5/5;198;2017-12-06 10:00:00;2180;LH;верх;1269,346;1263,543;8,368;17;1
5/5;199;2017-12-07 20:00:00;2213;LL;низ;1243,958;1249,529;25,388;33;2
5/5;200;2017-12-08 07:00:00;2223;LH;верх;1249,762;1247,346;5,804;10;1
5/5;201;2017-12-08 13:00:00;2229;HL;низ;1244,006;1247,573;5,756;6;1
5/5;202;2017-12-08 14:00:00;2230;HH;верх;1252,416;1248,528;8,410;1;2
5/5;203;2017-12-11 01:00:00;2240;HL;низ;1246,966;1249,840;5,450;10;1
5/5;204;2017-12-11 11:00:00;2250;LH;верх;1251,544;1246,621;4,579;10;1
5/5;205;2017-12-11 20:00:00;2259;LL;низ;1240,804;1244,671;10,740;9;1
5/5;206;2017-12-12 07:00:00;2269;LH;верх;1246,274;1242,968;5,470;10;1
5/5;207;2017-12-12 15:00:00;2277;LL;низ;1236,527;1244,449;9,747;8;1
5/5;208;2017-12-13 03:00:00;2288;LH;верх;1245,316;1242,179;8,789;11;1
5/5;209;2017-12-13 12:00:00;2297;HL;низ;1240,299;1245,864;5,017;9;1
5/5;210;2017-12-14 01:00:00;2309;HH;верх;1259,174;1257,022;18,875;12;2
5/5;211;2017-12-14 15:00:00;2323;HL;низ;1250,544;1253,238;8,630;14;1
5/5;212;2017-12-15 13:00:00;2344;HH;верх;1261,957;1254,465;11,413;21;1
5/5;213;2017-12-18 01:00:00;2355;HL;низ;1252,872;1256,651;9,085;11;3
5/5;214;2017-12-18 16:00:00;2370;HH;верх;1264,084;1262,132;11,212;15;1
5/5;215;2017-12-19 01:00:00;2378;HL;низ;1260,348;1263,566;3,736;8;1
5/5;216;2017-12-19 12:00:00;2389;HH;верх;1265,388;1259,982;5,040;11;1
5/5;217;2017-12-19 18:00:00;2395;LL;низ;1259,236;1262,153;6,152;6;1
5/5;218;2017-12-20 11:00:00;2411;HH;верх;1266,446;1265,268;7,210;16;2
5/5;219;2017-12-20 14:00:00;2414;HL;низ;1262,211;1265,988;4,235;3;1
5/5;220;2017-12-21 01:00:00;2424;HH;верх;1268,339;1265,782;6,128;10;2
5/5;221;2017-12-21 13:00:00;2436;HL;низ;1262,892;1266,614;5,447;12;1
5/5;222;2017-12-21 20:00:00;2443;HH;верх;1268,970;1266,028;6,078;7;1
5/5;223;2017-12-22 01:00:00;2447;HL;низ;1265,082;1267,044;3,888;4;1
5/5;224;2017-12-22 17:00:00;2463;HH;верх;1276,203;1273,665;11,121;16;1
5/5;225;2017-12-26 00:00:00;2469;HL;низ;1273,408;1278,843;2,795;6;1
5/5;226;2017-12-26 06:00:00;2475;HH;верх;1279,282;1277,608;5,874;6;1
5/5;227;2017-12-26 09:00:00;2478;HL;низ;1277,079;1280,993;2,203;3;1
5/5;228;2017-12-26 18:00:00;2487;HH;верх;1283,843;1282,442;6,764;9;1
5/5;229;2017-12-27 04:00:00;2496;HL;низ;1281,351;1286,037;2,492;9;1
5/5;230;2017-12-27 19:00:00;2511;HH;верх;1289,034;1287,911;7,683;15;1
5/5;231;2017-12-28 13:00:00;2528;HL;низ;1288,632;1294,447;0,402;17;1
5/5;232;2017-12-29 02:00:00;2540;HH;верх;1296,380;1295,275;7,748;12;2
5/5;233;2017-12-29 07:00:00;2545;HL;низ;1294,754;1296,745;1,626;5;2
5/5;234;2018-01-02 23:00:00;2583;HH;верх;1321,588;1313,703;26,834;38;2
5/5;235;2018-01-03 07:00:00;2591;HL;низ;1311,785;1314,899;9,803;8;1
5/5;236;2018-01-03 14:00:00;2598;LH;верх;1318,026;1313,051;6,241;7;1
5/5;237;2018-01-04 01:00:00;2608;LL;низ;1305,937;1310,167;12,089;10;2
5/5;238;2018-01-04 20:00:00;2627;HH;верх;1326,064;1321,158;20,127;19;2
5/5;239;2018-01-05 14:00:00;2644;HL;низ;1313,678;1320,665;12,386;17;1
5/5;240;2018-01-08 01:00:00;2654;LH;верх;1322,180;1318,900;8,502;10;1
5/5;241;2018-01-08 08:00:00;2661;HL;низ;1314,754;1320,052;7,426;7;1
5/5;242;2018-01-08 11:00:00;2664;LH;верх;1321,154;1316,775;6,400;3;1
5/5;243;2018-01-08 16:00:00;2669;HL;низ;1316,010;1320,341;5,144;5;1
5/5;244;2018-01-08 21:00:00;2674;LH;верх;1320,634;1319,068;4,624;5;1
5/5;245;2018-01-09 01:00:00;2677;LL;низ;1315,841;1318,057;4,793;3;1
5/5;246;2018-01-09 05:00:00;2681;LH;верх;1320,266;1314,948;4,425;4;1
5/5;247;2018-01-09 14:00:00;2690;LL;низ;1308,868;1313,691;11,398;9;1
5/5;248;2018-01-09 19:00:00;2695;LH;верх;1315,750;1311,223;6,882;5;1
5/5;249;2018-01-10 01:00:00;2700;LL;низ;1308,318;1310,105;7,432;5;1
5/5;250;2018-01-10 11:00:00;2710;HH;верх;1327,874;1317,221;19,556;10;1
5/5;251;2018-01-10 23:00:00;2721;HL;низ;1316,380;1317,636;11,494;11;1
5/5;252;2018-01-11 03:00:00;2725;LH;верх;1320,960;1317,343;4,580;4;1
5/5;253;2018-01-11 07:00:00;2729;LL;низ;1315,820;1319,568;5,140;4;1
5/5;254;2018-01-12 10:00:00;2755;HH;верх;1333,238;1331,383;17,418;26;1
5/5;255;2018-01-12 13:00:00;2758;HL;низ;1323,417;1337,750;9,821;3;1
5/5;256;2018-01-15 05:00:00;2773;HH;верх;1344,874;1343,164;21,457;15;1
5/5;257;2018-01-16 10:00:00;2797;HL;низ;1331,912;1335,457;12,962;24;2
5/5;258;2018-01-17 02:00:00;2812;LH;верх;1344,082;1334,368;12,170;15;1
5/5;259;2018-01-17 07:00:00;2817;HL;низ;1333,050;1335,967;11,032;5;1
5/5;260;2018-01-17 18:00:00;2828;LH;верх;1340,567;1328,589;7,517;11;2
5/5;261;2018-01-18 01:00:00;2834;LL;низ;1324,300;1328,313;16,267;6;2
5/5;262;2018-01-18 16:00:00;2849;LH;верх;1333,200;1326,879;8,900;15;1
5/5;263;2018-01-18 20:00:00;2853;HL;низ;1325,578;1329,803;7,622;4;1
5/5;264;2018-01-19 08:00:00;2864;HH;верх;1338,161;1334,209;12,583;11;1
5/5;265;2018-01-19 14:00:00;2870;HL;низ;1332,228;1334,476;5,933;6;1
5/5;266;2018-01-21 23:00:00;2878;LH;верх;1335,784;1331,647;3,556;8;1
5/5;267;2018-01-22 07:00:00;2886;LL;низ;1328,500;1332,300;7,284;8;1
5/5;268;2018-01-22 15:00:00;2894;LH;верх;1335,690;1334,674;7,190;8;1
5/5;269;2018-01-22 17:00:00;2896;HL;низ;1330,787;1333,271;4,903;2;2
5/5;270;2018-01-25 06:00:00;2954;HH;верх;1366,112;1359,289;35,325;58;3
5/5;271;2018-01-25 08:00:00;2956;HL;низ;1356,508;1360,229;9,604;2;1
5/5;272;2018-01-25 18:00:00;2966;LH;верх;1364,878;1348,339;8,370;10;1
5/5;273;2018-01-25 19:00:00;2967;LL;низ;1342,442;1353,003;22,436;1;1
5/5;274;2018-01-26 07:00:00;2978;LH;верх;1357,233;1350,650;14,791;11;1
5/5;275;2018-01-26 14:00:00;2985;HL;низ;1348,768;1350,645;8,465;7;1
5/5;276;2018-01-26 18:00:00;2989;LH;верх;1354,469;1350,835;5,701;4;1
5/5;277;2018-01-30 05:00:00;3022;LL;низ;1334,502;1344,221;19,967;33;2
5/5;278;2018-01-30 14:00:00;3031;LH;верх;1349,067;1340,191;14,565;9;1
5/5;279;2018-01-30 18:00:00;3035;HL;низ;1335,810;1339,553;13,257;4;1
5/5;280;2018-01-31 06:00:00;3046;LH;верх;1345,030;1342,610;9,220;11;1
5/5;281;2018-01-31 19:00:00;3059;LL;низ;1332,900;1342,883;12,130;13;1
5/5;282;2018-01-31 20:00:00;3060;HH;верх;1347,532;1343,486;14,632;1;1
5/5;283;2018-02-01 11:00:00;3074;HL;низ;1337,328;1342,389;10,204;14;1
5/5;284;2018-02-01 21:00:00;3084;HH;верх;1351,060;1348,530;13,732;10;1
5/5;285;2018-02-02 15:00:00;3101;LL;низ;1327,472;1331,996;23,588;17;1
5/5;286;2018-02-05 11:00:00;3120;LH;верх;1338,658;1335,787;11,186;19;1
5/5;287;2018-02-05 15:00:00;3124;HL;низ;1332,402;1336,129;6,256;4;1
5/5;288;2018-02-06 02:00:00;3134;HH;верх;1346,192;1343,229;13,790;10;2
5/5;289;2018-02-06 20:00:00;3152;LL;низ;1320,264;1330,553;25,928;18;1
5/5;290;2018-02-07 07:00:00;3162;LH;верх;1332,363;1324,268;12,099;10;1
5/5;291;2018-02-07 18:00:00;3173;LL;низ;1311,378;1315,606;20,985;11;1
5/5;292;2018-02-08 00:00:00;3178;LH;верх;1319,322;1311,745;7,944;5;1
5/5;293;2018-02-08 12:00:00;3190;LL;низ;1307,081;1320,002;12,241;12;1
5/5;294;2018-02-08 23:00:00;3200;HH;верх;1322,835;1317,710;15,754;10;1
5/5;295;2018-02-09 15:00:00;3216;HL;низ;1311,207;1314,873;11,628;16;1
5/5;296;2018-02-12 01:00:00;3225;HH;верх;1326,697;1323,864;15,490;9;2
5/5;297;2018-02-12 12:00:00;3236;HL;низ;1316,838;1324,709;9,859;11;1
5/5;298;2018-02-12 17:00:00;3241;LH;верх;1326,232;1322,605;9,394;5;1
5/5;299;2018-02-12 20:00:00;3244;HL;низ;1321,358;1323,212;4,874;3;1
5/5;300;2018-02-13 10:00:00;3257;HH;верх;1331,034;1328,718;9,676;13;1
5/5;301;2018-02-13 14:00:00;3261;HL;низ;1323,011;1328,303;8,023;4;1
5/5;302;2018-02-14 03:00:00;3273;HH;верх;1337,112;1331,811;14,101;12;1
5/5;303;2018-02-14 13:00:00;3283;LL;низ;1318,002;1352,792;19,110;10;1
5/5;304;2018-02-15 08:00:00;3301;HH;верх;1357,190;1352,825;39,188;18;2
