слой;№;время;бар;подпись;сторона;цена колена;цена сейчас;нога;баров от предыдущего;мутность
2/2;2960;2019-11-21 18:00:00;13754;LL;низ;1462,511;1465,084;9,146;5;2
2/2;2961;2019-11-22 00:00:00;13759;LH;верх;1465,693;1464,764;3,182;5;1
2/2;2962;2019-11-22 00:00:00;13759;HL;низ;1463,572;1464,764;2,121;0;2
2/2;2963;2019-11-22 10:00:00;13769;HH;верх;1473,248;1469,958;9,676;10;1
2/2;2964;2019-11-24 23:00:00;13781;LL;низ;1459,738;1461,224;13,510;12;2
2/2;2965;2019-11-25 02:00:00;13784;LH;верх;1462,167;1461,747;2,429;3;2
2/2;2966;2019-11-25 08:00:00;13790;LL;низ;1456,692;1458,642;5,475;6;1
2/2;2967;2019-11-25 10:00:00;13792;LH;верх;1459,798;1458,068;3,106;2;1
2/2;2968;2019-11-25 13:00:00;13795;LL;низ;1454,226;1457,850;5,572;3;1
2/2;2969;2019-11-25 14:00:00;13796;HH;верх;1460,822;1457,634;6,596;1;2
2/2;2970;2019-11-26 01:00:00;13806;LL;низ;1451,756;1454,604;9,066;10;2
2/2;2971;2019-11-26 09:00:00;13814;LH;верх;1459,218;1457,985;7,462;8;1
2/2;2972;2019-11-26 14:00:00;13819;LL;низ;1450,186;1458,122;9,032;5;1
2/2;2973;2019-11-26 21:00:00;13826;HH;верх;1462,874;1460,001;12,688;7;2
2/2;2974;2019-11-27 05:00:00;13833;HL;низ;1457,986;1458,398;4,888;7;1
2/2;2975;2019-11-27 07:00:00;13835;LH;верх;1460,332;1459,062;2,346;2;1
2/2;2976;2019-11-27 08:00:00;13836;HL;низ;1458,098;1459,960;2,234;1;1
2/2;2977;2019-11-27 10:00:00;13838;LH;верх;1460,303;1458,004;2,205;2;1
2/2;2978;2019-11-27 16:00:00;13844;LL;низ;1452,706;1454,292;7,597;6;1
2/2;2979;2019-11-28 00:00:00;13851;LH;верх;1458,311;1456,480;5,605;7;1
2/2;2980;2019-11-28 07:00:00;13858;HL;низ;1455,495;1457,071;2,816;7;2
2/2;2981;2019-11-28 08:00:00;13859;HH;верх;1458,319;1457,492;2,824;1;1
2/2;2982;2019-11-28 15:00:00;13866;LL;низ;1454,310;1456,059;4,009;7;2
2/2;2983;2019-11-29 05:00:00;13875;HH;верх;1459,340;1458,357;5,030;9;1
2/2;2984;2019-11-29 13:00:00;13883;LL;низ;1453,150;1461,611;6,190;8;1
2/2;2985;2019-11-29 17:00:00;13887;HH;верх;1466,461;1461,929;13,311;4;1
2/2;2986;2019-12-02 03:00:00;13893;HL;низ;1458,939;1459,694;7,522;6;1
2/2;2987;2019-12-02 05:00:00;13895;LH;верх;1460,494;1458,946;1,555;2;1
2/2;2988;2019-12-02 08:00:00;13898;LL;низ;1454,178;1456,883;6,316;3;1
2/2;2989;2019-12-02 15:00:00;13905;HH;верх;1465,456;1463,560;11,278;7;2
2/2;2990;2019-12-03 00:00:00;13913;HL;низ;1461,358;1462,368;4,098;8;2
2/2;2991;2019-12-03 01:00:00;13914;LH;верх;1463,959;1461,723;2,601;1;1
2/2;2992;2019-12-03 06:00:00;13919;LL;низ;1460,016;1463,449;3,943;5;1
2/2;2993;2019-12-03 14:00:00;13927;HH;верх;1481,814;1479,629;21,798;8;1
2/2;2994;2019-12-03 23:00:00;13935;HL;низ;1476,078;1477,964;5,736;8;1
2/2;2995;2019-12-04 07:00:00;13943;HH;верх;1484,085;1474,334;8,007;8;2
2/2;2996;2019-12-04 09:00:00;13945;LL;низ;1472,808;1475,734;11,277;2;1
2/2;2997;2019-12-04 13:00:00;13949;LH;верх;1481,928;1473,088;9,120;4;1
2/2;2998;2019-12-04 15:00:00;13951;LL;низ;1471,509;1474,158;10,419;2;2
2/2;2999;2019-12-05 01:00:00;13960;LH;верх;1476,496;1475,916;4,987;9;1
2/2;3000;2019-12-05 01:00:00;13960;HL;низ;1473,914;1475,916;2,582;0;1
2/2;3001;2019-12-05 07:00:00;13966;HH;верх;1478,346;1474,245;4,432;6;1
2/2;3002;2019-12-05 14:00:00;13973;LL;низ;1472,968;1479,130;5,378;7;2
2/2;3003;2019-12-05 17:00:00;13976;HH;верх;1480,336;1476,339;7,368;3;1
2/2;3004;2019-12-06 00:00:00;13982;HL;низ;1475,088;1476,202;5,248;6;2
2/2;3005;2019-12-06 01:00:00;13983;LH;верх;1476,468;1475,916;1,380;1;1
2/2;3006;2019-12-06 06:00:00;13988;LL;низ;1471,632;1474,810;4,836;5;1
2/2;3007;2019-12-06 13:00:00;13995;HH;верх;1479,850;1461,885;8,218;7;1
2/2;3008;2019-12-08 23:00:00;14004;LL;низ;1458,796;1460,464;21,054;9;2
2/2;3009;2019-12-09 00:00:00;14005;LH;верх;1461,638;1459,588;2,842;1;1
2/2;3010;2019-12-09 02:00:00;14007;HL;низ;1459,229;1460,516;2,409;2;1
2/2;3011;2019-12-09 13:00:00;14018;HH;верх;1465,411;1461,842;6,182;11;1
2/2;3012;2019-12-09 18:00:00;14023;LL;низ;1459,210;1460,852;6,201;5;1
2/2;3013;2019-12-09 23:00:00;14027;LH;верх;1462,123;1461,143;2,913;4;1
2/2;3014;2019-12-10 06:00:00;14034;HL;низ;1460,183;1464,140;1,940;7;2
2/2;3015;2019-12-10 14:00:00;14042;HH;верх;1469,222;1463,860;9,039;8;1
2/2;3016;2019-12-10 16:00:00;14044;HL;низ;1462,414;1464,209;6,808;2;2
2/2;3017;2019-12-11 00:00:00;14051;LH;верх;1465,117;1464,192;2,703;7;1
2/2;3018;2019-12-11 08:00:00;14059;HL;низ;1462,848;1467,054;2,269;8;1
2/2;3019;2019-12-11 10:00:00;14061;HH;верх;1467,978;1466,583;5,130;2;1
2/2;3020;2019-12-11 13:00:00;14064;HL;низ;1465,272;1469,647;2,706;3;1
2/2;3021;2019-12-11 19:00:00;14070;HH;верх;1478,966;1474,618;13,694;6;2
2/2;3022;2019-12-11 19:00:00;14070;HL;низ;1467,579;1474,618;11,387;0;1
2/2;3023;2019-12-12 01:00:00;14075;LH;верх;1475,735;1475,501;8,156;5;1
2/2;3024;2019-12-12 08:00:00;14082;HL;низ;1472,145;1474,956;3,590;7;2
2/2;3025;2019-12-12 14:00:00;14088;HH;верх;1486,783;1468,108;14,638;6;1
2/2;3026;2019-12-12 15:00:00;14089;LL;низ;1464,764;1467,914;22,019;1;1
2/2;3027;2019-12-12 17:00:00;14091;LH;верх;1470,959;1469,763;6,195;2;1
2/2;3028;2019-12-12 19:00:00;14093;LL;низ;1464,162;1469,874;6,797;2;1
2/2;3029;2019-12-12 20:00:00;14094;LH;верх;1470,425;1465,152;6,263;1;1
2/2;3030;2019-12-12 23:00:00;14096;LL;низ;1461,879;1468,685;8,546;2;1
2/2;3031;2019-12-13 01:00:00;14098;LH;верх;1470,058;1467,989;8,179;2;1
2/2;3032;2019-12-13 07:00:00;14104;HL;низ;1465,852;1471,477;4,206;6;1
2/2;3033;2019-12-13 12:00:00;14109;HH;верх;1475,527;1473,076;9,675;5;2
2/2;3034;2019-12-13 15:00:00;14112;LL;низ;1465,484;1474,812;10,043;3;1
2/2;3035;2019-12-13 19:00:00;14116;HH;верх;1478,082;1476,328;12,598;4;2
2/2;3036;2019-12-16 01:00:00;14121;HL;низ;1473,283;1474,801;4,799;5;1
2/2;3037;2019-12-16 07:00:00;14127;HH;верх;1478,800;1477,568;5,517;6;1
2/2;3038;2019-12-16 08:00:00;14128;HL;низ;1474,606;1477,389;4,194;1;1
2/2;3039;2019-12-16 10:00:00;14130;LH;верх;1478,169;1477,611;3,563;2;1
2/2;3040;2019-12-16 12:00:00;14132;HL;низ;1475,983;1478,323;2,186;2;1
2/2;3041;2019-12-16 15:00:00;14135;HH;верх;1479,926;1475,216;3,943;3;1
2/2;3042;2019-12-16 16:00:00;14136;LL;низ;1473,867;1475,809;6,059;1;1
2/2;3043;2019-12-16 21:00:00;14141;LH;верх;1476,851;1475,421;2,984;5;2
2/2;3044;2019-12-17 01:00:00;14144;HL;низ;1474,483;1476,440;2,368;3;2
2/2;3045;2019-12-17 10:00:00;14153;HH;верх;1480,561;1479,059;6,078;9;1
2/2;3046;2019-12-17 15:00:00;14158;LL;низ;1474,331;1477,207;6,230;5;1
2/2;3047;2019-12-17 16:00:00;14159;LH;верх;1478,497;1476,254;4,166;1;1
2/2;3048;2019-12-17 19:00:00;14162;HL;низ;1475,206;1476,186;3,291;3;1
2/2;3049;2019-12-17 21:00:00;14164;LH;верх;1476,913;1475,706;1,707;2;1
2/2;3050;2019-12-18 00:00:00;14166;LL;низ;1475,160;1476,302;1,753;2;2
2/2;3051;2019-12-18 09:00:00;14175;HH;верх;1479,362;1476,877;4,202;9;1
2/2;3052;2019-12-18 13:00:00;14179;LL;низ;1470,580;1476,016;8,782;4;1
2/2;3053;2019-12-18 15:00:00;14181;LH;верх;1478,513;1474,757;7,933;2;1
2/2;3054;2019-12-18 18:00:00;14184;HL;низ;1474,156;1475,923;4,357;3;1
2/2;3055;2019-12-18 20:00:00;14186;LH;верх;1476,130;1475,822;1,974;2;1
2/2;3056;2019-12-18 23:00:00;14188;HL;низ;1474,666;1477,374;1,464;2;1
2/2;3057;2019-12-19 04:00:00;14193;HH;верх;1478,009;1476,469;3,343;5;1
2/2;3058;2019-12-19 09:00:00;14198;LL;низ;1473,362;1474,656;4,647;5;1
2/2;3059;2019-12-19 18:00:00;14207;HH;верх;1481,762;1479,411;8,400;9;3
2/2;3060;2019-12-20 03:00:00;14215;HL;низ;1477,996;1479,242;3,766;8;1
2/2;3061;2019-12-20 06:00:00;14218;LH;верх;1479,746;1477,818;1,750;3;1
2/2;3062;2019-12-20 08:00:00;14220;LL;низ;1476,874;1477,516;2,872;2;1
2/2;3063;2019-12-20 14:00:00;14226;HH;верх;1481,053;1477,686;4,179;6;1
2/2;3064;2019-12-20 16:00:00;14228;LL;низ;1475,918;1477,593;5,135;2;1
2/2;3065;2019-12-23 10:00:00;14245;HH;верх;1485,295;1482,156;9,377;17;1
2/2;3066;2019-12-23 13:00:00;14248;HL;низ;1480,569;1483,764;4,726;3;1
2/2;3067;2019-12-23 20:00:00;14255;HH;верх;1486,217;1485,558;5,648;7;2
2/2;3068;2019-12-24 01:00:00;14259;HL;низ;1484,460;1488,894;1,757;4;1
2/2;3069;2019-12-24 09:00:00;14267;HH;верх;1493,038;1490,216;8,578;8;1
2/2;3070;2019-12-24 13:00:00;14271;HL;низ;1488,836;1498,717;4,202;4;1
2/2;3071;2019-12-24 17:00:00;14275;HH;верх;1500,555;1499,540;11,719;4;1
2/2;3072;2019-12-25 23:00:00;14277;HL;низ;1497,573;1501,403;2,982;2;1
2/2;3073;2019-12-26 15:00:00;14293;HH;верх;1512,650;1508,688;15,077;16;2
2/2;3074;2019-12-26 16:00:00;14294;HL;низ;1506,737;1512,086;5,913;1;1
2/2;3075;2019-12-26 18:00:00;14296;LH;верх;1512,430;1511,895;5,693;2;1
2/2;3076;2019-12-27 01:00:00;14302;HL;низ;1509,271;1513,002;3,159;6;1
2/2;3077;2019-12-27 03:00:00;14304;HH;верх;1514,036;1510,514;4,765;2;1
2/2;3078;2019-12-27 07:00:00;14308;LL;низ;1507,422;1511,958;6,614;4;1
2/2;3079;2019-12-27 10:00:00;14311;LH;верх;1512,513;1511,276;5,091;3;1
2/2;3080;2019-12-27 11:00:00;14312;HL;низ;1508,856;1510,560;3,657;1;2
2/2;3081;2019-12-27 16:00:00;14317;HH;верх;1515,320;1513,274;6,464;5;1
2/2;3082;2019-12-27 20:00:00;14321;HL;низ;1510,140;1513,595;5,180;4;1
2/2;3083;2019-12-30 03:00:00;14327;HH;верх;1515,820;1515,268;5,680;6;2
2/2;3084;2019-12-30 11:00:00;14335;HL;низ;1510,880;1512,546;4,940;8;1
2/2;3085;2019-12-30 16:00:00;14340;HH;верх;1516,184;1515,088;5,304;5;2
2/2;3086;2019-12-30 20:00:00;14344;HL;низ;1514,548;1514,970;1,636;4;1
2/2;3087;2019-12-31 07:00:00;14354;HH;верх;1525,376;1523,789;10,828;10;3
2/2;3088;2019-12-31 14:00:00;14361;HL;низ;1516,712;1521,930;8,664;7;1
2/2;3089;2019-12-31 15:00:00;14362;LH;верх;1524,920;1522,789;8,208;1;1
2/2;3090;2019-12-31 21:00:00;14368;HL;низ;1517,106;1518,723;7,814;6;1
2/2;3091;2020-01-01 23:00:00;14369;LH;верх;1521,368;1519,470;4,262;1;2
2/2;3092;2020-01-02 05:00:00;14375;HL;низ;1519,077;1519,291;2,291;6;1
2/2;3093;2020-01-02 07:00:00;14377;HH;верх;1521,502;1520,775;2,425;2;1
2/2;3094;2020-01-02 08:00:00;14378;LL;низ;1518,566;1521,352;2,936;1;1
2/2;3095;2020-01-02 15:00:00;14385;HH;верх;1531,414;1525,313;12,848;7;1
2/2;3096;2020-01-02 17:00:00;14387;HL;низ;1522,898;1526,824;8,516;2;1
2/2;3097;2020-01-03 11:00:00;14404;HH;верх;1551,544;1546,372;28,646;17;2
2/2;3098;2020-01-03 13:00:00;14406;HL;низ;1541,000;1548,927;10,544;2;1
2/2;3099;2020-01-03 18:00:00;14411;HH;верх;1553,537;1549,121;12,537;5;2
2/2;3100;2020-01-03 19:00:00;14412;HL;низ;1546,304;1552,394;7,233;1;1
2/2;3101;2020-01-05 23:00:00;14415;HH;верх;1589,739;1577,848;43,435;3;1
2/2;3102;2020-01-06 07:00:00;14423;HL;низ;1570,352;1577,324;19,387;8;1
2/2;3103;2020-01-06 11:00:00;14427;LH;верх;1579,346;1574,392;8,994;4;1
2/2;3104;2020-01-06 16:00:00;14432;LL;низ;1560,938;1566,582;18,408;5;1
2/2;3105;2020-01-06 18:00:00;14434;LH;верх;1568,547;1565,634;7,609;2;1
2/2;3106;2020-01-07 02:00:00;14441;LL;низ;1555,388;1559,297;13,159;7;1
2/2;3107;2020-01-07 07:00:00;14446;HH;верх;1570,888;1566,256;15,500;5;1
2/2;3108;2020-01-07 09:00:00;14448;HL;низ;1563,290;1567,661;7,598;2;2
2/2;3109;2020-01-07 17:00:00;14456;HH;верх;1573,248;1571,313;9,958;8;1
2/2;3110;2020-01-07 19:00:00;14458;HL;низ;1569,658;1574,282;3,590;2;1
2/2;3111;2020-01-08 00:00:00;14462;HH;верх;1611,498;1585,600;41,840;4;1
2/2;3112;2020-01-08 02:00:00;14464;HL;низ;1583,754;1593,238;27,744;2;1
2/2;3113;2020-01-08 05:00:00;14467;LH;верх;1595,391;1588,641;11,637;3;1
2/2;3114;2020-01-08 19:00:00;14481;LL;низ;1552,366;1556,430;43,025;14;4
2/2;3115;2020-01-09 01:00:00;14486;LH;верх;1561,380;1558,856;9,014;5;1
2/2;3116;2020-01-09 06:00:00;14491;LL;низ;1540,256;1547,400;21,124;5;1
2/2;3117;2020-01-09 12:00:00;14497;LH;верх;1556,584;1551,786;16,328;6;1
2/2;3118;2020-01-09 15:00:00;14500;HL;низ;1544,924;1549,323;11,660;3;1
2/2;3119;2020-01-09 18:00:00;14503;LH;верх;1555,130;1550,870;10,206;3;2
2/2;3120;2020-01-10 04:00:00;14512;HL;низ;1545,784;1547,957;9,346;9;1
2/2;3121;2020-01-10 08:00:00;14516;LH;верх;1552,502;1548,886;6,718;4;1
2/2;3122;2020-01-10 13:00:00;14521;HL;низ;1546,945;1558,701;5,557;5;1
2/2;3123;2020-01-10 16:00:00;14524;HH;верх;1561,088;1558,589;14,143;3;1
2/2;3124;2020-01-10 19:00:00;14527;HL;низ;1557,956;1562,212;3,132;3;1
2/2;3125;2020-01-10 21:00:00;14529;HH;верх;1563,182;1558,709;5,226;2;1
2/2;3126;2020-01-13 09:00:00;14540;LL;низ;1546,578;1552,983;16,604;11;2
2/2;3127;2020-01-13 13:00:00;14544;LH;верх;1556,181;1551,582;9,603;4;1
2/2;3128;2020-01-13 14:00:00;14545;HL;низ;1548,763;1550,655;7,418;1;1
2/2;3129;2020-01-13 20:00:00;14551;LH;верх;1550,545;1545,314;1,782;6;1
2/2;3130;2020-01-14 01:00:00;14555;LL;низ;1536,016;1538,882;14,529;4;2
2/2;3131;2020-01-14 14:00:00;14568;LH;верх;1547,133;1542,504;11,117;13;2
2/2;3132;2020-01-14 15:00:00;14569;HL;низ;1541,044;1543,628;6,089;1;1
2/2;3133;2020-01-15 02:00:00;14579;HH;верх;1552,919;1552,098;11,875;10;2
2/2;3134;2020-01-15 06:00:00;14583;HL;низ;1550,386;1553,590;2,533;4;1
2/2;3135;2020-01-15 08:00:00;14585;HH;верх;1554,284;1551,954;3,898;2;1
2/2;3136;2020-01-15 13:00:00;14590;LL;низ;1547,038;1549,036;7,246;5;1
2/2;3137;2020-01-15 14:00:00;14591;HH;верх;1557,060;1551,896;10,022;1;1
2/2;3138;2020-01-15 16:00:00;14593;HL;низ;1548,808;1555,962;8,252;2;1
2/2;3139;2020-01-15 19:00:00;14596;HH;верх;1558,210;1556,248;9,402;3;2
2/2;3140;2020-01-16 05:00:00;14605;HL;низ;1551,583;1553,575;6,627;9;1
2/2;3141;2020-01-16 12:00:00;14612;LH;верх;1557,542;1553,962;5,959;7;1
2/2;3142;2020-01-16 15:00:00;14615;LL;низ;1548,099;1551,616;9,443;3;1
2/2;3143;2020-01-16 21:00:00;14621;LH;верх;1554,196;1550,061;6,097;6;1
2/2;3144;2020-01-17 01:00:00;14624;HL;низ;1549,465;1554,672;4,731;3;1
2/2;3145;2020-01-17 07:00:00;14630;HH;верх;1557,043;1555,545;7,578;6;1
2/2;3146;2020-01-17 09:00:00;14632;HL;низ;1554,190;1556,628;2,853;2;1
2/2;3147;2020-01-17 13:00:00;14636;HH;верх;1560,784;1556,370;6,594;4;1
2/2;3148;2020-01-17 15:00:00;14638;LL;низ;1554,142;1559,829;6,642;2;1
2/2;3149;2020-01-17 19:00:00;14642;HH;верх;1561,298;1557,304;7,156;4;1
2/2;3150;2020-01-17 20:00:00;14643;HL;низ;1556,335;1557,083;4,963;1;1
2/2;3151;2020-01-20 06:00:00;14652;HH;верх;1562,802;1560,253;6,467;9;1
2/2;3152;2020-01-20 13:00:00;14659;HL;низ;1558,328;1561,010;4,474;7;3
2/2;3153;2020-01-21 02:00:00;14667;HH;верх;1568,696;1566,646;10,368;8;1
2/2;3154;2020-01-21 08:00:00;14673;LL;низ;1552,677;1554,773;16,019;6;1
2/2;3155;2020-01-21 12:00:00;14677;LH;верх;1557,891;1552,463;5,214;4;1
2/2;3156;2020-01-21 14:00:00;14679;LL;низ;1546,403;1557,339;11,488;2;1
2/2;3157;2020-01-21 18:00:00;14683;HH;верх;1560,066;1558,382;13,663;4;1
2/2;3158;2020-01-21 18:00:00;14683;HL;низ;1554,477;1558,382;5,589;0;1
2/2;3159;2020-01-21 21:00:00;14686;LH;верх;1559,676;1556,690;5,199;3;1
2/2;3160;2020-01-22 02:00:00;14690;LL;низ;1550,281;1553,081;9,395;4;1
2/2;3161;2020-01-22 11:00:00;14699;LH;верх;1559,261;1556,234;8,980;9;1
2/2;3162;2020-01-22 13:00:00;14701;HL;низ;1554,675;1557,159;4,586;2;1
2/2;3163;2020-01-22 23:00:00;14710;HH;верх;1563,818;1559,996;9,143;9;2
2/2;3164;2020-01-23 03:00:00;14714;HL;низ;1555,923;1557,970;7,895;4;1
2/2;3165;2020-01-23 05:00:00;14716;LH;верх;1560,970;1554,240;5,047;2;1
2/2;3166;2020-01-23 12:00:00;14723;LL;низ;1551,987;1562,958;8,983;7;2
2/2;3167;2020-01-23 18:00:00;14729;HH;верх;1567,974;1562,413;15,987;6;1
2/2;3168;2020-01-24 01:00:00;14735;HL;низ;1559,638;1561,803;8,336;6;2
2/2;3169;2020-01-24 04:00:00;14738;LH;верх;1562,319;1560,788;2,681;3;1
2/2;3170;2020-01-24 08:00:00;14742;LL;низ;1557,646;1560,758;4,673;4;2
2/2;3171;2020-01-24 10:00:00;14744;HH;верх;1563,012;1558,177;5,366;2;1
2/2;3172;2020-01-24 13:00:00;14747;LL;низ;1556,629;1570,166;6,383;3;1
2/2;3173;2020-01-24 17:00:00;14751;HH;верх;1575,929;1571,171;19,300;4;1
2/2;3174;2020-01-24 20:00:00;14754;HL;низ;1569,604;1582,861;6,325;3;1
2/2;3175;2020-01-26 23:00:00;14756;HH;верх;1588,632;1581,204;19,028;2;2
2/2;3176;2020-01-27 04:00:00;14761;HL;низ;1578,050;1578,992;10,582;5;1
2/2;3177;2020-01-27 06:00:00;14763;LH;верх;1580,998;1579,635;2,948;2;1
2/2;3178;2020-01-27 08:00:00;14765;LL;низ;1575,934;1585,469;5,064;2;1
2/2;3179;2020-01-27 11:00:00;14768;HH;верх;1586,344;1581,456;10,410;3;2
2/2;3180;2020-01-27 18:00:00;14775;HL;низ;1577,144;1582,792;9,200;7;2
2/2;3181;2020-01-27 21:00:00;14778;LH;верх;1583,340;1582,754;6,196;3;1
2/2;3182;2020-01-28 07:00:00;14787;LL;низ;1576,931;1579,174;6,409;9;1
2/2;3183;2020-01-28 09:00:00;14789;LH;верх;1582,364;1578,180;5,433;2;1
2/2;3184;2020-01-28 17:00:00;14797;LL;низ;1567,166;1569,215;15,198;8;2
2/2;3185;2020-01-28 18:00:00;14798;LH;верх;1571,855;1569,171;4,689;1;1
2/2;3186;2020-01-29 03:00:00;14806;LL;низ;1563,471;1567,128;8,384;8;2
2/2;3187;2020-01-29 11:00:00;14814;HH;верх;1572,506;1569,820;9,035;8;1
2/2;3188;2020-01-29 14:00:00;14817;HL;низ;1567,909;1570,627;4,597;3;1
2/2;3189;2020-01-29 15:00:00;14818;HH;верх;1574,506;1571,008;6,597;1;1
2/2;3190;2020-01-29 19:00:00;14822;HL;низ;1568,880;1576,896;5,626;4;1
2/2;3191;2020-01-30 04:00:00;14830;HH;верх;1580,884;1579,364;12,004;8;2
2/2;3192;2020-01-30 06:00:00;14832;HL;низ;1577,074;1580,804;3,810;2;1
2/2;3193;2020-01-30 08:00:00;14834;HH;верх;1583,071;1580,301;5,997;2;1
2/2;3194;2020-01-30 14:00:00;14840;LL;низ;1572,390;1581,279;10,681;6;1
2/2;3195;2020-01-30 17:00:00;14843;HH;верх;1586,026;1579,938;13,636;3;1
2/2;3196;2020-01-31 02:00:00;14851;LL;низ;1571,045;1571,778;14,981;8;3
2/2;3197;2020-01-31 15:00:00;14864;HH;верх;1589,144;1583,625;18,099;13;2
2/2;3198;2020-01-31 17:00:00;14866;HL;низ;1581,004;1586,879;8,140;2;1
2/2;3199;2020-02-02 23:00:00;14871;HH;верх;1592,168;1582,451;11,164;5;1
2/2;3200;2020-02-03 08:00:00;14880;LL;низ;1573,512;1580,914;18,656;9;1
2/2;3201;2020-02-03 11:00:00;14883;LH;верх;1581,245;1578,494;7,733;3;2
2/2;3202;2020-02-03 15:00:00;14887;LL;низ;1569,661;1575,629;11,584;4;1
2/2;3203;2020-02-04 00:00:00;14895;LH;верх;1579,673;1576,572;10,012;8;1
2/2;3204;2020-02-04 09:00:00;14904;LL;низ;1565,516;1570,239;14,157;9;2
2/2;3205;2020-02-04 11:00:00;14906;LH;верх;1571,656;1560,050;6,140;2;1
2/2;3206;2020-02-04 17:00:00;14912;LL;низ;1549,150;1552,693;22,506;6;1
2/2;3207;2020-02-05 07:00:00;14925;LH;верх;1562,431;1548,756;13,281;13;2
2/2;3208;2020-02-05 09:00:00;14927;LL;низ;1547,553;1554,998;14,878;2;2
2/2;3209;2020-02-05 16:00:00;14934;LH;верх;1559,638;1557,667;12,084;7;2
2/2;3210;2020-02-06 05:00:00;14946;HL;низ;1552,556;1558,696;7,082;12;1
2/2;3211;2020-02-06 14:00:00;14955;HH;верх;1568,340;1565,599;15,784;9;2
2/2;3212;2020-02-06 15:00:00;14956;HL;низ;1561,660;1565,339;6,680;1;1
2/2;3213;2020-02-07 00:00:00;14964;HH;верх;1569,195;1567,755;7,535;8;2
2/2;3214;2020-02-07 06:00:00;14970;HL;низ;1562,928;1565,250;6,267;6;2
2/2;3215;2020-02-07 10:00:00;14974;HH;верх;1569,918;1565,420;6,990;4;1
2/2;3216;2020-02-07 13:00:00;14977;LL;низ;1560,463;1566,343;9,455;3;1
2/2;3217;2020-02-07 15:00:00;14979;HH;верх;1574,121;1569,148;13,658;2;1
2/2;3218;2020-02-07 16:00:00;14980;HL;низ;1565,216;1572,428;8,905;1;1
2/2;3219;2020-02-09 23:00:00;14986;HH;верх;1576,687;1571,448;11,471;6;2
2/2;3220;2020-02-10 02:00:00;14989;HL;низ;1568,096;1572,175;8,591;3;2
2/2;3221;2020-02-10 04:00:00;14991;LH;верх;1572,353;1570,263;4,257;2;1
2/2;3222;2020-02-10 07:00:00;14994;HL;низ;1569,514;1574,343;2,839;3;1
2/2;3223;2020-02-10 08:00:00;14995;HH;верх;1575,276;1573,167;5,762;1;1
2/2;3224;2020-02-10 12:00:00;14999;HL;низ;1571,461;1571,816;3,815;4;1
2/2;3225;2020-02-10 14:00:00;15001;HH;верх;1575,746;1574,459;4,285;2;1
2/2;3226;2020-02-10 15:00:00;15002;HL;низ;1571,670;1576,525;4,076;1;1
2/2;3227;2020-02-10 17:00:00;15004;HH;верх;1577,056;1574,968;5,386;2;1
2/2;3228;2020-02-11 08:00:00;15018;LL;низ;1565,874;1567,786;11,182;14;2
2/2;3229;2020-02-11 14:00:00;15024;LH;верх;1574,098;1566,441;8,224;6;2
2/2;3230;2020-02-11 16:00:00;15026;LL;низ;1562,206;1567,972;11,892;2;1
2/2;3231;2020-02-11 20:00:00;15030;LH;верх;1569,575;1567,207;7,369;4;2
2/2;3232;2020-02-12 01:00:00;15034;HL;низ;1565,815;1567,977;3,760;4;1
2/2;3233;2020-02-12 04:00:00;15037;LH;верх;1568,449;1566,216;2,634;3;1
2/2;3234;2020-02-12 08:00:00;15041;LL;низ;1561,984;1566,614;6,465;4;1
2/2;3235;2020-02-12 10:00:00;15043;LH;верх;1567,754;1566,043;5,770;2;1
2/2;3236;2020-02-12 15:00:00;15048;HL;низ;1563,614;1568,286;4,140;5;1
2/2;3237;2020-02-12 16:00:00;15049;HH;верх;1570,502;1567,380;6,888;1;1
2/2;3238;2020-02-12 20:00:00;15053;HL;низ;1565,041;1569,931;5,461;4;1
2/2;3239;2020-02-13 00:00:00;15056;HH;верх;1572,669;1571,351;7,628;3;1
2/2;3240;2020-02-13 07:00:00;15063;HL;низ;1572,363;1575,288;0,306;7;1
2/2;3241;2020-02-13 10:00:00;15066;HH;верх;1577,610;1573,063;5,247;3;1
2/2;3242;2020-02-13 14:00:00;15070;LL;низ;1571,930;1576,705;5,680;4;1
2/2;3243;2020-02-13 15:00:00;15071;HH;верх;1578,382;1576,550;6,452;1;2
2/2;3244;2020-02-14 03:00:00;15082;HL;низ;1573,164;1575,100;5,218;11;2
2/2;3245;2020-02-14 10:00:00;15089;LH;верх;1577,099;1575,755;3,935;7;1
2/2;3246;2020-02-14 13:00:00;15092;HL;низ;1574,978;1581,543;2,121;3;1
2/2;3247;2020-02-14 21:00:00;15100;HH;верх;1585,080;1582,177;10,102;8;1
2/2;3248;2020-02-16 23:00:00;15101;HL;низ;1580,540;1582,199;4,540;1;1
2/2;3249;2020-02-17 05:00:00;15107;LH;верх;1583,233;1580,189;2,693;6;1
2/2;3250;2020-02-17 08:00:00;15110;LL;низ;1578,935;1580,423;4,298;3;2
2/2;3251;2020-02-17 14:00:00;15116;LH;верх;1582,636;1581,764;3,701;6;1
2/2;3252;2020-02-17 15:00:00;15117;HL;низ;1580,819;1581,208;1,817;1;1
2/2;3253;2020-02-18 04:00:00;15125;HH;верх;1587,453;1585,372;6,634;8;2
2/2;3254;2020-02-18 06:00:00;15127;HL;низ;1585,081;1587,676;2,372;2;1
2/2;3255;2020-02-18 10:00:00;15131;HH;верх;1589,407;1586,742;4,326;4;1
