слой;№;время;бар;подпись;сторона;цена колена;цена сейчас;нога;баров от предыдущего;мутность
2/2;96;2017-08-23 07:00:00;464;HL;низ;1284,974;1287,128;2,374;0;1
2/2;97;2017-08-23 12:00:00;469;HH;верх;1291,598;1289,247;6,624;5;1
2/2;98;2017-08-23 15:00:00;472;HL;низ;1286,798;1289,423;4,800;3;1
2/2;99;2017-08-23 23:00:00;479;LH;верх;1291,298;1288,410;4,500;7;1
2/2;100;2017-08-24 02:00:00;482;HL;низ;1287,162;1288,672;4,136;3;1
2/2;101;2017-08-24 05:00:00;485;LH;верх;1290,234;1287,511;3,072;3;1
2/2;102;2017-08-24 08:00:00;488;LL;низ;1284,492;1286,594;5,742;3;2
2/2;103;2017-08-24 13:00:00;493;HH;верх;1290,249;1287,542;5,757;5;1
2/2;104;2017-08-24 14:00:00;494;HL;низ;1284,881;1287,354;5,368;1;3
2/2;105;2017-08-25 00:00:00;503;LH;верх;1287,198;1286,341;2,317;9;1
2/2;106;2017-08-25 06:00:00;509;HL;низ;1285,962;1287,560;1,236;6;1
2/2;107;2017-08-25 13:00:00;516;HH;верх;1295,152;1290,567;9,190;7;2
2/2;108;2017-08-25 13:00:00;516;LL;низ;1276,196;1290,567;18,956;0;2
2/2;109;2017-08-28 02:00:00;528;LH;верх;1294,997;1294,315;18,801;12;2
2/2;110;2017-08-28 04:00:00;530;HL;низ;1293,964;1298,085;1,033;2;1
2/2;111;2017-08-28 22:00:00;547;HH;верх;1324,967;1315,990;31,003;17;2
2/2;112;2017-08-29 01:00:00;550;HL;низ;1314,057;1316,584;10,910;3;2
2/2;113;2017-08-29 08:00:00;557;HH;верх;1326,132;1320,019;12,075;7;1
2/2;114;2017-08-29 09:00:00;558;HL;низ;1318,931;1320,698;7,201;1;1
2/2;115;2017-08-29 12:00:00;561;LH;верх;1324,355;1319,381;5,424;3;1
2/2;116;2017-08-29 19:00:00;568;LL;низ;1305,060;1311,750;19,295;7;1
2/2;117;2017-08-29 22:00:00;570;LH;верх;1312,001;1309,181;6,941;2;1
2/2;118;2017-08-29 23:00:00;571;HL;низ;1307,728;1311,985;4,273;1;1
2/2;119;2017-08-30 03:00:00;575;HH;верх;1313,533;1310,594;5,805;4;1
2/2;120;2017-08-30 06:00:00;578;LL;низ;1306,368;1310,199;7,165;3;1
2/2;121;2017-08-30 10:00:00;582;HH;верх;1313,777;1307,697;7,409;4;1
2/2;122;2017-08-30 12:00:00;584;LL;низ;1305,206;1308,088;8,571;2;1
2/2;123;2017-08-30 16:00:00;588;LH;верх;1310,508;1307,516;5,302;4;1
2/2;124;2017-08-30 18:00:00;590;HL;низ;1306,756;1308,810;3,752;2;1
2/2;125;2017-08-30 22:00:00;593;LH;верх;1309,178;1307,495;2,422;3;1
2/2;126;2017-08-31 01:00:00;596;LL;низ;1297,876;1303,186;11,302;3;2
2/2;127;2017-08-31 08:00:00;603;LH;верх;1308,287;1307,078;10,411;7;1
2/2;128;2017-08-31 10:00:00;605;HL;низ;1305,059;1309,088;3,228;2;1
2/2;129;2017-08-31 19:00:00;614;HH;верх;1323,690;1320,700;18,631;9;2
2/2;130;2017-09-01 07:00:00;625;HL;низ;1317,806;1318,486;5,884;11;2
2/2;131;2017-09-01 12:00:00;630;HH;верх;1329,053;1321,871;11,247;5;1
2/2;132;2017-09-01 14:00:00;632;LL;низ;1316,452;1322,526;12,601;2;1
2/2;133;2017-09-03 22:00:00;639;HH;верх;1339,127;1335,510;22,675;7;1
2/2;134;2017-09-04 01:00:00;642;HL;низ;1331,952;1333,705;7,175;3;1
2/2;135;2017-09-04 07:00:00;648;HH;верх;1340,038;1334,699;8,086;6;1
2/2;136;2017-09-04 08:00:00;649;HL;низ;1332,273;1334,765;7,765;1;1
2/2;137;2017-09-04 13:00:00;654;LH;верх;1336,012;1334,239;3,739;5;1
2/2;138;2017-09-04 23:00:00;659;HL;низ;1332,292;1335,758;3,720;5;2
2/2;139;2017-09-05 02:00:00;662;HH;верх;1338,703;1336,416;6,411;3;1
2/2;140;2017-09-05 08:00:00;668;LL;низ;1329,382;1332,447;9,321;6;1
2/2;141;2017-09-05 10:00:00;670;LH;верх;1334,114;1331,288;4,732;2;1
2/2;142;2017-09-05 11:00:00;671;LL;низ;1326,267;1334,278;7,847;1;1
2/2;143;2017-09-05 19:00:00;679;HH;верх;1344,421;1341,801;18,154;8;2
2/2;144;2017-09-06 04:00:00;687;HL;низ;1337,470;1338,210;6,951;8;1
2/2;145;2017-09-06 05:00:00;688;LH;верх;1339,656;1337,518;2,186;1;1
2/2;146;2017-09-06 07:00:00;690;LL;низ;1336,406;1339,812;3,250;2;1
2/2;147;2017-09-06 09:00:00;692;HH;верх;1342,005;1339,386;5,599;2;2
2/2;148;2017-09-06 18:00:00;701;LL;низ;1331,640;1334,159;10,365;9;2
2/2;149;2017-09-07 00:00:00;706;LH;верх;1336,060;1334,620;4,420;5;1
2/2;150;2017-09-07 06:00:00;712;HL;низ;1334,124;1338,816;1,936;6;2
2/2;151;2017-09-07 15:00:00;721;HH;верх;1349,484;1346,235;15,360;9;2
2/2;152;2017-09-07 16:00:00;722;HL;низ;1342,398;1345,400;7,086;1;1
2/2;153;2017-09-08 05:00:00;734;HH;верх;1357,624;1352,958;15,226;12;2
2/2;154;2017-09-08 09:00:00;738;HL;низ;1350,608;1353,201;7,016;4;1
2/2;155;2017-09-08 10:00:00;739;LH;верх;1355,496;1348,954;4,888;1;1
2/2;156;2017-09-08 14:00:00;743;LL;низ;1342,874;1346,980;12,622;4;1
2/2;157;2017-09-08 19:00:00;748;LH;верх;1348,114;1335,112;5,240;5;1
2/2;158;2017-09-10 23:00:00;751;LL;низ;1333,995;1336,770;14,119;3;1
2/2;159;2017-09-11 01:00:00;753;LH;верх;1338,913;1337,714;4,918;2;1
2/2;160;2017-09-11 07:00:00;759;HL;низ;1334,413;1338,245;4,500;6;1
2/2;161;2017-09-11 09:00:00;761;HH;верх;1339,161;1336,068;4,748;2;1
2/2;162;2017-09-11 19:00:00;771;LL;низ;1326,430;1328,921;12,731;10;2
2/2;163;2017-09-11 23:00:00;774;LH;верх;1329,280;1325,800;2,850;3;1
2/2;164;2017-09-12 04:00:00;779;LL;низ;1323,333;1326,371;5,947;5;1
2/2;165;2017-09-12 08:00:00;783;LH;верх;1328,774;1323,768;5,441;4;1
2/2;166;2017-09-12 10:00:00;785;LL;низ;1322,678;1325,580;6,096;2;1
2/2;167;2017-09-12 12:00:00;787;HH;верх;1329,404;1327,425;6,726;2;1
2/2;168;2017-09-12 16:00:00;791;HL;низ;1325,296;1331,024;4,108;4;1
2/2;169;2017-09-12 22:00:00;796;HH;верх;1334,856;1330,898;9,560;5;1
2/2;170;2017-09-13 01:00:00;799;HL;низ;1329,573;1331,811;5,283;3;1
2/2;171;2017-09-13 02:00:00;800;LH;верх;1333,326;1331,024;3,753;1;1
2/2;172;2017-09-13 05:00:00;803;LL;низ;1329,418;1332,362;3,908;3;1
2/2;173;2017-09-13 10:00:00;808;HH;верх;1334,745;1331,729;5,327;5;1
2/2;174;2017-09-13 15:00:00;813;LL;низ;1320,898;1323,643;13,847;5;1
2/2;175;2017-09-13 17:00:00;815;LH;верх;1324,916;1321,730;4,018;2;2
2/2;176;2017-09-14 00:00:00;821;LL;низ;1319,208;1321,591;5,708;6;2
2/2;177;2017-09-14 12:00:00;833;HH;верх;1327,861;1324,896;8,653;12;2
2/2;178;2017-09-14 12:00:00;833;LL;низ;1315,683;1324,896;12,178;0;1
2/2;179;2017-09-14 23:00:00;843;HH;верх;1334,467;1330,890;18,784;10;2
2/2;180;2017-09-15 11:00:00;855;HL;низ;1321,464;1324,814;13,003;12;2
2/2;181;2017-09-15 13:00:00;857;LH;верх;1327,546;1323,299;6,082;2;1
2/2;182;2017-09-17 23:00:00;866;LL;низ;1314,418;1318,941;13,128;9;2
2/2;183;2017-09-18 02:00:00;869;LH;верх;1319,731;1317,968;5,313;3;1
2/2;184;2017-09-18 18:00:00;885;LL;низ;1304,706;1307,458;15,025;16;2
2/2;185;2017-09-19 00:00:00;890;LH;верх;1309,548;1307,407;4,842;5;2
2/2;186;2017-09-19 02:00:00;892;HL;низ;1306,324;1307,330;3,224;2;1
2/2;187;2017-09-19 03:00:00;893;HH;верх;1309,967;1307,207;3,643;1;1
2/2;188;2017-09-19 05:00:00;895;HL;низ;1306,398;1309,562;3,569;2;1
2/2;189;2017-09-19 07:00:00;897;LH;верх;1309,851;1308,167;3,453;2;1
2/2;190;2017-09-19 11:00:00;901;HL;низ;1306,818;1310,378;3,033;4;1
2/2;191;2017-09-19 14:00:00;904;HH;верх;1310,928;1306,622;4,110;3;1
2/2;192;2017-09-19 16:00:00;906;LL;низ;1305,186;1309,671;5,742;2;1
2/2;193;2017-09-19 19:00:00;909;HH;верх;1311,795;1310,821;6,609;3;1
2/2;194;2017-09-20 01:00:00;914;HL;низ;1309,732;1312,194;2,063;5;1
2/2;195;2017-09-20 02:00:00;915;HH;верх;1313,042;1312,610;3,310;1;1
2/2;196;2017-09-20 07:00:00;920;HL;низ;1311,664;1315,065;1,378;5;1
2/2;197;2017-09-20 09:00:00;922;HH;верх;1316,148;1314,474;4,484;2;1
2/2;198;2017-09-20 13:00:00;926;LL;низ;1310,950;1311,726;5,198;4;1
2/2;199;2017-09-20 18:00:00;931;HH;верх;1316,292;1301,122;5,342;5;2
2/2;200;2017-09-21 07:00:00;943;LL;низ;1293,359;1296,336;22,933;12;3
2/2;201;2017-09-21 08:00:00;944;LH;верх;1298,646;1293,842;5,287;1;1
2/2;202;2017-09-21 12:00:00;948;LL;низ;1288,150;1289,984;10,496;4;1
2/2;203;2017-09-21 16:00:00;952;LH;верх;1295,180;1290,473;7,030;4;1
2/2;204;2017-09-21 18:00:00;954;HL;низ;1290,252;1291,409;4,928;2;2
2/2;205;2017-09-22 04:00:00;963;HH;верх;1298,868;1297,878;8,616;9;1
2/2;206;2017-09-22 12:00:00;971;HL;низ;1293,454;1297,030;5,414;8;1
2/2;207;2017-09-22 14:00:00;973;LH;верх;1298,530;1294,847;5,076;2;1
2/2;208;2017-09-22 17:00:00;976;HL;низ;1294,158;1296,989;4,372;3;1
2/2;209;2017-09-24 22:00:00;980;LH;верх;1298,034;1292,199;3,876;4;1
2/2;210;2017-09-24 23:00:00;981;LL;низ;1289,099;1292,605;8,935;1;1
2/2;211;2017-09-25 01:00:00;983;LH;верх;1294,120;1293,576;5,021;2;1
2/2;212;2017-09-25 03:00:00;985;HL;низ;1291,544;1293,235;2,576;2;1
2/2;213;2017-09-25 04:00:00;986;HH;верх;1294,737;1292,113;3,193;1;1
2/2;214;2017-09-25 07:00:00;989;LL;низ;1290,926;1295,301;3,811;3;1
2/2;215;2017-09-25 09:00:00;991;HH;верх;1296,548;1293,827;5,622;2;1
2/2;216;2017-09-25 12:00:00;994;LL;низ;1290,843;1298,443;5,705;3;1
2/2;217;2017-09-25 20:00:00;1002;HH;верх;1312,508;1308,442;21,665;8;2
2/2;218;2017-09-25 22:00:00;1003;HL;низ;1307,424;1309,877;5,084;1;1
2/2;219;2017-09-26 03:00:00;1008;HH;верх;1313,809;1311,374;6,385;5;1
2/2;220;2017-09-27 00:00:00;1028;LL;низ;1290,773;1295,420;23,036;20;4
2/2;221;2017-09-27 01:00:00;1029;LH;верх;1296,344;1294,736;5,571;1;2
2/2;222;2017-09-27 08:00:00;1036;LL;низ;1285,542;1290,068;10,802;7;1
2/2;223;2017-09-27 10:00:00;1038;LH;верх;1294,058;1284,385;8,516;2;1
2/2;224;2017-09-27 12:00:00;1040;LL;низ;1282,544;1287,372;11,514;2;1
2/2;225;2017-09-27 15:00:00;1043;LH;верх;1289,337;1284,440;6,793;3;1
2/2;226;2017-09-27 20:00:00;1048;LL;низ;1281,580;1283,598;7,757;5;1
2/2;227;2017-09-28 00:00:00;1051;LH;верх;1285,024;1283,573;3,444;3;1
2/2;228;2017-09-28 06:00:00;1057;LL;низ;1277,806;1282,110;7,218;6;1
2/2;229;2017-09-28 12:00:00;1063;HH;верх;1286,342;1283,765;8,536;6;1
2/2;230;2017-09-28 14:00:00;1065;HL;низ;1282,108;1287,419;4,234;2;1
2/2;231;2017-09-28 18:00:00;1069;HH;верх;1288,746;1287,441;6,638;4;2
2/2;232;2017-09-29 06:00:00;1080;HL;низ;1283,632;1287,387;5,114;11;2
2/2;233;2017-09-29 12:00:00;1086;HH;верх;1290,503;1285,182;6,871;6;2
2/2;234;2017-10-02 00:00:00;1097;LL;низ;1274,277;1275,040;16,226;11;3
2/2;235;2017-10-02 04:00:00;1101;LH;верх;1275,790;1274,349;1,513;4;1
2/2;236;2017-10-02 07:00:00;1104;LL;низ;1271,204;1273,088;4,586;3;2
2/2;237;2017-10-02 14:00:00;1111;HH;верх;1277,346;1274,408;6,142;7;1
2/2;238;2017-10-02 20:00:00;1117;LL;низ;1269,770;1271,225;7,576;6;2
2/2;239;2017-10-03 00:00:00;1120;LH;верх;1273,068;1270,006;3,298;3;1
2/2;240;2017-10-03 01:00:00;1121;LL;низ;1268,418;1269,700;4,650;1;2
2/2;241;2017-10-03 06:00:00;1126;LH;верх;1272,546;1270,359;4,128;5;1
2/2;242;2017-10-03 12:00:00;1132;HL;низ;1269,306;1273,392;3,240;6;1
2/2;243;2017-10-03 15:00:00;1135;HH;верх;1274,784;1272,119;5,478;3;1
2/2;244;2017-10-03 20:00:00;1140;HL;низ;1270,654;1272,543;4,130;5;1
2/2;245;2017-10-04 06:00:00;1149;HH;верх;1278,700;1275,630;8,046;9;2
2/2;246;2017-10-04 08:00:00;1151;HL;низ;1275,034;1279,768;3,666;2;1
2/2;247;2017-10-04 12:00:00;1155;HH;верх;1282,320;1275,184;7,286;4;1
2/2;248;2017-10-04 14:00:00;1157;LL;низ;1270,588;1273,743;11,732;2;1
2/2;249;2017-10-04 19:00:00;1162;LH;верх;1276,352;1274,934;5,764;5;1
2/2;250;2017-10-05 00:00:00;1166;HL;низ;1273,112;1274,747;3,240;4;1
2/2;251;2017-10-05 01:00:00;1167;LH;верх;1275,310;1274,554;2,198;1;1
2/2;252;2017-10-05 06:00:00;1172;HL;низ;1273,375;1278,552;1,935;5;1
2/2;253;2017-10-05 09:00:00;1175;HH;верх;1279,026;1276,776;5,651;3;1
2/2;254;2017-10-05 20:00:00;1186;LL;низ;1266,498;1269,166;12,528;11;1
2/2;255;2017-10-06 01:00:00;1190;LH;верх;1269,767;1268,418;3,269;4;1
2/2;256;2017-10-06 13:00:00;1202;LL;низ;1260,668;1274,567;9,099;12;2
2/2;257;2017-10-09 06:00:00;1218;HH;верх;1285,592;1282,425;24,924;16;4
2/2;258;2017-10-09 07:00:00;1219;HL;низ;1279,676;1282,515;5,916;1;1
2/2;259;2017-10-09 11:00:00;1223;LH;верх;1284,170;1281,371;4,494;4;1
2/2;260;2017-10-09 14:00:00;1226;LL;низ;1279,464;1281,427;4,706;3;1
2/2;261;2017-10-09 19:00:00;1231;HH;верх;1285,260;1283,918;5,796;5;1
2/2;262;2017-10-10 00:00:00;1235;HL;низ;1282,210;1286,647;3,050;4;1
2/2;263;2017-10-10 01:00:00;1236;HH;верх;1288,348;1286,720;6,138;1;1
2/2;264;2017-10-10 05:00:00;1240;HL;низ;1285,722;1287,022;2,626;4;2
2/2;265;2017-10-10 15:00:00;1250;HH;верх;1294,306;1289,674;8,584;10;1
2/2;266;2017-10-10 20:00:00;1255;HL;низ;1287,782;1289,715;6,524;5;1
2/2;267;2017-10-11 01:00:00;1259;LH;верх;1291,738;1287,568;3,956;4;1
2/2;268;2017-10-11 02:00:00;1260;LL;низ;1286,745;1287,571;4,993;1;2
2/2;269;2017-10-11 08:00:00;1266;LH;верх;1290,566;1289,835;3,821;6;1
2/2;270;2017-10-11 11:00:00;1269;HL;низ;1288,615;1289,581;1,951;3;1
2/2;271;2017-10-11 12:00:00;1270;HH;верх;1291,409;1288,696;2,794;1;1
2/2;272;2017-10-11 17:00:00;1275;LL;низ;1284,644;1292,748;6,765;5;1
2/2;273;2017-10-12 07:00:00;1288;HH;верх;1297,565;1293,972;12,921;13;3
2/2;274;2017-10-12 09:00:00;1290;HL;низ;1293,782;1295,106;3,783;2;1
2/2;275;2017-10-12 11:00:00;1292;LH;верх;1296,388;1291,293;2,606;2;1
2/2;276;2017-10-12 14:00:00;1295;LL;низ;1289,710;1293,295;6,678;3;1
2/2;277;2017-10-12 17:00:00;1298;LH;верх;1295,312;1293,568;5,602;3;1
2/2;278;2017-10-12 19:00:00;1300;HL;низ;1292,795;1294,468;2,516;2;1
2/2;279;2017-10-13 06:00:00;1310;HH;верх;1298,516;1294,604;5,721;10;2
2/2;280;2017-10-13 12:00:00;1316;LL;низ;1291,084;1299,337;7,432;6;1
2/2;281;2017-10-16 00:00:00;1327;HH;верх;1304,690;1302,628;13,606;11;2
2/2;282;2017-10-16 01:00:00;1328;HL;низ;1301,128;1302,529;3,562;1;1
2/2;283;2017-10-16 11:00:00;1338;HH;верх;1306,138;1304,122;5,010;10;2
2/2;284;2017-10-16 19:00:00;1346;LL;низ;1290,581;1295,793;15,557;8;2
2/2;285;2017-10-16 22:00:00;1348;LH;верх;1296,375;1293,865;5,794;2;1
2/2;286;2017-10-17 15:00:00;1365;LL;низ;1281,414;1285,188;14,961;17;3
2/2;287;2017-10-17 18:00:00;1368;LH;верх;1287,576;1285,131;6,162;3;1
2/2;288;2017-10-17 22:00:00;1371;HL;низ;1284,906;1286,688;2,670;3;1
2/2;289;2017-10-18 02:00:00;1375;HH;верх;1288,889;1286,485;3,983;4;1
2/2;290;2017-10-18 12:00:00;1385;LL;низ;1276,990;1280,881;11,899;10;1
2/2;291;2017-10-18 13:00:00;1386;LH;верх;1283,619;1281,114;6,629;1;3
2/2;292;2017-10-19 02:00:00;1398;LL;низ;1276,729;1277,819;6,890;12;2
2/2;293;2017-10-19 12:00:00;1408;HH;верх;1289,944;1287,788;13,215;10;1
2/2;294;2017-10-19 12:00:00;1408;HL;низ;1284,120;1287,788;5,824;0;1
2/2;295;2017-10-19 15:00:00;1411;HH;верх;1290,180;1288,101;6,060;3;1
2/2;296;2017-10-19 19:00:00;1415;HL;низ;1285,676;1290,161;4,504;4;1
2/2;297;2017-10-19 23:00:00;1418;HH;верх;1291,218;1284,641;5,542;3;1
2/2;298;2017-10-20 02:00:00;1421;LL;низ;1282,612;1283,356;8,606;3;1
2/2;299;2017-10-20 07:00:00;1426;LH;верх;1285,380;1280,779;2,768;5;1
2/2;300;2017-10-20 08:00:00;1427;LL;низ;1279,254;1282,175;6,126;1;1
2/2;301;2017-10-20 11:00:00;1430;LH;верх;1284,768;1282,049;5,514;3;1
2/2;302;2017-10-20 18:00:00;1437;LL;низ;1278,022;1280,368;6,746;7;2
2/2;303;2017-10-20 19:00:00;1438;LH;верх;1281,814;1277,778;3,792;1;1
2/2;304;2017-10-23 00:00:00;1442;LL;низ;1274,346;1276,143;7,468;4;1
2/2;305;2017-10-23 02:00:00;1444;LH;верх;1277,736;1276,492;3,390;2;2
2/2;306;2017-10-23 07:00:00;1449;LL;низ;1274,070;1275,004;3,666;5;1
