слой;№;время;бар;подпись;сторона;цена колена;цена сейчас;нога;баров от предыдущего;мутность
3/3;32;2024-08-29T15:00:00;232;HL;низ;2503,690;2522,640;20,815;2;1
3/3;33;2024-08-29T20:00:00;237;HH;верх;2528,740;2521,215;25,050;5;1
3/3;34;2024-08-30T07:00:00;247;HL;низ;2512,255;2519,415;16,485;10;1
3/3;35;2024-08-30T12:00:00;252;LH;верх;2526,925;2519,765;14,670;5;1
3/3;36;2024-08-30T20:00:00;260;LL;низ;2494,215;2503,400;32,710;8;1
3/3;37;2024-09-02T03:00:00;266;LH;верх;2505,010;2496,380;10,795;6;1
3/3;38;2024-09-02T05:00:00;268;LL;низ;2490,105;2496,600;14,905;2;1
3/3;39;2024-09-02T11:00:00;274;HH;верх;2507,330;2499,925;17,225;6;1
3/3;40;2024-09-03T04:00:00;288;LL;низ;2489,705;2496,010;17,625;14;2
3/3;41;2024-09-03T11:00:00;295;LH;верх;2506,350;2489,755;16,645;7;1
3/3;42;2024-09-03T17:00:00;301;LL;низ;2473,325;2489,545;33,025;6;2
3/3;43;2024-09-04T05:00:00;312;LH;верх;2496,985;2493,195;23,660;11;1
3/3;44;2024-09-04T12:00:00;319;LL;низ;2471,915;2486,600;25,070;7;1
3/3;45;2024-09-04T17:00:00;324;HH;верх;2500,345;2494,070;28,430;5;1
3/3;46;2024-09-04T22:00:00;329;HL;низ;2491,550;2495,900;8,795;5;1
3/3;47;2024-09-05T04:00:00;334;LH;верх;2499,430;2494,365;7,880;5;1
3/3;48;2024-09-05T07:00:00;337;HL;низ;2493,880;2506,510;5,550;3;1
3/3;49;2024-09-05T15:00:00;345;HH;верх;2523,525;2507,190;29,645;8;1
3/3;50;2024-09-05T18:00:00;348;HL;низ;2503,965;2515,725;19,560;3;2
3/3;51;2024-09-06T15:00:00;368;HH;верх;2529,300;2505,430;25,335;20;2
3/3;52;2024-09-06T19:00:00;372;LL;низ;2485,190;2495,985;44,110;4;2
3/3;53;2024-09-09T06:00:00;382;LH;верх;2500,590;2489,855;15,400;10;1
3/3;54;2024-09-09T09:00:00;385;HL;низ;2485,610;2496,465;14,980;3;2
3/3;55;2024-09-10T02:00:00;401;HH;верх;2507,740;2503,115;22,130;16;1
3/3;56;2024-09-10T11:00:00;410;HL;низ;2500,190;2504,630;7,550;9;2
3/3;57;2024-09-11T04:00:00;426;HH;верх;2522,615;2519,635;22,425;16;2
3/3;58;2024-09-11T04:00:00;426;HL;низ;2515,020;2519,635;7,595;0;1
3/3;59;2024-09-11T09:00:00;431;HH;верх;2529,090;2523,325;14,070;5;1
3/3;60;2024-09-11T17:00:00;439;LL;низ;2501,000;2514,675;28,090;8;1
3/3;61;2024-09-11T19:00:00;441;LH;верх;2520,160;2512,990;19,160;2;1
3/3;62;2024-09-11T22:00:00;444;HL;низ;2509,870;2512,000;10,290;3;2
3/3;63;2024-09-12T09:00:00;454;HH;верх;2522,360;2518,880;12,490;10;1
3/3;64;2024-09-12T14:00:00;459;HL;низ;2513,120;2553,445;9,240;5;3
3/3;65;2024-09-13T20:00:00;488;HH;верх;2586,160;2578,715;73,040;29;1
3/3;66;2024-09-13T23:00:00;491;HL;низ;2577,260;2581,410;8,900;3;1
3/3;67;2024-09-16T09:00:00;500;HH;верх;2589,715;2585,590;12,455;9;1
3/3;68;2024-09-16T13:00:00;504;LL;низ;2575,245;2588,295;14,470;4;1
3/3;69;2024-09-16T16:00:00;507;LH;верх;2589,405;2583,775;14,160;3;1
3/3;70;2024-09-16T17:00:00;508;HL;низ;2576,180;2582,690;13,225;1;1
3/3;71;2024-09-17T05:00:00;519;LH;верх;2586,360;2579,395;10,180;11;1
3/3;72;2024-09-17T08:00:00;522;LL;низ;2574,625;2580,180;11,735;3;1
3/3;73;2024-09-17T09:00:00;523;HH;верх;2587,020;2573,690;12,395;1;2
3/3;74;2024-09-17T20:00:00;534;LL;низ;2560,780;2569,590;26,240;11;1
3/3;75;2024-09-18T04:00:00;541;LH;верх;2576,540;2568,730;15,760;7;1
3/3;76;2024-09-18T08:00:00;545;HL;низ;2565,790;2569,835;10,750;4;1
3/3;77;2024-09-18T21:00:00;558;HH;верх;2600,290;2559,360;34,500;13;2
3/3;78;2024-09-18T22:00:00;559;LL;низ;2546,860;2559,415;53,430;1;2
3/3;79;2024-09-19T12:00:00;572;LH;верх;2594,945;2576,825;48,085;13;1
3/3;80;2024-09-19T16:00:00;576;HL;низ;2569,815;2591,800;25,130;4;1
3/3;81;2024-09-19T20:00:00;580;LH;верх;2592,735;2586,910;22,920;4;1
3/3;82;2024-09-20T04:00:00;587;HL;низ;2584,875;2593,830;7,860;7;3
3/3;83;2024-09-20T19:00:00;602;HH;верх;2625,790;2621,170;40,915;15;1
3/3;84;2024-09-23T04:00:00;610;HL;низ;2616,175;2629,500;9,615;8;1
3/3;85;2024-09-23T08:00:00;614;HH;верх;2631,405;2616,935;15,230;4;1
3/3;86;2024-09-23T10:00:00;616;LL;низ;2613,890;2621,585;17,515;2;1
3/3;87;2024-09-23T17:00:00;623;HH;верх;2634,905;2628,085;21,015;7;1
3/3;88;2024-09-24T03:00:00;632;HL;низ;2623,870;2634,125;11,035;9;2
3/3;89;2024-09-24T08:00:00;637;HH;верх;2640,180;2629,105;16,310;5;1
3/3;90;2024-09-24T10:00:00;639;LL;низ;2622,680;2633,440;17,500;2;2
3/3;91;2024-09-24T22:00:00;651;HH;верх;2664,380;2658,255;41,700;12;1
3/3;92;2024-09-25T04:00:00;656;HL;низ;2655,580;2658,970;8,800;5;1
3/3;93;2024-09-25T05:00:00;657;HH;верх;2670,605;2657,325;15,025;1;1
3/3;94;2024-09-25T10:00:00;662;LL;низ;2651,415;2655,675;19,190;5;1
3/3;95;2024-09-25T17:00:00;669;LH;верх;2667,505;2660,715;16,090;7;1
3/3;96;2024-09-25T19:00:00;671;LL;низ;2649,700;2659,785;17,805;2;2
3/3;97;2024-09-26T14:00:00;689;HH;верх;2685,640;2665,905;35,940;18;1
3/3;98;2024-09-26T16:00:00;691;HL;низ;2654,840;2668,265;30,800;2;1
3/3;99;2024-09-26T22:00:00;697;LH;верх;2677,880;2672,705;23,040;6;1
3/3;100;2024-09-27T04:00:00;702;HL;низ;2666,295;2670,610;11,585;5;1
3/3;101;2024-09-27T06:00:00;704;LH;верх;2674,045;2665,915;7,750;2;1
3/3;102;2024-09-27T12:00:00;710;LL;низ;2658,450;2670,095;15,595;6;1
3/3;103;2024-09-27T15:00:00;713;HH;верх;2674,375;2649,875;15,925;3;1
3/3;104;2024-09-27T20:00:00;718;LL;низ;2643,155;2658,550;31,220;5;1
3/3;105;2024-09-30T03:00:00;724;LH;верх;2666,050;2653,635;22,895;6;1
3/3;106;2024-09-30T04:00:00;725;HL;низ;2647,330;2655,980;18,720;1;1
3/3;107;2024-09-30T10:00:00;731;LH;верх;2660,675;2636,995;13,345;6;1
3/3;108;2024-09-30T17:00:00;738;LL;низ;2628,855;2637,890;31,820;7;1
3/3;109;2024-09-30T20:00:00;741;LH;верх;2641,895;2634,690;13,040;3;1
3/3;110;2024-09-30T21:00:00;742;LL;низ;2624,780;2635,050;17,115;1;1
3/3;111;2024-10-01T19:00:00;763;HH;верх;2673,260;2658,765;48,480;21;1
3/3;112;2024-10-02T08:00:00;775;HL;низ;2644,580;2652,505;28,680;12;1
3/3;113;2024-10-02T17:00:00;784;LH;верх;2663,445;2652,245;18,865;9;1
3/3;114;2024-10-02T18:00:00;785;LL;низ;2641,180;2654,140;22,265;1;1
3/3;115;2024-10-03T03:00:00;793;LH;верх;2663,015;2656,045;21,835;8;1
3/3;116;2024-10-03T12:00:00;802;LL;низ;2641,030;2642,400;21,985;9;1
3/3;117;2024-10-03T15:00:00;805;LH;верх;2654,665;2648,900;13,635;3;1
3/3;118;2024-10-03T17:00:00;807;LL;низ;2637,015;2656,785;17,650;2;1
3/3;119;2024-10-03T20:00:00;810;HH;верх;2662,200;2656,110;25,185;3;1
3/3;120;2024-10-04T02:00:00;815;HL;низ;2654,420;2662,090;7,780;5;1
3/3;121;2024-10-04T08:00:00;821;HH;верх;2667,870;2659,105;13,450;6;2
3/3;122;2024-10-04T15:00:00;828;LL;низ;2632,015;2653,255;35,855;7;1
3/3;123;2024-10-04T18:00:00;831;HH;верх;2670,240;2645,675;38,225;3;2
3/3;124;2024-10-07T09:00:00;845;HL;низ;2639,745;2656,665;30,495;14;2
3/3;125;2024-10-07T14:00:00;850;LH;верх;2659,660;2640,905;19,915;5;1
3/3;126;2024-10-07T15:00:00;851;LL;низ;2637,770;2645,725;21,890;1;1
3/3;127;2024-10-08T01:00:00;860;LH;верх;2649,260;2647,330;11,490;9;2
3/3;128;2024-10-08T05:00:00;864;LL;низ;2633,835;2645,085;15,425;4;1
3/3;129;2024-10-08T09:00:00;868;LH;верх;2646,530;2641,520;12,695;4;1
3/3;130;2024-10-08T11:00:00;870;LL;низ;2628,600;2650,810;17,930;2;1
3/3;131;2024-10-08T15:00:00;874;HH;верх;2653,115;2613,035;24,515;4;1
3/3;132;2024-10-08T18:00:00;877;LL;низ;2604,820;2615,775;48,295;3;1
3/3;133;2024-10-09T08:00:00;890;LH;верх;2624,375;2616,345;19,555;13;2
3/3;134;2024-10-09T10:00:00;892;HL;низ;2609,245;2621,175;15,130;2;1
3/3;135;2024-10-09T14:00:00;896;LH;верх;2622,465;2609,910;13,220;4;1
3/3;136;2024-10-09T21:00:00;903;LL;низ;2605,210;2608,950;17,255;7;3
3/3;137;2024-10-10T06:00:00;911;LH;верх;2616,960;2612,545;11,750;8;1
3/3;138;2024-10-10T15:00:00;920;LL;низ;2604,390;2623,665;12,570;9;2
3/3;139;2024-10-10T17:00:00;922;HH;верх;2629,835;2623,910;25,445;2;1
3/3;140;2024-10-10T20:00:00;925;HL;низ;2616,555;2629,920;13,280;3;1
3/3;141;2024-10-11T09:00:00;937;HH;верх;2647,245;2637,975;30,690;12;1
3/3;142;2024-10-11T12:00:00;940;HL;низ;2636,245;2643,095;11,000;3;1
3/3;143;2024-10-11T19:00:00;947;HH;верх;2661,475;2656,180;25,230;7;1
3/3;144;2024-10-14T05:00:00;956;HL;низ;2643,245;2659,050;18,230;9;1
3/3;145;2024-10-14T09:00:00;960;HH;верх;2666,875;2658,565;23,630;4;2
3/3;146;2024-10-14T18:00:00;969;HL;низ;2644,055;2649,260;22,820;9;1
3/3;147;2024-10-14T23:00:00;974;LH;верх;2653,365;2648,255;9,310;5;1
3/3;148;2024-10-14T23:00:00;974;HL;низ;2646,195;2648,255;7,170;0;1
3/3;149;2024-10-15T05:00:00;979;LH;верх;2652,810;2641,985;6,615;5;1
3/3;150;2024-10-15T08:00:00;982;LL;низ;2638,105;2654,000;14,705;3;2
3/3;151;2024-10-15T19:00:00;993;HH;верх;2668,965;2661,795;30,860;11;1
3/3;152;2024-10-16T03:00:00;1000;HL;низ;2658,800;2667,210;10,165;7;1
3/3;153;2024-10-16T16:00:00;1013;HH;верх;2685,465;2674,210;26,665;13;2
3/3;154;2024-10-16T19:00:00;1016;HL;низ;2666,795;2674,825;18,670;3;1
3/3;155;2024-10-17T09:00:00;1029;HH;верх;2685,845;2679,530;19,050;13;3
3/3;156;2024-10-17T15:00:00;1035;HL;низ;2673,165;2693,340;12,680;6;1
3/3;157;2024-10-18T08:00:00;1051;HH;верх;2714,140;2706,320;40,975;16;2
3/3;158;2024-10-18T11:00:00;1054;HL;низ;2701,735;2709,890;12,405;3;2
3/3;159;2024-10-21T06:00:00;1072;HH;верх;2732,885;2730,360;31,150;18;2
3/3;160;2024-10-21T09:00:00;1075;HL;низ;2723,670;2734,570;9,215;3;1
3/3;161;2024-10-21T16:00:00;1082;HH;верх;2740,600;2723,590;16,930;7;1
3/3;162;2024-10-21T22:00:00;1088;LL;низ;2714,235;2721,565;26,365;6;2
3/3;163;2024-10-22T23:00:00;1112;HH;верх;2748,975;2745,325;34,740;24;1
3/3;164;2024-10-23T05:00:00;1117;HL;низ;2737,940;2751,615;11,035;5;1
3/3;165;2024-10-23T11:00:00;1123;HH;верх;2758,525;2749,990;20,585;6;1
3/3;166;2024-10-23T18:00:00;1130;LL;низ;2708,755;2714,145;49,770;7;1
3/3;167;2024-10-24T16:00:00;1151;LH;верх;2743,325;2733,680;34,570;21;1
3/3;168;2024-10-24T17:00:00;1152;HL;низ;2722,505;2735,510;20,820;1;1
3/3;169;2024-10-24T21:00:00;1156;LH;верх;2737,845;2734,695;15,340;4;1
3/3;170;2024-10-25T07:00:00;1165;HL;низ;2723,990;2726,535;13,855;9;1
3/3;171;2024-10-25T09:00:00;1167;LH;верх;2732,670;2721,290;8,680;2;1
3/3;172;2024-10-25T12:00:00;1170;LL;низ;2717,100;2731,570;15,570;3;1
3/3;173;2024-10-25T23:00:00;1181;HH;верх;2747,835;2732,525;30,735;11;1
3/3;174;2024-10-28T03:00:00;1185;HL;низ;2724,755;2733,015;23,080;4;1
3/3;175;2024-10-28T08:00:00;1190;LH;верх;2744,650;2729,375;19,895;5;1
3/3;176;2024-10-28T12:00:00;1194;HL;низ;2727,930;2740,940;16,720;4;1
3/3;177;2024-10-28T16:00:00;1198;HH;верх;2746,010;2743,435;18,080;4;1
3/3;178;2024-10-29T00:00:00;1205;HL;низ;2739,870;2752,165;6,140;7;1
3/3;179;2024-10-29T04:00:00;1209;HH;верх;2757,780;2750,060;17,910;4;2
3/3;180;2024-10-29T13:00:00;1218;HL;низ;2746,195;2769,610;11,585;9;1
3/3;181;2024-10-30T08:00:00;1236;HH;верх;2789,855;2784,625;43,660;18;3
3/3;182;2024-10-30T15:00:00;1243;HL;низ;2770,925;2785,445;18,930;7;1
3/3;183;2024-10-31T03:00:00;1254;HH;верх;2790,170;2784,530;19,245;11;2
3/3;184;2024-10-31T17:00:00;1268;LL;низ;2731,635;2747,000;58,535;14;1
3/3;185;2024-10-31T21:00:00;1272;LH;верх;2749,825;2746,785;18,190;4;1
3/3;186;2024-11-01T03:00:00;1277;HL;низ;2744,960;2752,380;4,865;5;1
3/3;187;2024-11-01T08:00:00;1282;HH;верх;2757,735;2751,415;12,775;5;1
3/3;188;2024-11-01T12:00:00;1286;LL;низ;2744,845;2756,125;12,890;4;1
3/3;189;2024-11-01T15:00:00;1289;HH;верх;2762,275;2743,195;17,430;3;1
3/3;190;2024-11-04T10:00:00;1306;LL;низ;2731,930;2740,700;30,345;17;2
3/3;191;2024-11-04T16:00:00;1312;LH;верх;2748,240;2738,445;16,310;6;1
3/3;192;2024-11-04T19:00:00;1315;LL;низ;2731,770;2737,400;16,470;3;1
3/3;193;2024-11-04T21:00:00;1317;LH;верх;2739,735;2736,080;7,965;2;1
3/3;194;2024-11-05T04:00:00;1323;LL;низ;2724,765;2732,735;14,970;6;1
3/3;195;2024-11-05T16:00:00;1335;HH;верх;2750,090;2742,070;25,325;12;2
3/3;196;2024-11-05T17:00:00;1336;HL;низ;2733,035;2741,330;17,055;1;1
3/3;197;2024-11-06T03:00:00;1345;LH;верх;2749,780;2741,870;16,745;9;1
3/3;198;2024-11-07T03:00:00;1368;LL;низ;2643,355;2654,665;106,425;23;5
3/3;199;2024-11-07T22:00:00;1387;LH;верх;2710,520;2706,425;67,165;19;1
3/3;200;2024-11-08T09:00:00;1397;HL;низ;2680,415;2688,620;30,105;10;1
3/3;201;2024-11-08T16:00:00;1404;LH;верх;2704,120;2688,000;23,705;7;1
3/3;202;2024-11-11T04:00:00;1415;LL;низ;2666,570;2669,300;37,550;11;2
3/3;203;2024-11-11T12:00:00;1423;LH;верх;2675,340;2635,580;8,770;8;1
3/3;204;2024-11-11T20:00:00;1431;LL;низ;2610,695;2619,595;64,645;8;1
3/3;205;2024-11-12T03:00:00;1437;LH;верх;2627,235;2617,850;16,540;6;2
3/3;206;2024-11-12T12:00:00;1446;LL;низ;2589,725;2611,675;37,510;9;1
3/3;207;2024-11-12T16:00:00;1450;LH;верх;2617,125;2597,480;27,400;4;1
3/3;208;2024-11-12T19:00:00;1453;HL;низ;2592,530;2599,810;24,595;3;1
3/3;209;2024-11-13T05:00:00;1462;LH;верх;2613,285;2605,535;20,755;9;1
3/3;210;2024-11-13T10:00:00;1467;HL;низ;2601,095;2610,865;12,190;5;1
3/3;211;2024-11-13T15:00:00;1472;HH;верх;2618,920;2585,905;17,825;5;1
3/3;212;2024-11-14T11:00:00;1491;LL;низ;2536,855;2552,320;82,065;19;1
3/3;213;2024-11-14T18:00:00;1498;LH;верх;2577,525;2576,025;40,670;7;1
3/3;214;2024-11-14T22:00:00;1502;HL;низ;2563,995;2566,975;13,530;4;1
3/3;215;2024-11-15T03:00:00;1506;LH;верх;2571,760;2567,155;7,765;4;1
3/3;216;2024-11-15T08:00:00;1511;LL;низ;2554,395;2564,050;17,365;5;3
3/3;217;2024-11-15T17:00:00;1520;HH;верх;2576,045;2567,575;21,650;9;1
3/3;218;2024-11-15T20:00:00;1523;HL;низ;2559,525;2563,220;16,520;3;1
3/3;219;2024-11-18T03:00:00;1529;HH;верх;2597,280;2592,300;37,755;6;1
3/3;220;2024-11-18T08:00:00;1534;HL;низ;2580,500;2595,765;16,780;5;1
3/3;221;2024-11-18T18:00:00;1544;HH;верх;2615,145;2609,880;34,645;10;2
3/3;222;2024-11-19T09:00:00;1558;HL;низ;2617,755;2635,185;2,610;14;1
3/3;223;2024-11-19T15:00:00;1564;HH;верх;2639,530;2626,535;21,775;6;1
3/3;224;2024-11-19T17:00:00;1566;HL;низ;2621,000;2630,240;18,530;2;1
3/3;225;2024-11-20T04:00:00;1576;HH;верх;2641,940;2636,950;20,940;10;1
3/3;226;2024-11-20T10:00:00;1582;LL;низ;2618,890;2628,135;23,050;6;1
3/3;227;2024-11-21T03:00:00;1598;HH;верх;2660,530;2657,025;41,640;16;2
3/3;228;2024-11-21T05:00:00;1600;HL;низ;2650,450;2661,495;10,080;2;1
3/3;229;2024-11-21T13:00:00;1608;HH;верх;2673,595;2665,050;23,145;8;1
3/3;230;2024-11-21T15:00:00;1610;HL;низ;2660,510;2664,770;13,085;2;1
3/3;231;2024-11-22T13:00:00;1631;HH;верх;2710,185;2694,680;49,675;21;2
3/3;232;2024-11-22T16:00:00;1634;HL;низ;2684,495;2706,860;25,690;3;1
3/3;233;2024-11-25T01:00:00;1642;HH;верх;2721,420;2695,325;36,925;8;1
3/3;234;2024-11-25T07:00:00;1648;LL;низ;2658,210;2672,045;63,210;6;1
3/3;235;2024-11-25T13:00:00;1654;LH;верх;2688,830;2641,340;30,620;6;1
3/3;236;2024-11-26T01:00:00;1665;LL;низ;2605,310;2625,465;83,520;11;2
3/3;237;2024-11-26T03:00:00;1667;LH;верх;2632,225;2626,455;26,915;2;1
3/3;238;2024-11-26T09:00:00;1673;HL;низ;2610,860;2631,440;21,365;6;1
3/3;239;2024-11-26T15:00:00;1679;HH;верх;2642,020;2628,700;31,160;6;1
3/3;240;2024-11-26T16:00:00;1680;HL;низ;2616,775;2625,005;25,245;1;4
3/3;241;2024-11-27T15:00:00;1702;HH;верх;2658,275;2639,075;41,500;22;1
3/3;242;2024-11-28T03:00:00;1713;HL;низ;2620,990;2631,345;37,285;11;2
3/3;243;2024-11-28T12:00:00;1722;LH;верх;2649,735;2647,090;28,745;9;1
3/3;244;2024-11-29T03:00:00;1734;HL;низ;2634,090;2659,975;15,645;12;2
3/3;245;2024-11-29T08:00:00;1739;HH;верх;2666,350;2664,200;32,260;5;1
3/3;246;2024-11-29T10:00:00;1741;HL;низ;2654,590;2659,680;11,760;2;1
3/3;247;2024-11-29T12:00:00;1743;LH;верх;2665,930;2658,025;11,340;2;1
3/3;248;2024-12-02T07:00:00;1759;LL;низ;2621,980;2629,595;43,950;16;3
3/3;249;2024-12-02T16:00:00;1768;LH;верх;2651,905;2638,885;29,925;9;1
3/3;250;2024-12-02T20:00:00;1772;HL;низ;2633,595;2638,955;18,310;4;1
3/3;251;2024-12-03T03:00:00;1778;LH;верх;2645,320;2639,930;11,725;6;1
3/3;252;2024-12-03T03:00:00;1778;HL;низ;2634,165;2639,930;11,155;0;1
3/3;253;2024-12-03T16:00:00;1791;HH;верх;2655,665;2647,110;21,500;13;2
3/3;254;2024-12-03T17:00:00;1792;HL;низ;2635,230;2645,815;20,435;1;1
3/3;255;2024-12-03T20:00:00;1795;LH;верх;2649,225;2643,885;13,995;3;1
3/3;256;2024-12-04T03:00:00;1801;HL;низ;2637,750;2648,495;11,475;6;1
3/3;257;2024-12-04T08:00:00;1806;HH;верх;2651,450;2640,975;13,700;5;1
3/3;258;2024-12-04T15:00:00;1813;LL;низ;2632,465;2649,805;18,985;7;2
3/3;259;2024-12-04T17:00:00;1815;HH;верх;2657,235;2649,070;24,770;2;1
3/3;260;2024-12-05T05:00:00;1826;HL;низ;2644,735;2646,980;12,500;11;2
3/3;261;2024-12-05T07:00:00;1828;LH;верх;2655,635;2643,275;10,900;2;1
3/3;262;2024-12-05T11:00:00;1832;LL;низ;2641,945;2653,360;13,690;4;1
3/3;263;2024-12-05T15:00:00;1836;LH;верх;2654,555;2635,160;12,610;4;1
3/3;264;2024-12-05T20:00:00;1841;LL;низ;2623,615;2631,925;30,940;5;1
3/3;265;2024-12-06T01:00:00;1845;LH;верх;2633,910;2625,450;10,295;4;1
3/3;266;2024-12-06T03:00:00;1847;LL;низ;2613,110;2642,295;20,800;2;1
3/3;267;2024-12-06T11:00:00;1855;HH;верх;2645,730;2638,630;32,620;8;3
3/3;268;2024-12-06T16:00:00;1860;HL;низ;2624,130;2634,965;21,600;5;2
3/3;269;2024-12-09T17:00:00;1884;HH;верх;2676,480;2663,070;52,350;24;2
3/3;270;2024-12-09T22:00:00;1889;HL;низ;2656,805;2665,105;19,675;5;1
3/3;271;2024-12-10T06:00:00;1896;LH;верх;2673,910;2664,670;17,105;7;1
3/3;272;2024-12-10T10:00:00;1900;HL;низ;2661,245;2674,600;12,665;4;1
3/3;273;2024-12-11T04:00:00;1917;HH;верх;2704,445;2687,850;43,200;17;2
3/3;274;2024-12-11T07:00:00;1920;HL;низ;2675,465;2691,265;28,980;3;3
3/3;275;2024-12-12T03:00:00;1939;HH;верх;2726,295;2712,715;50,830;19;2
3/3;276;2024-12-12T03:00:00;1939;HL;низ;2700,810;2712,715;25,485;0;1
3/3;277;2024-12-12T09:00:00;1945;LH;верх;2720,520;2711,580;19,710;6;1
3/3;278;2024-12-12T17:00:00;1953;LL;низ;2675,165;2684,220;45,355;8;2
3/3;279;2024-12-13T03:00:00;1962;LH;верх;2692,865;2687,425;17,700;9;2
3/3;280;2024-12-16T02:00:00;1984;LL;низ;2643,595;2653,910;49,270;22;1
3/3;281;2024-12-16T05:00:00;1987;LH;верх;2655,770;2653,770;12,175;3;1
3/3;282;2024-12-16T07:00:00;1989;HL;низ;2649,645;2658,055;6,125;2;1
3/3;283;2024-12-16T14:00:00;1996;HH;верх;2664,475;2654,500;14,830;7;1
3/3;284;2024-12-16T18:00:00;2000;LL;низ;2648,630;2653,340;15,845;4;2
3/3;285;2024-12-17T03:00:00;2008;LH;верх;2658,740;2651,845;10,110;8;3
3/3;286;2024-12-17T16:00:00;2021;LL;низ;2633,160;2646,075;25,580;13;1
3/3;287;2024-12-18T03:00:00;2031;LH;верх;2651,785;2645,185;18,625;10;2
3/3;288;2024-12-18T06:00:00;2034;HL;низ;2642,815;2644,705;8,970;3;1
3/3;289;2024-12-18T10:00:00;2038;LH;верх;2649,705;2646,235;6,890;4;1
3/3;290;2024-12-18T23:00:00;2051;LL;низ;2583,915;2612,015;65,790;13;2
3/3;291;2024-12-19T03:00:00;2054;LH;верх;2618,155;2609,290;34,240;3;1
3/3;292;2024-12-19T08:00:00;2059;HL;низ;2603,385;2620,495;14,770;5;1
3/3;293;2024-12-19T12:00:00;2063;HH;верх;2626,440;2596,435;23,055;4;1
3/3;294;2024-12-19T17:00:00;2068;LL;низ;2587,065;2599,815;39,375;5;1
3/3;295;2024-12-19T21:00:00;2072;LH;верх;2601,135;2593,660;14,070;4;1
3/3;296;2024-12-20T03:00:00;2077;HL;низ;2589,665;2598,105;11,470;5;1
3/3;297;2024-12-20T10:00:00;2084;HH;верх;2607,805;2603,775;18,140;7;2
3/3;298;2024-12-20T13:00:00;2087;HL;низ;2600,215;2616,945;7,590;3;1
3/3;299;2024-12-20T18:00:00;2092;HH;верх;2631,920;2627,955;31,705;5;1
3/3;300;2024-12-23T02:00:00;2099;HL;низ;2617,515;2624,135;14,405;7;1
3/3;301;2024-12-23T09:00:00;2106;HH;верх;2633,390;2619,560;15,875;7;1
3/3;302;2024-12-23T18:00:00;2115;LL;низ;2608,260;2611,220;25,130;9;3
3/3;303;2024-12-24T07:00:00;2127;LH;верх;2621,535;2617,340;13,275;12;1
3/3;304;2024-12-24T17:00:00;2137;HL;низ;2610,105;2616,875;11,430;10;1
