слой;№;время;бар;подпись;сторона;цена колена;цена сейчас;нога;баров от предыдущего;мутность
5/5;304;2025-02-17T11:00:00;2977;LH;верх;2906,525;2903,080;29,500;12;2
5/5;305;2025-02-18T03:00:00;2990;HL;низ;2892,070;2913,650;14,455;13;1
5/5;306;2025-02-18T07:00:00;2994;HH;верх;2915,760;2911,335;23,690;4;1
5/5;307;2025-02-18T12:00:00;2999;HL;низ;2907,190;2927,140;8,570;5;1
5/5;308;2025-02-19T03:00:00;3013;HH;верх;2939,740;2931,715;32,550;14;1
5/5;309;2025-02-19T04:00:00;3014;HL;низ;2924,210;2934,265;15,530;1;1
5/5;310;2025-02-19T12:00:00;3022;HH;верх;2947,080;2925,755;22,870;8;1
5/5;311;2025-02-19T20:00:00;3030;LL;низ;2918,640;2941,010;28,440;8;1
5/5;312;2025-02-20T11:00:00;3044;HH;верх;2954,955;2934,860;36,315;14;1
5/5;313;2025-02-20T16:00:00;3049;HL;низ;2924,035;2938,065;30,920;5;1
5/5;314;2025-02-21T03:00:00;3059;LH;верх;2949,930;2929,650;25,895;10;1
5/5;315;2025-02-21T10:00:00;3066;LL;низ;2916,820;2931,025;33,110;7;2
5/5;316;2025-02-21T20:00:00;3076;LH;верх;2942,880;2930,090;26,060;10;1
5/5;317;2025-02-24T03:00:00;3082;HL;низ;2921,475;2938,850;21,405;6;1
5/5;318;2025-02-24T16:00:00;3095;HH;верх;2956,310;2949,250;34,835;13;1
5/5;319;2025-02-24T17:00:00;3096;HL;низ;2930,810;2950,585;25,500;1;1
5/5;320;2025-02-25T01:00:00;3103;LH;верх;2953,425;2936,935;22,615;7;2
5/5;321;2025-02-25T18:00:00;3120;LL;низ;2888,180;2915,045;65,245;17;1
5/5;322;2025-02-26T03:00:00;3128;LH;верх;2930,180;2906,780;42,000;8;1
5/5;323;2025-02-26T16:00:00;3141;HL;низ;2890,865;2913,975;39,315;13;2
5/5;324;2025-02-27T01:00:00;3149;LH;верх;2920,815;2897,515;29,950;8;1
5/5;325;2025-02-28T17:00:00;3188;LL;низ;2832,720;2854,760;88,095;39;2
5/5;326;2025-03-03T01:00:00;3195;LH;верх;2876,850;2867,420;44,130;7;1
5/5;327;2025-03-03T10:00:00;3204;HL;низ;2859,000;2872,720;17,850;9;1
5/5;328;2025-03-04T15:00:00;3232;HH;верх;2927,910;2911,375;68,910;28;2
5/5;329;2025-03-04T17:00:00;3234;HL;низ;2900,390;2917,285;27,520;2;1
5/5;330;2025-03-04T22:00:00;3239;LH;верх;2920,610;2904,510;20,220;5;1
5/5;331;2025-03-05T04:00:00;3244;HL;низ;2902,040;2918,150;18,570;5;1
5/5;332;2025-03-05T11:00:00;3251;HH;верх;2922,675;2912,005;20,635;7;1
5/5;333;2025-03-05T15:00:00;3255;LL;низ;2894,350;2917,505;28,325;4;1
5/5;334;2025-03-05T18:00:00;3258;HH;верх;2929,980;2919,265;35,630;3;2
5/5;335;2025-03-06T11:00:00;3274;LL;низ;2891,150;2915,215;38,830;16;1
5/5;336;2025-03-06T17:00:00;3280;LH;верх;2922,850;2908,895;31,700;6;1
5/5;337;2025-03-07T02:00:00;3288;HL;низ;2896,910;2909,660;25,940;8;1
5/5;338;2025-03-07T17:00:00;3303;HH;верх;2930,540;2909,765;33,630;15;1
5/5;339;2025-03-07T20:00:00;3306;HL;низ;2902,065;2916,340;28,475;3;1
5/5;340;2025-03-10T03:00:00;3313;LH;верх;2918,385;2914,440;16,320;7;2
5/5;341;2025-03-11T03:00:00;3336;LL;низ;2880,250;2902,350;38,135;23;3
5/5;342;2025-03-11T15:00:00;3348;HH;верх;2922,225;2918,355;41,975;12;2
5/5;343;2025-03-12T09:00:00;3365;HL;низ;2909,095;2917,560;13,130;17;2
5/5;344;2025-03-12T11:00:00;3367;HH;верх;2925,390;2921,985;16,295;2;1
5/5;345;2025-03-12T15:00:00;3371;LL;низ;2906,110;2935,210;19,280;4;1
5/5;346;2025-03-13T05:00:00;3384;HH;верх;2947,195;2941,540;41,085;13;2
5/5;347;2025-03-13T09:00:00;3388;HL;низ;2932,980;2942,575;14,215;4;2
5/5;348;2025-03-14T12:00:00;3414;HH;верх;3005,040;2984,620;72,060;26;1
5/5;349;2025-03-14T17:00:00;3419;HL;низ;2978,505;2984,910;26,535;5;1
5/5;350;2025-03-17T01:00:00;3426;LH;верх;2994,235;2982,710;15,730;7;1
5/5;351;2025-03-17T07:00:00;3432;HL;низ;2982,340;2999,030;11,895;6;1
5/5;352;2025-03-18T15:00:00;3463;HH;верх;3038,350;3035,930;56,010;31;3
5/5;353;2025-03-19T03:00:00;3474;HL;низ;3027,450;3042,340;10,900;11;1
5/5;354;2025-03-19T07:00:00;3478;HH;верх;3045,410;3034,725;17,960;4;1
5/5;355;2025-03-19T11:00:00;3482;LL;низ;3022,885;3027,670;22,525;4;1
5/5;356;2025-03-20T06:00:00;3500;HH;верх;3057,590;3041,530;34,705;18;1
5/5;357;2025-03-20T12:00:00;3506;HL;низ;3025,730;3040,820;31,860;6;1
5/5;358;2025-03-21T02:00:00;3519;LH;верх;3047,550;3028,105;21,820;13;1
5/5;359;2025-03-21T07:00:00;3524;LL;низ;3021,845;3030,955;25,705;5;1
5/5;360;2025-03-21T14:00:00;3531;LH;верх;3038,195;3013,735;16,350;7;1
5/5;361;2025-03-21T16:00:00;3533;LL;низ;2999,465;3019,985;38,730;2;1
5/5;362;2025-03-24T01:00:00;3541;LH;верх;3026,410;3019,520;26,945;8;1
5/5;363;2025-03-24T04:00:00;3544;HL;низ;3013,755;3022,360;12,655;3;1
5/5;364;2025-03-24T12:00:00;3552;HH;верх;3033,340;3014,180;19,585;8;1
5/5;365;2025-03-24T20:00:00;3560;LL;низ;3002,495;3014,470;30,845;8;1
5/5;366;2025-03-25T16:00:00;3579;HH;верх;3036,070;3019,720;33,575;19;1
5/5;367;2025-03-26T07:00:00;3593;HL;низ;3013,320;3023,410;22,750;14;1
5/5;368;2025-03-26T10:00:00;3596;LH;верх;3032,165;3016,715;18,845;3;1
5/5;369;2025-03-26T17:00:00;3603;LL;низ;3012,330;3019,495;19,835;7;2
5/5;370;2025-03-28T09:00:00;3641;HH;верх;3086,090;3077,505;73,760;38;2
5/5;371;2025-03-28T10:00:00;3642;HL;низ;3066,145;3083,360;19,945;1;1
5/5;372;2025-03-28T16:00:00;3648;HH;верх;3086,965;3080,775;20,820;6;1
5/5;373;2025-03-31T04:00:00;3658;HL;низ;3076,805;3119,390;10,160;10;1
5/5;374;2025-03-31T09:00:00;3663;HH;верх;3128,135;3119,620;51,330;5;1
5/5;375;2025-03-31T16:00:00;3670;HL;низ;3099,710;3121,520;28,425;7;1
5/5;376;2025-04-01T08:00:00;3685;HH;верх;3149,090;3132,370;49,380;15;2
5/5;377;2025-04-01T19:00:00;3696;HL;низ;3100,870;3111,435;48,220;11;2
5/5;378;2025-04-02T05:00:00;3705;LH;верх;3135,805;3125,345;34,935;9;1
5/5;379;2025-04-02T08:00:00;3708;HL;низ;3106,705;3114,595;29,100;3;1
5/5;380;2025-04-02T11:00:00;3711;LH;верх;3133,950;3122,390;27,245;3;1
5/5;381;2025-04-02T23:00:00;3723;LL;низ;3104,790;3145,255;29,160;12;1
5/5;382;2025-04-03T02:00:00;3725;HH;верх;3167,835;3140,485;63,045;2;1
5/5;383;2025-04-03T16:00:00;3739;LL;низ;3054,190;3111,765;113,645;14;1
5/5;384;2025-04-04T14:00:00;3760;LH;верх;3136,775;3031,010;82,585;21;2
5/5;385;2025-04-07T03:00:00;3772;LL;низ;2970,215;3032,180;166,560;12;1
5/5;386;2025-04-07T04:00:00;3773;LH;верх;3057,305;3029,980;87,090;1;1
5/5;387;2025-04-07T10:00:00;3779;HL;низ;3013,360;3031,250;43,945;6;1
5/5;388;2025-04-07T14:00:00;3783;LH;верх;3046,235;2970,925;32,875;4;1
5/5;389;2025-04-07T20:00:00;3789;LL;низ;2956,565;2981,335;89,670;6;1
5/5;390;2025-04-08T16:00:00;3808;LH;верх;3022,760;2983,635;66,195;19;1
5/5;391;2025-04-09T02:00:00;3817;HL;низ;2969,970;3012,365;52,790;9;1
5/5;392;2025-04-10T08:00:00;3846;HH;верх;3132,630;3120,215;162,660;29;1
5/5;393;2025-04-10T12:00:00;3850;HL;низ;3103,320;3154,655;29,310;4;1
5/5;394;2025-04-11T19:00:00;3880;HH;верх;3245,485;3221,425;142,165;30;1
5/5;395;2025-04-14T01:00:00;3885;HL;низ;3213,355;3232,405;32,130;5;1
5/5;396;2025-04-14T05:00:00;3889;HH;верх;3245,845;3228,040;32,490;4;1
5/5;397;2025-04-14T16:00:00;3900;LL;низ;3193,630;3208,180;52,215;11;1
5/5;398;2025-04-15T07:00:00;3914;LH;верх;3232,755;3222,635;39,125;14;1
5/5;399;2025-04-15T16:00:00;3923;HL;низ;3211,660;3229,205;21,095;9;1
5/5;400;2025-04-17T01:00:00;3954;HH;верх;3357,775;3344,620;146,115;31;2
5/5;401;2025-04-17T04:00:00;3957;HL;низ;3320,855;3328,820;36,920;3;1
5/5;402;2025-04-17T15:00:00;3968;LH;верх;3342,735;3319,045;21,880;11;1
5/5;403;2025-04-17T17:00:00;3970;LL;низ;3283,955;3320,825;58,780;2;2
5/5;404;2025-04-22T09:00:00;4008;HH;верх;3500,200;3456,820;216,245;38;1
5/5;405;2025-04-23T01:00:00;4023;HL;низ;3315,340;3339,045;184,860;15;1
5/5;406;2025-04-23T04:00:00;4026;LH;верх;3386,770;3301,110;71,430;3;1
5/5;407;2025-04-23T17:00:00;4039;LL;низ;3260,190;3293,990;126,580;13;2
5/5;408;2025-04-24T04:00:00;4049;LH;верх;3367,685;3324,655;107,495;10;1
5/5;409;2025-04-24T09:00:00;4054;HL;низ;3314,800;3336,995;52,885;5;1
5/5;410;2025-04-24T15:00:00;4060;LH;верх;3344,785;3336,880;29,985;6;1
5/5;411;2025-04-24T17:00:00;4062;LL;низ;3306,755;3342,295;38,030;2;1
5/5;412;2025-04-25T01:00:00;4069;HH;верх;3370,475;3323,720;63,720;7;1
5/5;413;2025-04-25T16:00:00;4084;LL;низ;3265,135;3288,410;105,340;15;2
5/5;414;2025-04-28T01:00:00;4092;LH;верх;3330,605;3290,850;65,470;8;1
5/5;415;2025-04-28T05:00:00;4096;HL;низ;3268,110;3287,380;62,495;4;2
5/5;416;2025-04-28T22:00:00;4113;HH;верх;3353,200;3326,600;85,090;17;1
5/5;417;2025-04-29T08:00:00;4122;HL;низ;3305,140;3313,005;48,060;9;1
5/5;418;2025-04-29T11:00:00;4125;LH;верх;3325,005;3307,225;19,865;3;1
5/5;419;2025-04-29T17:00:00;4131;LL;низ;3299,675;3320,540;25,330;6;1
5/5;420;2025-04-29T19:00:00;4133;HH;верх;3330,065;3319,175;30,390;2;2
5/5;421;2025-04-30T15:00:00;4152;LL;низ;3266,910;3305,300;63,155;19;1
5/5;422;2025-04-30T16:00:00;4153;LH;верх;3319,800;3301,770;52,890;1;1
5/5;423;2025-05-01T15:00:00;4175;LL;низ;3201,955;3214,490;117,845;22;1
5/5;424;2025-05-02T14:00:00;4197;LH;верх;3269,300;3225,070;67,345;22;1
5/5;425;2025-05-02T19:00:00;4202;HL;низ;3222,755;3239,725;46,545;5;1
5/5;426;2025-05-05T05:00:00;4211;HH;верх;3272,545;3264,850;49,790;9;1
5/5;427;2025-05-05T19:00:00;4225;HL;низ;3305,640;3330,805;33,095;14;1
5/5;428;2025-05-06T23:00:00;4252;HH;верх;3435,055;3390,665;129,415;27;2
5/5;429;2025-05-07T04:00:00;4256;HL;низ;3360,200;3392,610;74,855;4;1
5/5;430;2025-05-07T10:00:00;4262;LH;верх;3397,445;3390,920;37,245;6;1
5/5;431;2025-05-07T13:00:00;4265;HL;низ;3369,305;3385,230;28,140;3;1
5/5;432;2025-05-07T16:00:00;4268;HH;верх;3398,145;3384,645;28,840;3;1
5/5;433;2025-05-07T22:00:00;4274;LL;низ;3363,735;3408,725;34,410;6;1
5/5;434;2025-05-08T05:00:00;4280;HH;верх;3414,790;3343,050;51,055;6;1
5/5;435;2025-05-08T09:00:00;4284;LL;низ;3320,380;3344,425;94,410;4;1
5/5;436;2025-05-08T16:00:00;4291;LH;верх;3369,600;3308,525;49,220;7;1
5/5;437;2025-05-09T05:00:00;4303;LL;низ;3274,810;3327,485;94,790;12;2
5/5;438;2025-05-09T19:00:00;4317;LH;верх;3347,625;3272,680;72,815;14;1
5/5;439;2025-05-12T13:00:00;4334;LL;низ;3207,790;3239,305;139,835;17;2
5/5;440;2025-05-12T16:00:00;4337;LH;верх;3248,700;3229,770;40,910;3;1
5/5;441;2025-05-13T04:00:00;4348;HL;низ;3215,855;3262,250;32,845;11;2
5/5;442;2025-05-13T09:00:00;4353;HH;верх;3265,785;3249,250;49,930;5;1
5/5;443;2025-05-13T17:00:00;4361;HL;низ;3225,505;3249,450;40,280;8;1
5/5;444;2025-05-14T02:00:00;4369;LH;верх;3257,140;3224,035;31,635;8;1
5/5;445;2025-05-14T08:00:00;4375;LL;низ;3221,565;3235,725;35,575;6;1
5/5;446;2025-05-14T11:00:00;4378;LH;верх;3243,960;3191,505;22,395;3;1
5/5;447;2025-05-14T22:00:00;4389;LL;низ;3168,065;3172,460;75,895;11;1
5/5;448;2025-05-15T04:00:00;4394;LH;верх;3192,830;3150,000;24,765;5;1
5/5;449;2025-05-15T09:00:00;4399;LL;низ;3120,765;3179,250;72,065;5;1
5/5;450;2025-05-16T01:00:00;4414;HH;верх;3252,255;3211,930;131,490;15;1
5/5;451;2025-05-16T14:00:00;4427;HL;низ;3154,300;3189,405;97,955;13;1
5/5;452;2025-05-19T03:00:00;4439;LH;верх;3249,850;3224,160;95,550;12;1
5/5;453;2025-05-19T07:00:00;4443;HL;низ;3206,725;3242,115;43,125;4;1
5/5;454;2025-05-19T14:00:00;4450;LH;верх;3248,590;3231,920;41,865;7;1
5/5;455;2025-05-20T06:00:00;4465;LL;низ;3204,670;3236,040;43,920;15;3
5/5;456;2025-05-21T09:00:00;4491;HH;верх;3320,845;3311,320;116,175;26;1
5/5;457;2025-05-21T15:00:00;4497;HL;низ;3290,725;3316,470;30,120;6;1
5/5;458;2025-05-22T06:00:00;4511;HH;верх;3345,470;3311,355;54,745;14;1
5/5;459;2025-05-22T17:00:00;4522;LL;низ;3279,235;3290,315;66,235;11;2
5/5;460;2025-05-23T20:00:00;4548;HH;верх;3366,015;3342,730;86,780;26;1
5/5;461;2025-05-26T12:00:00;4563;HL;низ;3323,500;3337,350;42,515;15;2
5/5;462;2025-05-27T03:00:00;4575;LH;верх;3350,095;3323,520;26,595;12;1
5/5;463;2025-05-27T17:00:00;4589;LL;низ;3285,250;3304,450;64,845;14;1
5/5;464;2025-05-28T03:00:00;4598;LH;верх;3315,885;3307,275;30,635;9;1
5/5;465;2025-05-28T06:00:00;4601;HL;низ;3291,705;3321,705;24,180;3;1
5/5;466;2025-05-28T12:00:00;4607;HH;верх;3325,695;3302,710;33,990;6;1
5/5;467;2025-05-29T04:00:00;4622;LL;низ;3245,560;3271,775;80,135;15;1
5/5;468;2025-05-29T19:00:00;4637;HH;верх;3331,470;3314,440;85,910;15;3
5/5;469;2025-05-30T17:00:00;4658;HL;низ;3271,460;3295,000;60,010;21;1
5/5;470;2025-06-03T02:00:00;4689;HH;верх;3392,305;3362,800;120,845;31;1
5/5;471;2025-06-03T17:00:00;4704;HL;низ;3333,170;3352,680;59,135;15;3
5/5;472;2025-06-04T05:00:00;4715;LH;верх;3372,715;3354,725;39,545;11;1
5/5;473;2025-06-04T14:00:00;4724;HL;низ;3343,815;3375,115;28,900;9;1
5/5;474;2025-06-04T17:00:00;4727;HH;верх;3384,760;3373,600;40,945;3;2
5/5;475;2025-06-05T08:00:00;4741;HL;низ;3361,220;3400,025;23,540;14;1
5/5;476;2025-06-05T14:00:00;4747;HH;верх;3403,625;3354,165;42,405;6;1
5/5;477;2025-06-05T18:00:00;4751;LL;низ;3339,350;3352,730;64,275;4;1
5/5;478;2025-06-06T08:00:00;4764;LH;верх;3375,705;3360,635;36,355;13;1
5/5;479;2025-06-09T05:00:00;4784;LL;низ;3293,500;3324,250;82,205;20;1
5/5;480;2025-06-09T10:00:00;4789;LH;верх;3328,515;3320,095;35,015;5;1
5/5;481;2025-06-09T16:00:00;4795;HL;низ;3310,795;3333,225;17,720;6;1
5/5;482;2025-06-09T20:00:00;4799;HH;верх;3338,295;3326,865;27,500;4;1
5/5;483;2025-06-10T05:00:00;4807;LL;низ;3302,015;3330,220;36,280;8;1
5/5;484;2025-06-10T16:00:00;4818;HH;верх;3349,280;3321,695;47,265;11;1
5/5;485;2025-06-11T02:00:00;4827;HL;низ;3315,590;3341,850;33,690;9;2
5/5;486;2025-06-11T15:00:00;4840;HH;верх;3360,790;3324,365;45,200;13;1
5/5;487;2025-06-11T20:00:00;4845;HL;низ;3319,380;3365,535;41,410;5;1
5/5;488;2025-06-12T05:00:00;4853;HH;верх;3377,895;3346,305;58,515;8;1
5/5;489;2025-06-12T10:00:00;4858;HL;низ;3338,590;3388,325;39,305;5;1
5/5;490;2025-06-13T06:00:00;4877;HH;верх;3444,495;3424,365;105,905;19;2
5/5;491;2025-06-13T10:00:00;4881;HL;низ;3407,925;3436,510;36,570;4;1
5/5;492;2025-06-16T01:00:00;4895;HH;верх;3451,525;3431,565;43,600;14;2
5/5;493;2025-06-16T10:00:00;4904;HL;низ;3409,580;3415,625;41,945;9;1
5/5;494;2025-06-16T14:00:00;4908;LH;верх;3422,785;3399,490;13,205;4;1
5/5;495;2025-06-16T16:00:00;4910;LL;низ;3382,540;3385,340;40,245;2;2
5/5;496;2025-06-17T03:00:00;4920;LH;верх;3403,430;3392,640;20,890;10;1
5/5;497;2025-06-17T06:00:00;4923;LL;низ;3373,670;3378,945;29,760;3;1
5/5;498;2025-06-17T14:00:00;4931;LH;верх;3400,200;3382,965;26,530;8;1
5/5;499;2025-06-17T17:00:00;4934;LL;низ;3366,115;3385,815;34,085;3;1
5/5;500;2025-06-18T01:00:00;4941;LH;верх;3395,975;3391,115;29,860;7;1
5/5;501;2025-06-18T05:00:00;4945;HL;низ;3370,645;3385,995;25,330;4;1
5/5;502;2025-06-18T07:00:00;4947;HH;верх;3400,110;3378,275;29,465;2;2
5/5;503;2025-06-18T23:00:00;4963;LL;низ;3362,605;3376,830;37,505;16;1
5/5;504;2025-06-19T04:00:00;4967;LH;верх;3388,175;3357,455;25,570;4;1
5/5;505;2025-06-19T09:00:00;4972;LL;низ;3347,530;3372,060;40,645;5;1
5/5;506;2025-06-19T13:00:00;4976;LH;верх;3379,180;3369,290;31,650;4;1
5/5;507;2025-06-19T16:00:00;4979;HL;низ;3361,525;3370,380;17,655;3;1
5/5;508;2025-06-19T20:00:00;4983;LH;верх;3375,625;3356,540;14,100;4;1
5/5;509;2025-06-20T09:00:00;4993;LL;низ;3340,415;3347,160;35,210;10;2
5/5;510;2025-06-23T01:00:00;5008;HH;верх;3389,220;3363,460;48,805;15;2
5/5;511;2025-06-23T08:00:00;5015;HL;низ;3347,035;3367,865;42,185;7;1
5/5;512;2025-06-23T19:00:00;5026;HH;верх;3393,640;3355,540;46,605;11;1
5/5;513;2025-06-24T16:00:00;5046;LL;низ;3295,315;3317,285;98,325;20;2
5/5;514;2025-06-25T10:00:00;5063;LH;верх;3337,205;3320,755;41,890;17;1
5/5;515;2025-06-25T16:00:00;5069;HL;низ;3312,055;3331,755;25,150;6;2
5/5;516;2025-06-26T11:00:00;5087;HH;верх;3350,415;3319,985;38,360;18;1
5/5;517;2025-06-27T16:00:00;5115;LL;низ;3255,850;3275,860;94,565;28;2
5/5;518;2025-06-27T20:00:00;5119;LH;верх;3282,940;3263,815;27,090;4;1
5/5;519;2025-06-30T01:00:00;5123;LL;низ;3244,415;3279,070;38,525;4;1
5/5;520;2025-06-30T10:00:00;5132;HH;верх;3296,830;3282,155;52,415;9;1
5/5;521;2025-06-30T14:00:00;5136;HL;низ;3274,625;3297,380;22,205;4;1
5/5;522;2025-07-01T15:00:00;5160;HH;верх;3358,085;3339,820;83,460;24;2
5/5;523;2025-07-02T10:00:00;5178;HL;низ;3327,655;3346,775;30,430;18;1
5/5;524;2025-07-03T01:00:00;5192;HH;верх;3365,920;3347,600;38,265;14;2
5/5;525;2025-07-03T04:00:00;5195;HL;низ;3342,015;3361,920;23,905;3;1
5/5;526;2025-07-03T09:00:00;5200;LH;верх;3363,755;3346,115;21,740;5;1
5/5;527;2025-07-03T15:00:00;5206;LL;низ;3311,625;3329,145;52,130;6;2
5/5;528;2025-07-04T09:00:00;5223;LH;верх;3345,175;3334,770;33,550;17;2
5/5;529;2025-07-07T13:00:00;5246;LL;низ;3296,280;3320,975;48,895;23;1
5/5;530;2025-07-08T01:00:00;5257;HH;верх;3345,955;3331,610;49,675;11;2
5/5;531;2025-07-09T11:00:00;5290;LL;низ;3282,665;3300,305;63,290;33;3
5/5;532;2025-07-10T12:00:00;5314;LH;верх;3330,360;3315,065;47,695;24;1
5/5;533;2025-07-10T17:00:00;5319;HL;низ;3310,175;3324,800;20,185;5;1
5/5;534;2025-07-14T02:00:00;5350;HH;верх;3374,255;3359,835;64,080;31;2
5/5;535;2025-07-14T08:00:00;5356;HL;низ;3353,675;3372,095;20,580;6;1
5/5;536;2025-07-14T10:00:00;5358;HH;верх;3375,085;3350,120;21,410;2;1
5/5;537;2025-07-14T17:00:00;5365;LL;низ;3341,090;3344,305;33,995;7;2
5/5;538;2025-07-15T13:00:00;5384;LH;верх;3366,425;3329,020;25,335;19;1
5/5;539;2025-07-15T19:00:00;5390;LL;низ;3320,305;3326,715;46,120;6;1
5/5;540;2025-07-16T12:00:00;5406;LH;верх;3343,080;3338,145;22,775;16;1
5/5;541;2025-07-16T17:00:00;5411;LL;низ;3319,695;3347,140;23,385;5;1
5/5;542;2025-07-16T18:00:00;5412;HH;верх;3377,655;3347,600;57,960;1;1
5/5;543;2025-07-17T15:00:00;5432;LL;низ;3309,790;3337,525;67,865;20;2
5/5;544;2025-07-18T15:00:00;5455;LH;верх;3361,330;3352,285;51,540;23;1
5/5;545;2025-07-21T01:00:00;5464;HL;низ;3344,905;3351,295;16,425;9;1
5/5;546;2025-07-22T02:00:00;5488;HH;верх;3402,860;3391,130;57,955;24;2
5/5;547;2025-07-22T10:00:00;5496;HL;низ;3383,420;3407,540;19,440;8;1
5/5;548;2025-07-23T03:00:00;5512;HH;верх;3439,035;3420,440;55,615;16;2
5/5;549;2025-07-23T08:00:00;5517;HL;низ;3416,445;3422,800;22,590;5;1
5/5;550;2025-07-23T12:00:00;5521;LH;верх;3433,880;3413,625;17,435;4;1
5/5;551;2025-07-24T16:00:00;5548;LL;низ;3351,465;3372,010;82,415;27;2
5/5;552;2025-07-24T17:00:00;5549;LH;верх;3377,475;3370,540;26,010;1;2
5/5;553;2025-07-28T01:00:00;5579;LL;низ;3324,020;3343,420;53,455;30;2
5/5;554;2025-07-28T09:00:00;5587;LH;верх;3345,520;3336,625;21,500;8;1
5/5;555;2025-07-28T16:00:00;5594;LL;низ;3301,765;3313,805;43,755;7;2
5/5;556;2025-07-29T11:00:00;5612;LH;верх;3330,100;3317,655;28,335;18;1
5/5;557;2025-07-29T17:00:00;5618;HL;низ;3311,995;3325,075;18,105;6;1
5/5;558;2025-07-29T18:00:00;5619;HH;верх;3334,270;3326,670;22,275;1;2
5/5;559;2025-07-30T04:00:00;5628;HL;низ;3321,795;3327,345;12,475;9;1
5/5;560;2025-07-30T12:00:00;5636;LH;верх;3334,090;3302,205;12,295;8;1
5/5;561;2025-07-30T22:00:00;5646;LL;низ;3268,120;3293,860;65,970;10;1
5/5;562;2025-07-31T11:00:00;5658;LH;верх;3314,985;3301,390;46,865;12;1
5/5;563;2025-08-01T04:00:00;5674;HL;низ;3281,745;3292,515;33,240;16;2
5/5;564;2025-08-04T01:00:00;5694;HH;верх;3364,815;3360,350;83,070;20;1
5/5;565;2025-08-04T04:00:00;5697;HL;низ;3345,005;3362,620;19,810;3;1
5/5;566;2025-08-04T16:00:00;5709;HH;верх;3385,535;3375,835;40,530;12;2
5/5;567;2025-08-05T14:00:00;5730;HL;низ;3349,890;3382,110;35,645;21;1
5/5;568;2025-08-05T19:00:00;5735;HH;верх;3390,600;3379,830;40,710;5;2
5/5;569;2025-08-06T12:00:00;5751;HL;низ;3358,255;3379,310;32,345;16;1
5/5;570;2025-08-06T18:00:00;5757;LH;верх;3380,090;3369,270;21,835;6;1
5/5;571;2025-08-07T03:00:00;5765;HL;низ;3365,305;3375,640;14,785;8;1
5/5;572;2025-08-07T10:00:00;5772;HH;верх;3397,580;3380,735;32,275;7;1
5/5;573;2025-08-07T14:00:00;5776;HL;низ;3371,870;3388,900;25,710;4;1
5/5;574;2025-08-08T01:00:00;5786;HH;верх;3409,430;3396,050;37,560;10;1
5/5;575;2025-08-08T04:00:00;5789;HL;низ;3381,215;3393,695;28,215;3;1
5/5;576;2025-08-08T10:00:00;5795;LH;верх;3404,280;3391,615;23,065;6;1
5/5;577;2025-08-08T14:00:00;5799;LL;низ;3380,455;3397,570;23,825;4;1
5/5;578;2025-08-08T21:00:00;5806;LH;верх;3403,960;3381,740;23,505;7;1
5/5;579;2025-08-11T20:00:00;5828;LL;низ;3341,155;3349,090;62,805;22;2
5/5;580;2025-08-12T10:00:00;5841;LH;верх;3358,250;3349,950;17,095;13;2
5/5;581;2025-08-12T17:00:00;5848;LL;низ;3331,170;3347,660;27,080;7;1
5/5;582;2025-08-12T18:00:00;5849;HH;верх;3359,340;3348,345;28,170;1;1
5/5;583;2025-08-13T03:00:00;5857;HL;низ;3342,635;3349,290;16,705;8;1
5/5;584;2025-08-13T17:00:00;5871;HH;верх;3370,825;3357,990;28,190;14;1
5/5;585;2025-08-13T21:00:00;5875;HL;низ;3350,015;3369,610;20,810;4;1
5/5;586;2025-08-14T03:00:00;5880;HH;верх;3374,805;3358,960;24,790;5;1
5/5;587;2025-08-14T19:00:00;5896;LL;низ;3329,850;3333,510;44,955;16;2
5/5;588;2025-08-15T08:00:00;5908;LH;верх;3348,915;3337,850;19,065;12;1
5/5;589;2025-08-18T02:00:00;5925;LL;низ;3323,685;3357,630;25,230;17;2
5/5;590;2025-08-18T08:00:00;5931;HH;верх;3358,490;3346,635;34,805;6;1
5/5;591;2025-08-19T03:00:00;5949;HL;низ;3326,285;3336,170;32,205;18;1
5/5;592;2025-08-19T13:00:00;5959;LH;верх;3345,465;3322,690;19,180;10;1
5/5;593;2025-08-20T04:00:00;5973;LL;низ;3311,560;3323,210;33,905;14;1
5/5;594;2025-08-21T01:00:00;5993;HH;верх;3352,300;3339,910;40,740;20;2
5/5;595;2025-08-21T14:00:00;6006;HL;низ;3325,280;3339,805;27,020;13;1
5/5;596;2025-08-21T17:00:00;6009;LH;верх;3348,240;3338,935;22,960;3;1
5/5;597;2025-08-22T15:00:00;6030;LL;низ;3321,455;3374,350;26,785;21;1
5/5;598;2025-08-22T18:00:00;6033;HH;верх;3378,835;3371,230;57,380;3;1
5/5;599;2025-08-25T05:00:00;6043;HL;низ;3359,780;3366,180;19,055;10;2
5/5;600;2025-08-26T03:00:00;6064;HH;верх;3386,685;3376,685;26,905;21;2
5/5;601;2025-08-26T03:00:00;6064;LL;низ;3351,330;3376,685;35,355;0;2
5/5;602;2025-08-26T23:00:00;6084;HH;верх;3393,745;3384,220;42,415;20;1
5/5;603;2025-08-27T14:00:00;6098;HL;низ;3373,750;3395,550;19,995;14;1
5/5;604;2025-08-28T02:00:00;6109;HH;верх;3399,365;3390,390;25,615;11;2
5/5;605;2025-08-28T05:00:00;6112;HL;низ;3384,620;3395,920;14,745;3;1
5/5;606;2025-08-28T22:00:00;6129;HH;верх;3423,180;3409,895;38,560;17;1
