слой;№;время;бар;подпись;сторона;цена колена;цена сейчас;нога;баров от предыдущего;мутность
5/5;33;2024-09-04T12:00:00;319;LL;низ;2471,915;2496,260;25,070;7;1
5/5;34;2024-09-04T17:00:00;324;HH;верх;2500,345;2493,455;28,430;5;1
5/5;35;2024-09-05T07:00:00;337;HL;низ;2493,880;2515,570;6,465;13;1
5/5;36;2024-09-05T15:00:00;345;HH;верх;2523,525;2515,205;29,645;8;1
5/5;37;2024-09-05T18:00:00;348;HL;низ;2503,965;2516,815;19,560;3;2
5/5;38;2024-09-06T15:00:00;368;HH;верх;2529,300;2495,605;25,335;20;2
5/5;39;2024-09-06T19:00:00;372;LL;низ;2485,190;2497,955;44,110;4;1
5/5;40;2024-09-09T06:00:00;382;LH;верх;2500,590;2492,245;15,400;10;1
5/5;41;2024-09-09T09:00:00;385;HL;низ;2485,610;2497,270;14,980;3;1
5/5;42;2024-09-10T02:00:00;401;HH;верх;2507,740;2501,820;22,130;16;1
5/5;43;2024-09-10T11:00:00;410;HL;низ;2500,190;2506,845;7,550;9;1
5/5;44;2024-09-11T09:00:00;431;HH;верх;2529,090;2522,260;28,900;21;2
5/5;45;2024-09-11T17:00:00;439;HL;низ;2501,000;2512,990;28,090;8;2
5/5;46;2024-09-12T09:00:00;454;LH;верх;2522,360;2519,605;21,360;15;1
5/5;47;2024-09-12T14:00:00;459;HL;низ;2513,120;2550,825;9,240;5;1
5/5;48;2024-09-16T09:00:00;500;HH;верх;2589,715;2583,075;76,595;41;2
5/5;49;2024-09-16T13:00:00;504;HL;низ;2575,245;2579,950;14,470;4;1
5/5;50;2024-09-16T16:00:00;507;LH;верх;2589,405;2581,095;14,160;3;3
5/5;51;2024-09-17T20:00:00;534;LL;низ;2560,780;2574,100;28,625;27;1
5/5;52;2024-09-18T04:00:00;541;LH;верх;2576,540;2569,205;15,760;7;1
5/5;53;2024-09-18T08:00:00;545;HL;низ;2565,790;2576,225;10,750;4;1
5/5;54;2024-09-18T21:00:00;558;HH;верх;2600,290;2558,825;34,500;13;2
5/5;55;2024-09-18T22:00:00;559;LL;низ;2546,860;2555,310;53,430;1;1
5/5;56;2024-09-19T12:00:00;572;LH;верх;2594,945;2581,290;48,085;13;1
5/5;57;2024-09-19T16:00:00;576;HL;низ;2569,815;2588,320;25,130;4;1
5/5;58;2024-09-19T20:00:00;580;LH;верх;2592,735;2587,320;22,920;4;1
5/5;59;2024-09-20T04:00:00;587;HL;низ;2584,875;2605,545;7,860;7;1
5/5;60;2024-09-20T19:00:00;602;HH;верх;2625,790;2620,485;40,915;15;1
5/5;61;2024-09-23T04:00:00;610;HL;низ;2616,175;2624,550;9,615;8;1
5/5;62;2024-09-23T08:00:00;614;HH;верх;2631,405;2621,585;15,230;4;1
5/5;63;2024-09-23T10:00:00;616;LL;низ;2613,890;2627,125;17,515;2;1
5/5;64;2024-09-23T17:00:00;623;HH;верх;2634,905;2626,310;21,015;7;1
5/5;65;2024-09-24T03:00:00;632;HL;низ;2623,870;2625,500;11,035;9;1
5/5;66;2024-09-24T08:00:00;637;HH;верх;2640,180;2633,440;16,310;5;1
5/5;67;2024-09-24T10:00:00;639;LL;низ;2622,680;2633,255;17,500;2;1
5/5;68;2024-09-25T05:00:00;657;HH;верх;2670,605;2657,005;47,925;18;2
5/5;69;2024-09-25T10:00:00;662;HL;низ;2651,415;2659,525;19,190;5;1
5/5;70;2024-09-25T17:00:00;669;LH;верх;2667,505;2659,785;16,090;7;1
5/5;71;2024-09-25T19:00:00;671;LL;низ;2649,700;2658,365;17,805;2;2
5/5;72;2024-09-26T14:00:00;689;HH;верх;2685,640;2668,265;35,940;18;1
5/5;73;2024-09-26T16:00:00;691;HL;низ;2654,840;2675,980;30,800;2;1
5/5;74;2024-09-26T22:00:00;697;LH;верх;2677,880;2669,600;23,040;6;3
5/5;75;2024-09-27T20:00:00;718;LL;низ;2643,155;2663,630;34,725;21;1
5/5;76;2024-09-30T03:00:00;724;LH;верх;2666,050;2657,915;22,895;6;2
5/5;77;2024-09-30T21:00:00;742;LL;низ;2624,780;2636,500;41,270;18;1
5/5;78;2024-10-01T19:00:00;763;HH;верх;2673,260;2662,150;48,480;21;1
5/5;79;2024-10-02T08:00:00;775;HL;низ;2644,580;2649,205;28,680;12;1
5/5;80;2024-10-02T17:00:00;784;LH;верх;2663,445;2658,695;18,865;9;1
5/5;81;2024-10-02T18:00:00;785;LL;низ;2641,180;2658,750;22,265;1;1
5/5;82;2024-10-03T03:00:00;793;LH;верх;2663,015;2653,340;21,835;8;1
5/5;83;2024-10-03T17:00:00;807;LL;низ;2637,015;2658,055;26,000;14;1
5/5;84;2024-10-03T20:00:00;810;LH;верх;2662,200;2655,875;25,185;3;1
5/5;85;2024-10-04T02:00:00;815;HL;низ;2654,420;2664,105;7,780;5;1
5/5;86;2024-10-04T08:00:00;821;HH;верх;2667,870;2658,315;13,450;6;1
5/5;87;2024-10-04T15:00:00;828;LL;низ;2632,015;2650,110;35,855;7;1
5/5;88;2024-10-04T18:00:00;831;HH;верх;2670,240;2653,840;38,225;3;1
5/5;89;2024-10-07T09:00:00;845;HL;низ;2639,745;2657,025;30,495;14;1
5/5;90;2024-10-07T14:00:00;850;LH;верх;2659,660;2646,900;19,915;5;1
5/5;91;2024-10-07T15:00:00;851;LL;низ;2637,770;2648,035;21,890;1;1
5/5;92;2024-10-08T01:00:00;860;LH;верх;2649,260;2643,035;11,490;9;1
5/5;93;2024-10-08T11:00:00;870;LL;низ;2628,600;2639,715;20,660;10;1
5/5;94;2024-10-08T15:00:00;874;HH;верх;2653,115;2614,550;24,515;4;1
5/5;95;2024-10-08T18:00:00;877;LL;низ;2604,820;2621,965;48,295;3;1
5/5;96;2024-10-09T08:00:00;890;LH;верх;2624,375;2621,175;19,555;13;1
5/5;97;2024-10-09T10:00:00;892;HL;низ;2609,245;2618,960;15,130;2;1
5/5;98;2024-10-09T14:00:00;896;LH;верх;2622,465;2608,790;13,220;4;1
5/5;99;2024-10-10T15:00:00;920;LL;низ;2604,390;2623,910;18,075;24;2
5/5;100;2024-10-11T09:00:00;937;HH;верх;2647,245;2644,760;42,855;17;1
5/5;101;2024-10-11T12:00:00;940;HL;низ;2636,245;2653,135;11,000;3;1
5/5;102;2024-10-11T19:00:00;947;HH;верх;2661,475;2650,385;25,230;7;1
5/5;103;2024-10-14T05:00:00;956;HL;низ;2643,245;2660,570;18,230;9;1
5/5;104;2024-10-14T09:00:00;960;HH;верх;2666,875;2652,190;23,630;4;1
5/5;105;2024-10-14T18:00:00;969;HL;низ;2644,055;2648,785;22,820;9;1
5/5;106;2024-10-14T23:00:00;974;LH;верх;2653,365;2651,755;9,310;5;1
5/5;107;2024-10-15T08:00:00;982;LL;низ;2638,105;2653,055;15,260;8;1
5/5;108;2024-10-15T19:00:00;993;HH;верх;2668,965;2662,240;30,860;11;1
5/5;109;2024-10-16T03:00:00;1000;HL;низ;2658,800;2669,600;10,165;7;1
5/5;110;2024-10-16T16:00:00;1013;HH;верх;2685,465;2675,035;26,665;13;1
5/5;111;2024-10-16T19:00:00;1016;HL;низ;2666,795;2673,855;18,670;3;2
5/5;112;2024-10-18T08:00:00;1051;HH;верх;2714,140;2712,595;47,345;35;2
5/5;113;2024-10-18T11:00:00;1054;HL;низ;2701,735;2713,760;12,405;3;1
5/5;114;2024-10-21T16:00:00;1082;HH;верх;2740,600;2716,450;38,865;28;1
5/5;115;2024-10-21T22:00:00;1088;HL;низ;2714,235;2728,195;26,365;6;2
5/5;116;2024-10-22T23:00:00;1112;HH;верх;2748,975;2738,995;34,740;24;1
5/5;117;2024-10-23T05:00:00;1117;HL;низ;2737,940;2755,020;11,035;5;1
5/5;118;2024-10-23T11:00:00;1123;HH;верх;2758,525;2737,560;20,585;6;1
5/5;119;2024-10-23T18:00:00;1130;LL;низ;2708,755;2715,590;49,770;7;1
5/5;120;2024-10-24T16:00:00;1151;LH;верх;2743,325;2735,605;34,570;21;1
5/5;121;2024-10-25T12:00:00;1170;HL;низ;2717,100;2738,565;26,225;19;2
5/5;122;2024-10-25T23:00:00;1181;HH;верх;2747,835;2734,295;30,735;11;1
5/5;123;2024-10-28T03:00:00;1185;HL;низ;2724,755;2740,640;23,080;4;1
5/5;124;2024-10-28T08:00:00;1190;LH;верх;2744,650;2732,330;19,895;5;1
5/5;125;2024-10-28T12:00:00;1194;HL;низ;2727,930;2740,805;16,720;4;1
5/5;126;2024-10-28T16:00:00;1198;HH;верх;2746,010;2742,580;18,080;4;1
5/5;127;2024-10-29T00:00:00;1205;HL;низ;2739,870;2751,770;6,140;7;1
5/5;128;2024-10-29T04:00:00;1209;HH;верх;2757,780;2752,530;17,910;4;1
5/5;129;2024-10-29T13:00:00;1218;HL;низ;2746,195;2769,485;11,585;9;1
5/5;130;2024-10-30T08:00:00;1236;HH;верх;2789,855;2778,635;43,660;18;1
5/5;131;2024-10-30T15:00:00;1243;HL;низ;2770,925;2787,795;18,930;7;1
5/5;132;2024-10-31T03:00:00;1254;HH;верх;2790,170;2779,915;19,245;11;2
5/5;133;2024-10-31T17:00:00;1268;LL;низ;2731,635;2743,950;58,535;14;1
5/5;134;2024-11-01T15:00:00;1289;LH;верх;2762,275;2736,230;30,640;21;2
5/5;135;2024-11-04T10:00:00;1306;HL;низ;2731,930;2746,800;30,345;17;2
5/5;136;2024-11-04T16:00:00;1312;LH;верх;2748,240;2738,395;16,310;6;1
5/5;137;2024-11-05T04:00:00;1323;LL;низ;2724,765;2736,560;23,475;11;2
5/5;138;2024-11-05T16:00:00;1335;HH;верх;2750,090;2740,540;25,325;12;1
5/5;139;2024-11-05T17:00:00;1336;HL;низ;2733,035;2743,100;17,055;1;1
5/5;140;2024-11-06T03:00:00;1345;LH;верх;2749,780;2707,125;16,745;9;1
5/5;141;2024-11-07T03:00:00;1368;LL;низ;2643,355;2657,170;106,425;23;2
5/5;142;2024-11-07T22:00:00;1387;LH;верх;2710,520;2697,590;67,165;19;1
5/5;143;2024-11-08T09:00:00;1397;HL;низ;2680,415;2691,975;30,105;10;1
5/5;144;2024-11-08T16:00:00;1404;LH;верх;2704,120;2687,155;23,705;7;1
5/5;145;2024-11-11T04:00:00;1415;LL;низ;2666,570;2669,680;37,550;11;1
5/5;146;2024-11-11T12:00:00;1423;LH;верх;2675,340;2614,610;8,770;8;1
5/5;147;2024-11-11T20:00:00;1431;LL;низ;2610,695;2624,080;64,645;8;1
5/5;148;2024-11-12T03:00:00;1437;LH;верх;2627,235;2607,995;16,540;6;1
5/5;149;2024-11-12T12:00:00;1446;LL;низ;2589,725;2598,535;37,510;9;1
5/5;150;2024-11-12T16:00:00;1450;LH;верх;2617,125;2598,235;27,400;4;1
5/5;151;2024-11-12T19:00:00;1453;HL;низ;2592,530;2599,025;24,595;3;1
5/5;152;2024-11-13T05:00:00;1462;LH;верх;2613,285;2607,760;20,755;9;1
5/5;153;2024-11-13T10:00:00;1467;HL;низ;2601,095;2612,350;12,190;5;1
5/5;154;2024-11-13T15:00:00;1472;HH;верх;2618,920;2582,815;17,825;5;1
5/5;155;2024-11-14T11:00:00;1491;LL;низ;2536,855;2559,775;82,065;19;1
5/5;156;2024-11-14T18:00:00;1498;LH;верх;2577,525;2564,720;40,670;7;1
5/5;157;2024-11-15T08:00:00;1511;HL;низ;2554,395;2570,805;23,130;13;1
5/5;158;2024-11-15T17:00:00;1520;LH;верх;2576,045;2562,260;21,650;9;1
5/5;159;2024-11-15T20:00:00;1523;HL;низ;2559,525;2576,550;16,520;3;1
5/5;160;2024-11-19T15:00:00;1564;HH;верх;2639,530;2630,240;80,005;41;3
5/5;161;2024-11-19T17:00:00;1566;HL;низ;2621,000;2633,790;18,530;2;1
5/5;162;2024-11-20T04:00:00;1576;HH;верх;2641,940;2621,655;20,940;10;1
5/5;163;2024-11-20T10:00:00;1582;LL;низ;2618,890;2636,145;23,050;6;1
5/5;164;2024-11-21T13:00:00;1608;HH;верх;2673,595;2664,770;54,705;26;2
5/5;165;2024-11-21T15:00:00;1610;HL;низ;2660,510;2672,490;13,085;2;1
5/5;166;2024-11-22T13:00:00;1631;HH;верх;2710,185;2705,215;49,675;21;1
5/5;167;2024-11-22T16:00:00;1634;HL;низ;2684,495;2708,230;25,690;3;1
5/5;168;2024-11-25T01:00:00;1642;HH;верх;2721,420;2672,575;36,925;8;1
5/5;169;2024-11-25T07:00:00;1648;LL;низ;2658,210;2677,805;63,210;6;1
5/5;170;2024-11-25T13:00:00;1654;LH;верх;2688,830;2632,015;30,620;6;1
5/5;171;2024-11-26T01:00:00;1665;LL;низ;2605,310;2626,455;83,520;11;1
5/5;172;2024-11-26T03:00:00;1667;LH;верх;2632,225;2622,150;26,915;2;1
5/5;173;2024-11-26T09:00:00;1673;HL;низ;2610,860;2631,075;21,365;6;1
5/5;174;2024-11-27T15:00:00;1702;HH;верх;2658,275;2638,975;47,415;29;2
5/5;175;2024-11-28T03:00:00;1713;HL;низ;2620,990;2636,970;37,285;11;1
5/5;176;2024-11-28T12:00:00;1722;LH;верх;2649,735;2638,245;28,745;9;1
5/5;177;2024-11-29T03:00:00;1734;HL;низ;2634,090;2665,315;15,645;12;2
5/5;178;2024-11-29T08:00:00;1739;HH;верх;2666,350;2659,680;32,260;5;1
5/5;179;2024-12-02T07:00:00;1759;LL;низ;2621,980;2635,945;44,370;20;2
5/5;180;2024-12-02T16:00:00;1768;LH;верх;2651,905;2637,680;29,925;9;1
5/5;181;2024-12-02T20:00:00;1772;HL;низ;2633,595;2641,185;18,310;4;2
5/5;182;2024-12-03T16:00:00;1791;HH;верх;2655,665;2640,985;22,070;19;2
5/5;183;2024-12-03T17:00:00;1792;HL;низ;2635,230;2642,180;20,435;1;2
5/5;184;2024-12-04T08:00:00;1806;LH;верх;2651,450;2646,240;16,220;14;1
5/5;185;2024-12-04T15:00:00;1813;LL;низ;2632,465;2649,070;18,985;7;1
5/5;186;2024-12-04T17:00:00;1815;HH;верх;2657,235;2650,110;24,770;2;3
5/5;187;2024-12-06T03:00:00;1847;LL;низ;2613,110;2639,365;44,125;32;2
5/5;188;2024-12-06T11:00:00;1855;LH;верх;2645,730;2635,685;32,620;8;1
5/5;189;2024-12-06T16:00:00;1860;HL;низ;2624,130;2634,885;21,600;5;2
5/5;190;2024-12-09T17:00:00;1884;HH;верх;2676,480;2657,940;52,350;24;2
5/5;191;2024-12-09T22:00:00;1889;HL;низ;2656,805;2669,110;19,675;5;1
5/5;192;2024-12-10T06:00:00;1896;LH;верх;2673,910;2665,115;17,105;7;1
5/5;193;2024-12-10T10:00:00;1900;HL;низ;2661,245;2680,455;12,665;4;1
5/5;194;2024-12-11T04:00:00;1917;HH;верх;2704,445;2690,290;43,200;17;1
5/5;195;2024-12-11T07:00:00;1920;HL;низ;2675,465;2694,375;28,980;3;1
5/5;196;2024-12-12T03:00:00;1939;HH;верх;2726,295;2718,555;50,830;19;1
5/5;197;2024-12-12T03:00:00;1939;HL;низ;2700,810;2718,555;25,485;0;1
5/5;198;2024-12-12T09:00:00;1945;LH;верх;2720,520;2706,915;19,710;6;1
5/5;199;2024-12-12T17:00:00;1953;LL;низ;2675,165;2679,775;45,355;8;2
5/5;200;2024-12-13T03:00:00;1962;LH;верх;2692,865;2689,770;17,700;9;1
5/5;201;2024-12-16T02:00:00;1984;LL;низ;2643,595;2652,940;49,270;22;1
5/5;202;2024-12-16T14:00:00;1996;LH;верх;2664,475;2652,150;20,880;12;1
5/5;203;2024-12-16T18:00:00;2000;HL;низ;2648,630;2652,750;15,845;4;1
5/5;204;2024-12-17T03:00:00;2008;LH;верх;2658,740;2649,010;10,110;8;1
5/5;205;2024-12-17T16:00:00;2021;LL;низ;2633,160;2645,435;25,580;13;1
5/5;206;2024-12-18T03:00:00;2031;LH;верх;2651,785;2646,760;18,625;10;2
5/5;207;2024-12-18T23:00:00;2051;LL;низ;2583,915;2610,515;67,870;20;1
5/5;208;2024-12-19T12:00:00;2063;LH;верх;2626,440;2588,450;42,525;12;1
5/5;209;2024-12-19T17:00:00;2068;HL;низ;2587,065;2596,820;39,375;5;2
5/5;210;2024-12-20T18:00:00;2092;HH;верх;2631,920;2623,610;44,855;24;1
5/5;211;2024-12-23T02:00:00;2099;HL;низ;2617,515;2626,830;14,405;7;1
5/5;212;2024-12-23T09:00:00;2106;HH;верх;2633,390;2615,170;15,875;7;1
5/5;213;2024-12-23T18:00:00;2115;LL;низ;2608,260;2612,755;25,130;9;1
5/5;214;2024-12-24T07:00:00;2127;LH;верх;2621,535;2615,570;13,275;12;1
5/5;215;2024-12-24T17:00:00;2137;HL;низ;2610,105;2621,560;11,430;10;3
5/5;216;2024-12-26T17:00:00;2157;HH;верх;2639,175;2634,380;29,070;20;1
5/5;217;2024-12-27T04:00:00;2167;HL;низ;2628,990;2633,715;10,185;10;1
5/5;218;2024-12-27T09:00:00;2172;LH;верх;2638,300;2626,365;9,310;5;1
5/5;219;2024-12-27T16:00:00;2179;LL;низ;2611,715;2620,770;26,585;7;2
5/5;220;2024-12-30T05:00:00;2191;LH;верх;2628,095;2612,070;16,380;12;2
5/5;221;2024-12-30T18:00:00;2204;LL;низ;2596,185;2605,825;31,910;13;1
5/5;222;2024-12-31T03:00:00;2212;LH;верх;2611,610;2607,895;15,425;8;1
5/5;223;2024-12-31T07:00:00;2216;HL;низ;2602,760;2611,870;8,850;4;1
5/5;224;2024-12-31T10:00:00;2219;HH;верх;2617,850;2613,295;15,090;3;1
5/5;225;2024-12-31T15:00:00;2224;HL;низ;2605,490;2624,945;12,360;5;1
5/5;226;2024-12-31T19:00:00;2228;HH;верх;2627,625;2623,815;22,135;4;1
5/5;227;2025-01-02T01:00:00;2233;HL;низ;2621,775;2634,095;5,850;5;1
5/5;228;2025-01-02T04:00:00;2236;HH;верх;2636,590;2636,060;14,815;3;1
5/5;229;2025-01-02T10:00:00;2242;HL;низ;2631,145;2643,005;5,445;6;1
5/5;230;2025-01-03T05:00:00;2260;HH;верх;2665,405;2652,980;34,260;18;2
5/5;231;2025-01-03T23:00:00;2278;HL;низ;2636,705;2640,280;28,700;18;1
5/5;232;2025-01-06T03:00:00;2281;LH;верх;2647,490;2631,570;10,785;3;1
5/5;233;2025-01-06T09:00:00;2287;LL;низ;2625,260;2645,535;22,230;6;1
5/5;234;2025-01-06T13:00:00;2291;HH;верх;2649,520;2640,815;24,260;4;1
5/5;235;2025-01-06T16:00:00;2294;LL;низ;2614,635;2634,440;34,885;3;1
5/5;236;2025-01-07T15:00:00;2316;HH;верх;2664,330;2649,235;49,695;22;1
5/5;237;2025-01-08T06:00:00;2330;HL;низ;2645,370;2653,605;18,960;14;2
5/5;238;2025-01-08T18:00:00;2342;HH;верх;2670,150;2661,655;24,780;12;1
5/5;239;2025-01-09T06:00:00;2353;HL;низ;2655,635;2665,035;14,515;11;1
5/5;240;2025-01-09T15:00:00;2362;HH;верх;2678,405;2671,435;22,770;9;1
5/5;241;2025-01-09T19:00:00;2366;HL;низ;2662,810;2670,080;15,595;4;2
5/5;242;2025-01-10T17:00:00;2387;HH;верх;2697,950;2690,735;35,140;21;1
5/5;243;2025-01-13T03:00:00;2396;HL;низ;2679,315;2690,040;18,635;9;1
5/5;244;2025-01-13T08:00:00;2401;LH;верх;2691,325;2676,000;12,010;5;1
5/5;245;2025-01-13T21:00:00;2414;LL;низ;2656,835;2670,780;34,490;13;1
5/5;246;2025-01-14T07:00:00;2423;LH;верх;2675,365;2666,770;18,530;9;1
5/5;247;2025-01-14T16:00:00;2432;HL;низ;2659,890;2674,335;15,475;9;1
5/5;248;2025-01-14T23:00:00;2439;HH;верх;2678,395;2676,185;18,505;7;1
5/5;249;2025-01-15T04:00:00;2443;HL;низ;2669,365;2681,455;9,030;4;1
5/5;250;2025-01-15T16:00:00;2455;HH;верх;2696,045;2694,100;26,680;12;1
5/5;251;2025-01-15T17:00:00;2456;HL;низ;2676,755;2696,375;19,290;1;1
5/5;252;2025-01-16T03:00:00;2465;HH;верх;2702,260;2693,980;25,505;9;1
5/5;253;2025-01-16T08:00:00;2470;HL;низ;2690,050;2706,475;12,210;5;1
5/5;254;2025-01-16T19:00:00;2481;HH;верх;2724,785;2714,635;34,735;11;1
5/5;255;2025-01-17T03:00:00;2488;HL;низ;2709,965;2712,750;14,820;7;1
5/5;256;2025-01-17T05:00:00;2490;LH;верх;2717,430;2711,755;7,465;2;1
5/5;257;2025-01-17T16:00:00;2501;LL;низ;2702,745;2703,110;14,685;11;1
5/5;258;2025-01-17T18:00:00;2503;LH;верх;2717,395;2703,150;14,650;2;1
5/5;259;2025-01-20T03:00:00;2511;LL;низ;2689,375;2711,855;28,020;8;1
5/5;260;2025-01-20T08:00:00;2516;LH;верх;2713,885;2708,515;24,510;5;1
5/5;261;2025-01-20T15:00:00;2523;HL;низ;2701,765;2710,750;12,120;7;2
5/5;262;2025-01-21T09:00:00;2538;HH;верх;2733,060;2727,025;31,295;15;1
5/5;263;2025-01-21T13:00:00;2542;HL;низ;2716,615;2743,320;16,445;4;2
5/5;264;2025-01-22T12:00:00;2564;HH;верх;2763,435;2759,475;46,820;22;1
5/5;265;2025-01-23T15:00:00;2590;HL;низ;2735,960;2755,895;27,475;26;3
5/5;266;2025-01-23T19:00:00;2594;LH;верх;2758,970;2754,665;23,010;4;1
5/5;267;2025-01-24T10:00:00;2608;HL;низ;2770,180;2782,450;11,210;14;1
5/5;268;2025-01-24T17:00:00;2615;HH;верх;2786,060;2771,085;15,880;7;1
5/5;269;2025-01-27T09:00:00;2630;LL;низ;2747,420;2761,505;38,640;15;2
5/5;270;2025-01-27T13:00:00;2634;LH;верх;2772,105;2734,575;24,685;4;1
5/5;271;2025-01-27T19:00:00;2640;LL;низ;2730,560;2741,945;41,545;6;1
5/5;272;2025-01-28T01:00:00;2645;LH;верх;2745,360;2742,390;14,800;5;1
5/5;273;2025-01-28T10:00:00;2654;HL;низ;2734,815;2748,915;10,545;9;1
5/5;274;2025-01-29T03:00:00;2670;HH;верх;2766,265;2759,260;31,450;16;2
5/5;275;2025-01-29T21:00:00;2688;HL;низ;2744,755;2760,270;21,510;18;2
5/5;276;2025-01-30T18:00:00;2708;HH;верх;2798,605;2794,165;53,850;20;1
5/5;277;2025-01-30T23:00:00;2713;HL;низ;2788,485;2796,395;10,120;5;1
5/5;278;2025-01-31T02:00:00;2715;HH;верх;2799,565;2795,665;11,080;2;1
5/5;279;2025-01-31T12:00:00;2725;HL;низ;2791,070;2809,290;8,495;10;1
5/5;280;2025-01-31T17:00:00;2730;HH;верх;2817,215;2800,750;26,145;5;1
5/5;281;2025-02-03T05:00:00;2741;LL;низ;2772,215;2796,825;45,000;11;1
5/5;282;2025-02-03T16:00:00;2752;HH;верх;2830,755;2818,330;58,540;11;1
5/5;283;2025-02-03T23:00:00;2759;HL;низ;2812,278;2821,440;18,477;7;1
5/5;284;2025-02-04T04:00:00;2763;LH;верх;2824,650;2812,725;12,372;4;1
5/5;285;2025-02-04T09:00:00;2768;LL;низ;2807,275;2821,880;17,375;5;1
5/5;286;2025-02-04T17:00:00;2776;HH;верх;2845,470;2844,325;38,195;8;1
5/5;287;2025-02-05T03:00:00;2785;HL;низ;2839,740;2859,425;5,730;9;2
5/5;288;2025-02-05T17:00:00;2799;HH;верх;2882,310;2862,685;42,570;14;1
5/5;289;2025-02-05T22:00:00;2804;HL;низ;2859,975;2870,675;22,335;5;1
5/5;290;2025-02-06T04:00:00;2809;LH;верх;2873,340;2855,680;13,365;5;1
5/5;291;2025-02-06T10:00:00;2815;LL;низ;2848,970;2856,825;24,370;6;1
5/5;292;2025-02-06T14:00:00;2819;LH;верх;2870,395;2852,390;21,425;4;1
5/5;293;2025-02-06T17:00:00;2822;LL;низ;2834,270;2856,530;36,125;3;1
5/5;294;2025-02-07T05:00:00;2833;HH;верх;2870,565;2866,420;36,295;11;1
5/5;295;2025-02-07T15:00:00;2843;HL;низ;2852,595;2861,305;17,970;10;1
5/5;296;2025-02-11T04:00:00;2878;HH;верх;2942,780;2913,325;90,185;35;3
5/5;297;2025-02-11T15:00:00;2889;HL;низ;2881,560;2905,945;61,220;11;1
5/5;298;2025-02-11T18:00:00;2892;LH;верх;2908,675;2897,615;27,115;3;1
5/5;299;2025-02-12T15:00:00;2912;LL;низ;2864,330;2901,045;44,345;20;2
5/5;300;2025-02-13T07:00:00;2927;HH;верх;2922,880;2917,995;58,550;15;3
5/5;301;2025-02-13T15:00:00;2935;HL;низ;2905,885;2924,170;16,995;8;2
5/5;302;2025-02-14T12:00:00;2955;HH;верх;2939,980;2901,945;34,095;20;1
5/5;303;2025-02-14T22:00:00;2965;LL;низ;2877,025;2899,300;62,955;10;1
