слой;№;время;бар;подпись;сторона;цена колена;цена сейчас;нога;баров от предыдущего;мутность
3/3;1172;2018-11-21 10:00:00;7841;HL;низ;1222,286;1226,314;3,272;1;1
3/3;1173;2018-11-21 15:00:00;7846;HH;верх;1230,003;1227,070;7,717;5;1
3/3;1174;2018-11-22 01:00:00;7855;HL;низ;1224,998;1226,584;5,005;9;3
3/3;1175;2018-11-22 10:00:00;7864;LH;верх;1229,180;1227,834;4,182;9;1
3/3;1176;2018-11-23 01:00:00;7874;HL;низ;1226,374;1228,398;2,806;10;2
3/3;1177;2018-11-23 04:00:00;7877;LH;верх;1228,700;1224,256;2,326;3;1
3/3;1178;2018-11-23 13:00:00;7886;LL;низ;1220,382;1222,332;8,318;9;1
3/3;1179;2018-11-23 14:00:00;7887;LH;верх;1225,474;1223,666;5,092;1;1
3/3;1180;2018-11-23 17:00:00;7890;HL;низ;1222,332;1223,038;3,142;3;2
3/3;1181;2018-11-26 08:00:00;7901;HH;верх;1228,146;1226,431;5,814;11;1
3/3;1182;2018-11-26 20:00:00;7913;LL;низ;1221,821;1223,048;6,325;12;1
3/3;1183;2018-11-27 01:00:00;7917;LH;верх;1223,414;1221,964;1,593;4;1
3/3;1184;2018-11-27 08:00:00;7924;LL;низ;1219,652;1223,556;3,762;7;2
3/3;1185;2018-11-27 13:00:00;7929;HH;верх;1225,371;1212,660;5,719;5;1
3/3;1186;2018-11-27 17:00:00;7933;LL;низ;1211,980;1214,988;13,391;4;1
3/3;1187;2018-11-28 03:00:00;7942;LH;верх;1215,524;1214,296;3,544;9;2
3/3;1188;2018-11-28 08:00:00;7947;HL;низ;1212,510;1214,804;3,014;5;1
3/3;1189;2018-11-28 12:00:00;7951;HH;верх;1215,544;1212,962;3,034;4;1
3/3;1190;2018-11-28 14:00:00;7953;LL;низ;1211,281;1221,292;4,263;2;1
3/3;1191;2018-11-28 17:00:00;7956;HH;верх;1226,386;1220,281;15,105;3;1
3/3;1192;2018-11-28 21:00:00;7960;HL;низ;1220,196;1222,035;6,190;4;1
3/3;1193;2018-11-29 12:00:00;7974;HH;верх;1228,479;1227,766;8,283;14;1
3/3;1194;2018-11-29 12:00:00;7974;HL;низ;1224,392;1227,766;4,087;0;1
3/3;1195;2018-11-29 16:00:00;7978;HH;верх;1229,091;1224,208;4,699;4;1
3/3;1196;2018-11-29 19:00:00;7981;LL;низ;1222,379;1224,312;6,712;3;1
3/3;1197;2018-11-30 03:00:00;7988;LH;верх;1225,562;1224,398;3,183;7;1
3/3;1198;2018-11-30 14:00:00;7999;LL;низ;1216,751;1220,692;8,811;11;1
3/3;1199;2018-12-03 07:00:00;8015;HH;верх;1232,412;1230,179;15,661;16;2
3/3;1200;2018-12-03 12:00:00;8020;HL;низ;1227,953;1233,101;4,459;5;1
3/3;1201;2018-12-03 14:00:00;8022;HH;верх;1235,074;1233,028;7,121;2;1
3/3;1202;2018-12-03 20:00:00;8028;HL;низ;1230,084;1231,492;4,990;6;2
3/3;1203;2018-12-04 14:00:00;8045;HH;верх;1242,040;1240,078;11,956;17;3
3/3;1204;2018-12-04 19:00:00;8050;HL;низ;1236,832;1238,803;5,208;5;1
3/3;1205;2018-12-04 23:00:00;8053;LH;верх;1239,441;1235,130;2,609;3;1
3/3;1206;2018-12-05 08:00:00;8062;LL;низ;1233,416;1237,476;6,025;9;1
3/3;1207;2018-12-05 14:00:00;8068;LH;верх;1238,803;1238,450;5,387;6;1
3/3;1208;2018-12-05 15:00:00;8069;HL;низ;1235,527;1236,566;3,276;1;1
3/3;1209;2018-12-05 18:00:00;8072;HH;верх;1239,130;1237,032;3,603;3;1
3/3;1210;2018-12-05 19:00:00;8073;HL;низ;1236,082;1238,364;3,048;1;1
3/3;1211;2018-12-06 02:00:00;8079;HH;верх;1240,854;1239,935;4,772;6;1
3/3;1212;2018-12-06 07:00:00;8084;LL;низ;1234,788;1236,216;6,066;5;1
3/3;1213;2018-12-06 14:00:00;8091;HH;верх;1244,356;1239,714;9,568;7;1
3/3;1214;2018-12-06 20:00:00;8097;HL;низ;1236,534;1238,552;7,822;6;1
3/3;1215;2018-12-07 03:00:00;8103;LH;верх;1240,672;1239,659;4,138;6;1
3/3;1216;2018-12-07 07:00:00;8107;HL;низ;1238,069;1241,053;2,603;4;2
3/3;1217;2018-12-09 23:00:00;8122;HH;верх;1251,276;1249,494;13,207;15;1
3/3;1218;2018-12-10 01:00:00;8124;HL;низ;1247,777;1249,448;3,499;2;1
3/3;1219;2018-12-10 06:00:00;8129;LH;верх;1250,134;1246,780;2,357;5;2
3/3;1220;2018-12-10 19:00:00;8142;LL;низ;1241,642;1244,232;8,492;13;1
3/3;1221;2018-12-11 10:00:00;8156;LH;верх;1249,576;1246,786;7,934;14;1
3/3;1222;2018-12-11 19:00:00;8165;LL;низ;1241,092;1243,226;8,484;9;1
3/3;1223;2018-12-12 02:00:00;8171;LH;верх;1246,251;1244,024;5,159;6;1
3/3;1224;2018-12-12 08:00:00;8177;HL;низ;1242,092;1244,470;4,159;6;2
3/3;1225;2018-12-12 18:00:00;8187;HH;верх;1247,244;1245,762;5,152;10;2
3/3;1226;2018-12-13 02:00:00;8194;HL;низ;1244,045;1244,999;3,199;7;1
3/3;1227;2018-12-13 07:00:00;8199;LH;верх;1246,837;1241,726;2,792;5;2
3/3;1228;2018-12-14 14:00:00;8229;LL;низ;1233,000;1239,842;13,837;30;4
3/3;1229;2018-12-14 17:00:00;8232;LH;верх;1240,394;1238,407;7,394;3;2
3/3;1230;2018-12-17 00:00:00;8238;HL;низ;1235,867;1237,866;4,527;6;1
3/3;1231;2018-12-17 03:00:00;8241;LH;верх;1238,214;1237,633;2,347;3;1
3/3;1232;2018-12-17 06:00:00;8244;HL;низ;1236,529;1238,466;1,685;3;1
3/3;1233;2018-12-17 18:00:00;8256;HH;верх;1248,202;1245,964;11,673;12;1
3/3;1234;2018-12-17 23:00:00;8260;HL;низ;1245,200;1248,032;3,002;4;1
3/3;1235;2018-12-18 04:00:00;8265;HH;верх;1249,053;1247,958;3,853;5;1
3/3;1236;2018-12-18 07:00:00;8268;LL;низ;1245,168;1249,551;3,885;3;1
3/3;1237;2018-12-18 11:00:00;8272;HH;верх;1250,479;1247,104;5,311;4;1
3/3;1238;2018-12-18 14:00:00;8275;HL;низ;1245,925;1249,168;4,554;3;2
3/3;1239;2018-12-19 08:00:00;8292;HH;верх;1251,450;1248,412;5,525;17;1
3/3;1240;2018-12-19 10:00:00;8294;HL;низ;1246,786;1248,474;4,664;2;1
3/3;1241;2018-12-19 15:00:00;8299;HH;верх;1258,094;1252,003;11,308;5;1
3/3;1242;2018-12-19 21:00:00;8305;LL;низ;1241,854;1245,202;16,240;6;1
3/3;1243;2018-12-20 02:00:00;8309;LH;верх;1245,882;1245,118;4,028;4;1
3/3;1244;2018-12-20 13:00:00;8320;HL;низ;1253,570;1260,125;7,688;11;1
3/3;1245;2018-12-20 19:00:00;8326;HH;верх;1266,558;1262,022;12,988;6;1
3/3;1246;2018-12-20 21:00:00;8328;HL;низ;1259,752;1261,158;6,806;2;1
3/3;1247;2018-12-21 08:00:00;8338;LH;верх;1262,830;1260,288;3,078;10;1
3/3;1248;2018-12-21 10:00:00;8340;LL;низ;1256,250;1260,904;6,580;2;1
3/3;1249;2018-12-21 13:00:00;8343;LH;верх;1262,252;1257,673;6,002;3;1
3/3;1250;2018-12-21 18:00:00;8348;LL;низ;1254,014;1255,984;8,238;5;1
3/3;1251;2018-12-24 08:00:00;8361;HH;верх;1265,480;1261,040;11,466;13;2
3/3;1252;2018-12-24 10:00:00;8363;HL;низ;1259,443;1263,242;6,037;2;2
3/3;1253;2018-12-26 06:00:00;8380;HH;верх;1274,854;1272,816;15,411;17;1
3/3;1254;2018-12-26 12:00:00;8386;HL;низ;1271,128;1278,304;3,726;6;1
3/3;1255;2018-12-26 16:00:00;8390;HH;верх;1279,128;1266,528;8,000;4;1
3/3;1256;2018-12-26 20:00:00;8394;LL;низ;1264,719;1270,535;14,409;4;1
3/3;1257;2018-12-27 01:00:00;8398;LH;верх;1272,420;1269,694;7,701;4;1
3/3;1258;2018-12-27 07:00:00;8404;HL;низ;1266,751;1272,548;5,669;6;2
3/3;1259;2018-12-27 18:00:00;8415;HH;верх;1278,991;1275,606;12,240;11;1
3/3;1260;2018-12-27 20:00:00;8417;HL;низ;1274,155;1275,632;4,836;2;1
3/3;1261;2018-12-28 08:00:00;8428;HH;верх;1282,237;1278,690;8,082;11;1
3/3;1262;2018-12-28 09:00:00;8429;HL;низ;1276,108;1277,416;6,129;1;2
3/3;1263;2018-12-28 21:00:00;8441;LH;верх;1281,375;1278,698;5,267;12;1
3/3;1264;2018-12-31 03:00:00;8446;HL;низ;1277,556;1279,668;3,819;5;1
3/3;1265;2018-12-31 11:00:00;8454;HH;верх;1284,202;1280,548;6,646;8;1
3/3;1266;2018-12-31 18:00:00;8461;HL;низ;1278,159;1282,413;6,043;7;1
3/3;1267;2018-12-31 21:00:00;8464;LH;верх;1283,070;1279,944;4,911;3;1
3/3;1268;2019-01-02 01:00:00;8467;HL;низ;1278,782;1284,049;4,288;3;1
3/3;1269;2019-01-02 09:00:00;8475;HH;верх;1288,840;1285,569;10,058;8;1
3/3;1270;2019-01-02 14:00:00;8480;HL;низ;1281,904;1284,139;6,936;5;1
3/3;1271;2019-01-02 16:00:00;8482;LH;верх;1287,834;1281,632;5,930;2;1
3/3;1272;2019-01-02 18:00:00;8484;LL;низ;1278,859;1284,343;8,975;2;1
3/3;1273;2019-01-03 06:00:00;8495;HH;верх;1292,346;1288,199;13,487;11;2
3/3;1274;2019-01-03 13:00:00;8502;HL;низ;1284,668;1289,338;7,678;7;1
3/3;1275;2019-01-04 01:00:00;8513;HH;верх;1298,633;1294,546;13,965;11;1
3/3;1276;2019-01-04 14:00:00;8526;LL;низ;1276,699;1284,456;21,934;13;3
3/3;1277;2019-01-07 13:00:00;8548;LH;верх;1295,106;1287,818;18,407;22;3
3/3;1278;2019-01-07 16:00:00;8551;HL;низ;1286,264;1288,480;8,842;3;2
3/3;1279;2019-01-08 01:00:00;8559;LH;верх;1290,323;1283,075;4,059;8;1
3/3;1280;2019-01-08 13:00:00;8571;LL;низ;1279,437;1284,526;10,886;12;2
3/3;1281;2019-01-09 01:00:00;8582;LH;верх;1287,238;1282,215;7,801;11;3
3/3;1282;2019-01-09 12:00:00;8593;HL;низ;1280,151;1290,096;7,087;11;1
3/3;1283;2019-01-09 20:00:00;8601;HH;верх;1293,928;1293,220;13,777;8;2
3/3;1284;2019-01-10 01:00:00;8605;HL;низ;1291,708;1295,794;2,220;4;1
3/3;1285;2019-01-10 03:00:00;8607;HH;верх;1297,194;1295,255;5,486;2;3
3/3;1286;2019-01-10 21:00:00;8625;LL;низ;1286,145;1289,830;11,049;18;1
3/3;1287;2019-01-11 08:00:00;8635;LH;верх;1295,254;1291,626;9,109;10;1
3/3;1288;2019-01-11 14:00:00;8641;HL;низ;1287,079;1290,262;8,175;6;2
3/3;1289;2019-01-14 11:00:00;8661;HH;верх;1295,954;1292,174;8,875;20;2
3/3;1290;2019-01-14 13:00:00;8663;HL;низ;1288,527;1290,706;7,427;2;2
3/3;1291;2019-01-15 01:00:00;8674;LH;верх;1293,430;1291,345;4,903;11;1
3/3;1292;2019-01-15 08:00:00;8681;LL;низ;1287,522;1291,228;5,908;7;1
3/3;1293;2019-01-15 15:00:00;8688;HH;верх;1294,707;1288,774;7,185;7;1
3/3;1294;2019-01-15 17:00:00;8690;LL;низ;1286,811;1289,084;7,896;2;1
3/3;1295;2019-01-16 01:00:00;8697;LH;верх;1291,276;1289,692;4,465;7;1
3/3;1296;2019-01-16 03:00:00;8699;HL;низ;1288,436;1291,128;2,840;2;1
3/3;1297;2019-01-16 06:00:00;8702;HH;верх;1292,762;1289,942;4,326;3;1
3/3;1298;2019-01-16 12:00:00;8708;LL;низ;1287,977;1293,048;4,785;6;1
3/3;1299;2019-01-16 15:00:00;8711;HH;верх;1295,046;1293,481;7,069;3;1
3/3;1300;2019-01-16 19:00:00;8715;HL;низ;1292,298;1293,042;2,748;4;1
3/3;1301;2019-01-17 02:00:00;8721;HH;верх;1295,431;1292,728;3,133;6;1
3/3;1302;2019-01-17 07:00:00;8726;LL;низ;1291,428;1294,314;4,003;5;1
3/3;1303;2019-01-17 08:00:00;8727;LH;верх;1295,078;1294,139;3,650;1;1
3/3;1304;2019-01-17 15:00:00;8734;LL;низ;1288,818;1292,336;6,260;7;1
3/3;1305;2019-01-17 19:00:00;8738;LH;верх;1293,331;1292,382;4,513;4;1
3/3;1306;2019-01-18 20:00:00;8762;LL;низ;1280,717;1283,508;12,614;24;5
3/3;1307;2019-01-21 01:00:00;8766;LH;верх;1283,652;1281,424;2,935;4;2
3/3;1308;2019-01-21 12:00:00;8777;LL;низ;1276,851;1280,480;6,801;11;1
3/3;1309;2019-01-21 14:00:00;8779;LH;верх;1281,114;1280,280;4,263;2;1
3/3;1310;2019-01-22 05:00:00;8789;HL;низ;1277,542;1284,629;3,572;10;1
3/3;1311;2019-01-22 09:00:00;8793;HH;верх;1284,932;1283,302;7,390;4;2
3/3;1312;2019-01-22 15:00:00;8799;HL;низ;1279,346;1284,548;5,586;6;1
3/3;1313;2019-01-23 01:00:00;8808;HH;верх;1285,782;1283,459;6,436;9;1
3/3;1314;2019-01-23 01:00:00;8808;HL;низ;1283,142;1283,459;2,640;0;2
3/3;1315;2019-01-23 09:00:00;8816;HH;верх;1286,594;1285,113;3,452;8;1
3/3;1316;2019-01-23 14:00:00;8821;LL;низ;1278,753;1284,829;7,841;5;1
3/3;1317;2019-01-23 17:00:00;8824;LH;верх;1285,928;1283,151;7,175;3;1
3/3;1318;2019-01-23 21:00:00;8828;HL;низ;1282,336;1284,564;3,592;4;1
3/3;1319;2019-01-24 01:00:00;8831;LH;верх;1284,895;1281,754;2,559;3;1
3/3;1320;2019-01-24 13:00:00;8843;LL;низ;1276,914;1282,191;7,981;12;2
3/3;1321;2019-01-24 15:00:00;8845;LH;верх;1283,977;1280,036;7,063;2;1
3/3;1322;2019-01-24 19:00:00;8849;HL;низ;1279,588;1281,476;4,389;4;2
3/3;1323;2019-01-28 05:00:00;8881;HH;верх;1304,520;1300,507;24,932;32;5
3/3;1324;2019-01-28 14:00:00;8890;HL;низ;1297,772;1303,316;6,748;9;1
3/3;1325;2019-01-29 00:00:00;8899;HH;верх;1304,688;1303,814;6,916;9;1
3/3;1326;2019-01-29 01:00:00;8900;HL;низ;1302,834;1303,852;1,854;1;2
3/3;1327;2019-01-29 08:00:00;8907;HH;верх;1309,396;1307,734;6,562;7;1
3/3;1328;2019-01-29 14:00:00;8913;HL;низ;1306,244;1309,902;3,152;6;1
3/3;1329;2019-01-29 15:00:00;8914;HH;верх;1311,858;1310,478;5,614;1;1
3/3;1330;2019-01-30 00:00:00;8922;HL;низ;1310,682;1313,269;1,176;8;1
3/3;1331;2019-01-30 08:00:00;8930;HH;верх;1316,050;1313,437;5,368;8;1
3/3;1332;2019-01-30 18:00:00;8940;LL;низ;1309,164;1319,815;6,886;10;2
3/3;1333;2019-01-30 19:00:00;8941;HH;верх;1323,374;1319,328;14,210;1;1
3/3;1334;2019-01-31 01:00:00;8946;HL;низ;1317,539;1319,680;5,835;5;2
3/3;1335;2019-01-31 13:00:00;8958;HH;верх;1326,312;1321,461;8,773;12;1
3/3;1336;2019-01-31 19:00:00;8964;HL;низ;1318,926;1321,140;7,386;6;1
3/3;1337;2019-02-01 01:00:00;8969;LH;верх;1321,924;1318,414;2,998;5;1
3/3;1338;2019-02-01 07:00:00;8975;LL;низ;1316,739;1321,500;5,185;6;2
3/3;1339;2019-02-01 13:00:00;8981;HH;верх;1323,582;1316,843;6,843;6;1
3/3;1340;2019-02-01 15:00:00;8983;LL;низ;1316,244;1317,834;7,338;2;1
3/3;1341;2019-02-01 20:00:00;8988;LH;верх;1319,498;1315,718;3,254;5;2
3/3;1342;2019-02-04 14:00:00;9005;LL;низ;1308,713;1314,489;10,785;17;1
3/3;1343;2019-02-04 17:00:00;9008;LH;верх;1315,285;1312,105;6,572;3;1
3/3;1344;2019-02-05 00:00:00;9014;HL;низ;1311,358;1314,828;3,927;6;1
3/3;1345;2019-02-05 05:00:00;9019;HH;верх;1315,382;1312,403;4,024;5;1
3/3;1346;2019-02-05 09:00:00;9023;LL;низ;1310,815;1313,744;4,567;4;1
3/3;1347;2019-02-05 13:00:00;9027;HH;верх;1316,950;1313,479;6,135;4;1
3/3;1348;2019-02-05 17:00:00;9031;HL;низ;1312,762;1315,335;4,188;4;1
3/3;1349;2019-02-06 00:00:00;9037;LH;верх;1315,872;1314,376;3,110;6;1
3/3;1350;2019-02-06 02:00:00;9039;HL;низ;1312,850;1314,144;3,022;2;2
3/3;1351;2019-02-06 08:00:00;9045;LH;верх;1315,671;1312,267;2,821;6;1
3/3;1352;2019-02-06 12:00:00;9049;LL;низ;1311,662;1312,222;4,009;4;1
3/3;1353;2019-02-06 14:00:00;9051;LH;верх;1315,220;1312,506;3,558;2;2
3/3;1354;2019-02-07 04:00:00;9064;LL;низ;1302,887;1304,497;12,333;13;1
3/3;1355;2019-02-07 14:00:00;9074;LH;верх;1311,958;1310,905;9,071;10;1
3/3;1356;2019-02-08 07:00:00;9090;HL;низ;1307,890;1311,284;4,068;16;2
3/3;1357;2019-02-08 18:00:00;9101;HH;верх;1315,652;1314,120;7,762;11;3
3/3;1358;2019-02-11 04:00:00;9110;HL;низ;1310,631;1311,331;5,021;9;1
3/3;1359;2019-02-11 06:00:00;9112;LH;верх;1312,408;1306,975;1,777;2;1
3/3;1360;2019-02-11 14:00:00;9120;LL;низ;1303,764;1307,398;8,644;8;1
3/3;1361;2019-02-11 16:00:00;9122;LH;верх;1310,417;1308,452;6,653;2;2
3/3;1362;2019-02-12 01:00:00;9130;HL;низ;1306,604;1308,290;3,813;8;1
3/3;1363;2019-02-12 13:00:00;9142;HH;верх;1314,795;1309,465;8,191;12;2
3/3;1364;2019-02-12 15:00:00;9144;HL;низ;1308,369;1310,680;6,426;2;1
3/3;1365;2019-02-12 18:00:00;9147;LH;верх;1312,668;1310,764;4,299;3;1
3/3;1366;2019-02-13 00:00:00;9152;HL;низ;1309,456;1313,091;3,212;5;1
3/3;1367;2019-02-13 06:00:00;9158;HH;верх;1314,297;1312,672;4,841;6;1
3/3;1368;2019-02-13 13:00:00;9165;LL;низ;1308,210;1313,072;6,087;7;1
3/3;1369;2019-02-13 15:00:00;9167;HH;верх;1318,192;1310,810;9,982;2;1
3/3;1370;2019-02-13 20:00:00;9172;LL;низ;1305,140;1307,920;13,052;5;1
3/3;1371;2019-02-14 08:00:00;9183;LH;верх;1309,844;1306,167;4,704;11;2
3/3;1372;2019-02-14 12:00:00;9187;LL;низ;1302,449;1309,459;7,395;4;1
3/3;1373;2019-02-14 17:00:00;9192;HH;верх;1314,416;1312,764;11,967;5;3
3/3;1374;2019-02-15 01:00:00;9199;HL;низ;1311,491;1312,777;2,925;7;1
3/3;1375;2019-02-15 14:00:00;9212;HH;верх;1319,984;1317,666;8,493;13;1
3/3;1376;2019-02-15 15:00:00;9213;HL;низ;1314,336;1320,778;5,648;1;1
3/3;1377;2019-02-15 20:00:00;9218;HH;верх;1322,543;1321,668;8,207;5;1
3/3;1378;2019-02-17 23:00:00;9220;HL;низ;1320,676;1324,673;1,867;2;1
3/3;1379;2019-02-18 03:00:00;9224;HH;верх;1325,372;1323,396;4,696;4;1
3/3;1380;2019-02-18 08:00:00;9229;HL;низ;1321,382;1324,985;3,990;5;1
3/3;1381;2019-02-18 13:00:00;9234;HH;верх;1327,598;1326,104;6,216;5;1
3/3;1382;2019-02-19 06:00:00;9246;HL;низ;1323,016;1329,196;4,582;12;1
3/3;1383;2019-02-19 18:00:00;9258;HH;верх;1341,880;1341,008;18,864;12;1
3/3;1384;2019-02-20 00:00:00;9263;HL;низ;1339,444;1344,156;2,436;5;1
3/3;1385;2019-02-20 02:00:00;9265;HH;верх;1346,743;1342,550;7,299;2;1
3/3;1386;2019-02-20 06:00:00;9269;HL;низ;1341,449;1343,836;5,294;4;1
3/3;1387;2019-02-20 10:00:00;9273;LH;верх;1345,418;1342,806;3,969;4;1
3/3;1388;2019-02-20 14:00:00;9277;HL;низ;1342,232;1345,322;3,186;4;1
3/3;1389;2019-02-20 18:00:00;9281;HH;верх;1346,358;1338,543;4,126;4;1
3/3;1390;2019-02-20 19:00:00;9282;LL;низ;1337,076;1340,690;9,282;1;1
3/3;1391;2019-02-21 01:00:00;9287;LH;верх;1341,574;1340,199;4,498;5;1
3/3;1392;2019-02-21 02:00:00;9288;HL;низ;1337,546;1338,994;4,028;1;1
3/3;1393;2019-02-21 05:00:00;9291;LH;верх;1340,904;1336,116;3,358;3;1
3/3;1394;2019-02-21 09:00:00;9295;LL;низ;1332,102;1335,121;8,802;4;1
3/3;1395;2019-02-21 13:00:00;9299;LH;верх;1337,423;1331,018;5,321;4;1
3/3;1396;2019-02-21 21:00:00;9307;LL;низ;1321,214;1325,288;16,209;8;1
3/3;1397;2019-02-22 08:00:00;9317;LH;верх;1327,009;1323,182;5,795;10;1
3/3;1398;2019-02-22 10:00:00;9319;HL;низ;1321,692;1328,892;5,317;2;1
3/3;1399;2019-02-22 17:00:00;9326;HH;верх;1333,127;1328,495;11,435;7;1
3/3;1400;2019-02-24 23:00:00;9331;HL;низ;1326,977;1331,547;6,150;5;1
3/3;1401;2019-02-25 06:00:00;9338;LH;верх;1331,994;1329,549;5,017;7;1
3/3;1402;2019-02-25 13:00:00;9345;LL;низ;1325,234;1327,483;6,760;7;2
3/3;1403;2019-02-25 14:00:00;9346;HH;верх;1332,606;1326,407;7,372;1;1
3/3;1404;2019-02-25 17:00:00;9349;HL;низ;1325,738;1327,110;6,868;3;1
3/3;1405;2019-02-26 03:00:00;9358;LH;верх;1330,250;1327,746;4,512;9;1
3/3;1406;2019-02-26 12:00:00;9367;LL;низ;1323,576;1327,292;6,674;9;2
3/3;1407;2019-02-27 00:00:00;9378;LH;верх;1329,947;1327,311;6,371;11;2
3/3;1408;2019-02-27 08:00:00;9386;HL;низ;1325,772;1327,109;4,175;8;1
3/3;1409;2019-02-27 13:00:00;9391;LH;верх;1328,846;1320,847;3,074;5;1
3/3;1410;2019-02-27 17:00:00;9395;LL;низ;1316,972;1320,131;11,874;4;1
3/3;1411;2019-02-27 23:00:00;9400;LH;верх;1321,399;1319,276;4,427;5;1
3/3;1412;2019-02-28 01:00:00;9402;HL;низ;1317,336;1318,882;4,063;2;2
3/3;1413;2019-02-28 11:00:00;9412;HH;верх;1327,342;1317,353;10,006;10;1
3/3;1414;2019-02-28 20:00:00;9421;LL;низ;1312,725;1313,412;14,617;9;2
3/3;1415;2019-03-01 01:00:00;9425;LH;верх;1315,258;1313,234;2,533;4;2
3/3;1416;2019-03-01 20:00:00;9444;LL;низ;1290,315;1294,782;24,943;19;1
3/3;1417;2019-03-04 02:00:00;9449;LH;верх;1297,120;1294,141;6,805;5;1
3/3;1418;2019-03-04 14:00:00;9461;LL;низ;1282,946;1286,652;14,174;12;1
3/3;1419;2019-03-04 17:00:00;9464;LH;верх;1289,822;1286,856;6,876;3;1
3/3;1420;2019-03-05 00:00:00;9470;HL;низ;1285,685;1288,384;4,137;6;1
3/3;1421;2019-03-05 03:00:00;9473;LH;верх;1289,642;1287,144;3,957;3;1
3/3;1422;2019-03-05 10:00:00;9480;LL;низ;1283,570;1285,905;6,072;7;1
3/3;1423;2019-03-05 13:00:00;9483;LH;верх;1287,812;1283,642;4,242;3;1
3/3;1424;2019-03-05 15:00:00;9485;LL;низ;1281,253;1286,212;6,559;2;1
3/3;1425;2019-03-06 00:00:00;9493;HH;верх;1289,439;1287,208;8,186;8;1
3/3;1426;2019-03-06 02:00:00;9495;HL;низ;1286,095;1288,522;3,344;2;1
3/3;1427;2019-03-06 07:00:00;9500;HH;верх;1290,984;1285,442;4,889;5;2
3/3;1428;2019-03-06 15:00:00;9508;LL;низ;1283,706;1285,964;7,278;8;1
3/3;1429;2019-03-06 17:00:00;9510;LH;верх;1287,738;1287,562;4,032;2;1
3/3;1430;2019-03-06 19:00:00;9512;HL;низ;1285,226;1287,206;2,512;2;1
3/3;1431;2019-03-07 01:00:00;9517;HH;верх;1288,535;1286,188;3,309;5;1
3/3;1432;2019-03-07 08:00:00;9524;LL;низ;1280,922;1286,671;7,613;7;1
3/3;1433;2019-03-07 12:00:00;9528;HH;верх;1289,054;1286,812;8,132;4;1
3/3;1434;2019-03-07 14:00:00;9530;HL;низ;1282,962;1285,519;6,092;2;1
3/3;1435;2019-03-08 09:00:00;9548;HH;верх;1295,873;1293,348;12,911;18;1
3/3;1436;2019-03-08 13:00:00;9552;HL;низ;1291,663;1298,873;4,210;4;1
3/3;1437;2019-03-08 14:00:00;9553;HH;верх;1300,836;1298,176;9,173;1;2
3/3;1438;2019-03-11 02:00:00;9565;HL;низ;1295,771;1298,256;5,065;12;1
3/3;1439;2019-03-11 06:00:00;9569;LH;верх;1299,148;1296,632;3,377;4;1
3/3;1440;2019-03-11 07:00:00;9570;LL;низ;1295,618;1295,965;3,530;1;1
3/3;1441;2019-03-11 13:00:00;9576;LH;верх;1297,022;1291,370;1,404;6;1
3/3;1442;2019-03-11 17:00:00;9580;LL;низ;1290,558;1293,490;6,464;4;2
3/3;1443;2019-03-12 05:00:00;9591;HH;верх;1297,488;1295,714;6,930;11;1
3/3;1444;2019-03-12 07:00:00;9593;HL;низ;1294,466;1296,131;3,022;2;1
3/3;1445;2019-03-13 02:00:00;9611;HH;верх;1305,855;1304,570;11,389;18;3
3/3;1446;2019-03-13 06:00:00;9615;HL;низ;1303,826;1307,856;2,029;4;2
3/3;1447;2019-03-13 19:00:00;9628;HH;верх;1311,288;1309,582;7,462;13;2
3/3;1448;2019-03-14 13:00:00;9645;LL;низ;1292,927;1295,759;18,361;17;1
3/3;1449;2019-03-14 18:00:00;9650;LH;верх;1297,114;1296,474;4,187;5;1
3/3;1450;2019-03-15 01:00:00;9656;HL;низ;1294,190;1298,112;2,924;6;2
3/3;1451;2019-03-15 14:00:00;9669;HH;верх;1306,447;1302,636;12,257;13;1
3/3;1452;2019-03-18 01:00:00;9679;HL;низ;1298,325;1299,778;8,122;10;2
3/3;1453;2019-03-18 12:00:00;9690;HH;верх;1306,776;1304,238;8,451;11;1
3/3;1454;2019-03-18 17:00:00;9695;HL;низ;1301,102;1303,734;5,674;5;2
3/3;1455;2019-03-19 04:00:00;9705;HH;верх;1307,926;1304,706;6,824;10;1
3/3;1456;2019-03-19 08:00:00;9709;HL;низ;1303,808;1308,128;4,118;4;1
3/3;1457;2019-03-19 13:00:00;9714;HH;верх;1310,931;1306,272;7,123;5;1
3/3;1458;2019-03-20 01:00:00;9725;HL;низ;1303,926;1304,924;7,005;11;2
3/3;1459;2019-03-20 06:00:00;9730;LH;верх;1306,644;1303,263;2,718;5;1
3/3;1460;2019-03-20 08:00:00;9732;LL;низ;1301,749;1304,919;4,895;2;1
3/3;1461;2019-03-20 13:00:00;9737;HH;верх;1309,703;1300,906;7,954;5;1
3/3;1462;2019-03-20 15:00:00;9739;LL;низ;1298,803;1314,538;10,900;2;1
3/3;1463;2019-03-20 18:00:00;9742;HH;верх;1317,002;1314,066;18,199;3;1
3/3;1464;2019-03-21 06:00:00;9753;HL;низ;1317,455;1317,514;0,453;11;1
3/3;1465;2019-03-21 07:00:00;9754;HH;верх;1320,434;1314,386;2,979;1;1
3/3;1466;2019-03-21 16:00:00;9763;LL;низ;1303,354;1309,331;17,080;9;2
3/3;1467;2019-03-22 01:00:00;9771;LH;верх;1310,373;1308,247;7,019;8;1
