time,open,high,low,close,HH 2/2,LH 2/2,HL 2/2,LL 2/2,HH 5/5,LH 5/5,HL 5/5,LL 5/5,ВХОД,Запрет структуры,Запрет (буква),Против тренда,Против тренда (буква),Слом,Слом (буква),Заморозка,Заморозка (буква),Бол.свеча,Бол.свеча (буква),Нет RR,Нет RR (буква),Стоп-неделя,Фильтр БОК+LONG,Прочее
2026-05-25T12:05:00+03:00,4557.21,4557.385,4555.005,4555.015,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T12:10:00+03:00,4555.035,4557.315,4554.92,4555.47,,,4554.92,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T12:15:00+03:00,4555.48,4557.46,4555.475,4556.525,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T12:20:00+03:00,4556.465,4556.7,4555.58,4556.525,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T12:25:00+03:00,4556.49,4559.12,4556.355,4558.94,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T12:30:00+03:00,4558.925,4565.315,4558.435,4565.285,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T12:35:00+03:00,4565.275,4565.88,4563.1,4564.975,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T12:40:00+03:00,4564.97,4566.15,4563.915,4565.91,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T12:45:00+03:00,4565.915,4566.94,4564.75,4566.525,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T12:50:00+03:00,4566.51,4568.455,4566.2,4567.185,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T12:55:00+03:00,4567.14,4569.165,4566.815,4567.62,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T13:00:00+03:00,4567.62,4569.97,4567.62,4568.995,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T13:05:00+03:00,4569.03,4571.025,4568.88,4571.025,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T13:10:00+03:00,4571.015,4572.545,4569.95,4572.185,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T13:15:00+03:00,4572.205,4573.825,4571.285,4572.965,4573.825,,,,4573.825,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026-05-25T13:20:00+03:00,4572.98,4573.035,4571.17,4572.515,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T13:25:00+03:00,4572.495,4572.545,4569.995,4571.13,,,4569.995,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T13:30:00+03:00,4571.135,4573.38,4570.21,4572.65,,4573.38,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2026-05-25T13:35:00+03:00,4572.66,4572.72,4570.725,4570.98,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T13:40:00+03:00,4570.97,4571.065,4568.47,4570.43,,,,4568.47,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T13:45:00+03:00,4570.445,4572.655,4570.33,4570.59,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T13:50:00+03:00,4570.62,4570.62,4569.19,4569.89,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T13:55:00+03:00,4569.885,4570.3,4568.52,4568.6,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T14:00:00+03:00,4568.63,4568.82,4567.93,4568.54,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T14:05:00+03:00,4568.565,4568.82,4567.705,4568.4,,,,4567.705,,,4567.705,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T14:10:00+03:00,4568.46,4572.64,4568.215,4572.305,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T14:15:00+03:00,4572.315,4575.315,4571.935,4574.925,4575.315,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T14:20:00+03:00,4574.98,4575.1,4571.785,4571.825,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T14:25:00+03:00,4571.81,4571.955,4569.45,4571.805,,,4569.45,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T14:30:00+03:00,4571.735,4574.63,4571.69,4573.15,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T14:35:00+03:00,4573.145,4576.33,4572.81,4576.11,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T14:40:00+03:00,4576.15,4576.28,4574.055,4574.58,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T14:45:00+03:00,4574.575,4577.115,4571.345,4571.345,4577.115,,,,4577.115,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T14:50:00+03:00,4571.33,4572.15,4570.515,4570.825,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T14:55:00+03:00,4570.845,4571.315,4569.28,4569.46,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T15:00:00+03:00,4569.455,4569.455,4563.865,4564.645,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T15:05:00+03:00,4564.635,4564.7,4557.27,4560.55,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T15:10:00+03:00,4560.525,4561.565,4556.33,4556.555,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T15:15:00+03:00,4556.535,4557.155,4554.02,4554.285,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T15:20:00+03:00,4554.27,4557.475,4553.12,4556.605,,,,4553.12,,,,4553.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2026-05-25T15:25:00+03:00,4556.575,4561.21,4556.39,4560.725,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T15:30:00+03:00,4560.73,4564.305,4559.98,4564.23,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T15:35:00+03:00,4564.2,4570.41,4563.365,4568.905,,4570.41,,,,4570.41,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T15:40:00+03:00,4568.91,4569.33,4566.44,4566.58,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-05-25T15:45:00+03:00,4566.575,4568.18,4564.185,4566.475,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026-05-25T15:50:00+03:00,4566.465,4567.39,4565.97,4566.845,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026-05-25T15:55:00+03:00,4566.85,4568.93,4566.68,4567.795,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
