dir,tStart,start,end,dur,born,prov,pStart,pEnd,imp,moveImp,addImp,mfeImp,maxKN,kn20,knees,mud,mud20,zeroBar,deathLvl
1,2019-09-16 11:00,12644,12662,18,пауза,False,1503.7,1494.449,12.961000000000013,-0.7137566545791194,-0.7941731538939287,0.20060180541624154,2,2,6,0,0,12628,1499.109
1,2019-09-18 02:00,12681,12697,16,пауза,False,1502.088,1490.531,6.468000000000075,-1.7867965367965186,-1.93051425882013,1.4800556586270845,2,2,3,1,2,12662,1500.618
1,2019-09-25 09:00,12803,12808,5,пауза,False,1530.444,1518.0,7.869999999999891,-1.5811944091486827,-1.6184800176908114,0.23659466327828538,2,2,2,0,0,12784,1527.798
-1,2019-09-25 20:00,12814,12900,86,рывок,True,1503.634,1483.641,5.123000000000047,3.9025961350770553,4.83873141232255,8.679289478820913,5,3,13,3,1,12802,1470.21
1,2019-10-01 19:00,12905,12967,62,пауза,False,1481.236,1496.634,25.105000000000018,0.6133439553873691,0.4756148907697149,1.53017327225652,2,2,12,1,0,12899,1506.524
-1,2019-10-04 19:00,12974,13008,34,пауза,False,1505.626,1496.832,13.870000000000118,0.6340302811823932,0.7737350228671497,1.3304974765681177,5,3,6,2,1,12967,1494.424
1,2019-10-08 20:00,13021,13059,38,пауза,False,1505.452,1502.81,10.878000000000156,-0.24287552858981565,-0.4417733016390078,1.0715205000919086,5,5,9,2,1,13002,1505.595
-1,2019-10-10 18:00,13065,13077,12,рывок,True,1495.06,1502.573,6.543999999999869,-1.1480745721271848,-1.0407491821635653,0.6305012224938965,4,4,3,0,0,13059,1497.284
1,2019-10-11 11:00,13081,13082,1,пауза,False,1483.072,1484.249,9.304000000000087,0.1265047291487665,0.1201800646102985,1.3791917454858111,1,1,1,0,0,13075,1493.944
-1,2019-10-14 00:00,13093,13103,10,пауза,False,1485.846,1494.819,15.264999999999873,-0.5878152636750757,-0.5494058709528942,0.12918440877825066,2,2,0,0,1,13078,1489.359
1,2019-10-15 06:00,13122,13129,7,пауза,False,1490.45,1487.698,4.821999999999889,-0.5707175445873115,-0.6558500578745631,1.6665284114475825,1,1,3,0,0,13112,1490.672
-1,2019-10-16 03:00,13142,13151,9,пауза,False,1483.456,1490.718,7.616999999999962,-0.9533937245635037,-0.8840961522321338,0.6291190757516004,2,2,1,0,1,13126,1484.962
1,2019-10-17 08:00,13170,13194,24,пауза,False,1488.576,1488.599,5.905999999999949,0.003894344734153584,-0.22949524904028212,1.4751100575685852,2,2,6,1,1,13151,1491.276
1,2019-10-21 04:00,13212,13223,11,пауза,False,1489.752,1485.071,4.212999999999965,-1.1110847377166102,-1.2640192569850288,1.3069071920247166,3,3,3,0,0,13196,1489.204
-1,2019-10-22 10:00,13241,13260,19,пауза,False,1487.776,1491.571,8.093000000000075,-0.4689237612751527,-0.3331888627972541,0.5950821697763483,2,2,3,2,2,13221,1488.744
1,2019-10-23 07:00,13261,13284,23,рывок,True,1492.869,1489.902,6.094000000000051,-0.4868723334427053,-0.7038453894354115,0.5584181161798476,5,5,6,0,0,13247,1491.042
1,2019-10-25 04:00,13304,13335,31,пауза,False,1503.095,1498.029,3.1130000000000564,-1.627369097333742,-2.1959424508287624,4.779633793767952,3,3,8,1,1,13284,1503.384
-1,2019-10-29 00:00,13346,13353,7,пауза,False,1492.045,1494.408,3.872000000000071,-0.6102789256197794,-0.5042590446613315,0.43982438016527464,2,2,3,0,0,13330,1493.006
1,2019-10-29 10:00,13356,13357,1,пауза,False,1486.97,1486.788,3.8759999999999764,-0.04695562435500967,-0.06213743004796821,1.827915376677007,1,1,1,0,0,13352,1490.977
-1,2019-10-29 18:00,13364,13379,15,пауза,False,1490.216,1493.139,8.923999999999978,-0.3275437023756173,-0.2296968913253284,0.3478260869565018,2,2,4,0,0,13353,1489.554
1,2019-10-30 19:00,13388,13453,65,рывок,True,1496.402,1507.466,2.1660000000001673,5.108033240996766,3.436309067718949,9.126962142196897,3,1,12,1,0,13375,1511.096
1,2019-11-07 04:00,13510,13513,3,пауза,False,1491.249,1487.059,4.337999999999965,-0.9658828953434966,-1.0065680064099223,0.1551406177962211,2,2,1,0,0,13495,1489.916
-1,2019-11-07 14:00,13520,13602,82,пауза,False,1484.265,1460.281,10.999000000000024,2.180561869260851,2.5957854997408125,3.5055914174015737,4,4,14,4,0,13513,1456.22
1,2019-11-13 12:00,13610,13675,65,рывок,False,1464.819,1460.076,2.5529999999998836,-1.8578143360752661,-3.2761279119938704,3.8327457892677352,5,5,9,4,2,13590,1464.732
1,2019-11-19 05:00,13695,13699,4,пауза,False,1472.231,1466.033,6.219000000000051,-0.9966232513265866,-1.034428323229473,0.1699630165621495,2,2,2,0,1,13679,1469.176
-1,2019-11-19 13:00,13703,13720,17,пауза,False,1468.806,1477.825,8.412000000000035,-1.0721588207322834,-0.9549487602088266,0.33190679980981125,1,1,2,1,1,13696,1473.288
1,2019-11-20 11:00,13724,13728,4,пауза,False,1474.208,1469.369,5.913999999999987,-0.818227933716635,-0.8579827091924642,0.4967872844098547,3,3,1,0,1,13700,1472.825
-1,2019-11-20 21:00,13734,13825,91,пауза,False,1471.626,1462.379,9.5,0.9733684210526391,1.5086604561933097,2.2568421052631638,3,2,12,3,1,13721,1459.218
-1,2019-11-27 19:00,13847,13885,38,пауза,False,1454.586,1461.611,7.626000000000204,-0.9211906635195257,-0.637475744134647,0.18830317335429891,2,2,6,0,0,13835,1458.311
1,2019-12-02 06:00,13896,13898,2,пауза,False,1460.282,1455.508,7.5219999999999345,-0.6346716298856593,-0.6503163207104737,0.027785163520348558,2,2,0,0,2,13883,1458.939
1,2019-12-02 15:00,13905,13951,46,рывок,False,1463.406,1473.088,7.5219999999999345,1.2871576708322388,0.94190473584237,2.7491358681202165,3,2,8,1,1,13883,1476.078
-1,2019-12-04 18:00,13954,14036,82,пауза,False,1474.132,1464.14,10.419000000000096,0.9590171801516335,1.3973552847345172,1.471926288511361,4,3,12,4,0,13943,1461.638
1,2019-12-10 17:00,14045,14088,43,пауза,False,1463.286,1468.926,9.038999999999987,0.6239628277464189,0.3545189225809729,2.278570638344953,4,2,6,2,1,14034,1474.175
-1,2019-12-13 15:00,14112,14127,15,пауза,False,1472.478,1477.302,13.648000000000138,-0.3534583821805241,-0.28947941516610676,0.5124560375146594,2,2,4,0,0,14088,1475.527
1,2019-12-16 11:00,14131,14179,48,пауза,False,1476.861,1472.488,4.19399999999996,-1.0426800190748902,-1.6876667699117331,0.8822126847877572,5,5,8,2,1,14112,1474.606
-1,2019-12-18 18:00,14184,14207,23,пауза,False,1474.611,1481.106,7.932999999999993,-0.8187318794907219,-0.652056749877768,0.15744359006681266,4,4,2,1,1,14153,1478.513
1,2019-12-20 06:00,14218,14229,11,пауза,False,1479.034,1477.414,3.765999999999849,-0.430164630908174,-0.6012514948693712,0.5361125862984828,2,2,4,0,0,14198,1477.996
1,2019-12-23 16:00,14251,14431,180,пауза,False,1483.067,1564.354,4.726000000000113,17.199957680913688,14.996731275518153,22.571307659754016,5,5,32,3,0,14228,1570.352
-1,2020-01-06 20:00,14436,14460,24,рывок,True,1565.634,1574.282,8.993999999999915,-0.9615299088281068,-0.8082722992181649,1.1392039137202794,2,2,1,1,1,14427,1570.888
-1,2020-01-09 04:00,14489,14523,34,пауза,False,1558.457,1558.701,9.014000000000124,-0.027069003771900507,0.18789713414329387,2.0191923674284196,4,4,7,0,0,14462,1552.502
1,2020-01-10 19:00,14527,14540,13,пауза,False,1558.914,1548.002,14.143000000000029,-0.7715477621438176,-0.8252989727149491,0.3017747295481878,2,2,1,1,2,14521,1554.382
-1,2020-01-14 05:00,14559,14576,17,рывок,True,1538.001,1549.548,9.603000000000065,-1.2024367385192072,-1.09976350836995,0.18900343642612122,4,4,3,0,0,14529,1547.133
1,2020-01-15 02:00,14579,14592,13,рывок,True,1552.25,1549.036,6.088999999999942,-0.5278370832648994,-0.6526857236175884,0.7899490885202811,3,3,2,0,1,14569,1550.386
1,2020-01-16 08:00,14608,14675,67,пауза,False,1553.95,1554.773,6.626999999999953,0.12418892409836597,-0.4388109537731781,2.2251395805039946,5,2,14,0,0,14590,1558.328
-1,2020-01-21 21:00,14686,14710,24,пауза,False,1558.168,1561.513,13.663000000000011,-0.2448217814535625,-0.1439362555198873,0.5772524335797363,0,0,4,0,0,14683,1559.261
1,2020-01-23 14:00,14725,14792,67,рывок,True,1562.958,1574.159,4.586000000000013,2.4424334932402947,1.628870433786591,5.59834278238114,4,2,14,2,1,14701,1578.17
1,2020-01-30 12:00,14838,14903,65,рывок,True,1580.869,1568.152,5.625999999999976,-2.2603981514397304,-2.90400898672591,2.008354070387491,3,3,8,1,0,14822,1573.877
-1,2020-02-04 13:00,14908,14950,42,рывок,True,1560.05,1562.287,10.011999999999944,-0.22343188174191897,0.014467380739325582,1.248152217339197,5,4,5,2,1,14883,1559.638
1,2020-02-06 18:00,14959,15012,53,рывок,False,1566.271,1567.799,7.08199999999988,0.21575826037843066,-0.2043647863789429,1.52287489409775,4,4,8,3,0,14946,1571.461
-1,2020-02-11 12:00,15022,15023,1,пауза,False,1569.764,1572.041,4.191000000000031,-0.5433070866141796,-0.5292663615209069,0.2786924361727235,2,2,0,0,1,15004,1570.065
-1,2020-02-11 15:00,15025,15055,30,рывок,False,1564.112,1569.931,4.191000000000031,-1.388451443569534,-0.9794743735449319,0.5077547124791555,4,4,9,1,1,15004,1567.754
-1,2020-02-26 00:00,15259,15285,26,пауза,False,1641.612,1650.91,33.25999999999999,-0.279555021046302,-0.23472232793115325,0.4989476849067959,4,3,5,1,1,15251,1646.296
1,2020-02-27 10:00,15292,15310,18,пауза,False,1648.142,1630.922,11.261999999999944,-1.5290356952584012,-1.6215839324826284,1.089948499378434,3,3,4,0,0,15280,1641.403
1,2020-03-03 21:00,15372,15472,100,рывок,True,1640.886,1651.724,7.658999999999878,1.4150672411542158,0.6822752349218298,8.1467554511034,5,4,20,0,0,15358,1667.902
-1,2020-03-12 04:00,15517,15596,79,пауза,False,1636.302,1534.128,17.336000000000013,5.8937471158283286,6.1474146498369215,10.663936317489602,5,5,16,3,0,15502,1519.638
1,2020-03-17 23:00,15604,15612,8,рывок,False,1537.882,1498.114,33.92399999999998,-1.1722674212946602,-1.186096106847634,0.16958495460440787,2,2,2,0,0,15592,1520.846
-1,2020-03-18 14:00,15619,15658,39,рывок,True,1499.592,1510.42,25.579999999999927,-0.4232994526974201,-0.3365548375051814,1.7307271305707697,5,5,8,1,1,15603,1493.384
1,2020-03-22 22:00,15672,15819,147,пауза,False,1489.034,1609.539,36.72199999999998,3.2815478459778866,3.0530991220359547,4.2317684221992256,5,2,19,7,0,15649,1616.21
-1,2020-04-07 16:00,15942,15978,36,пауза,False,1652.083,1654.87,19.837999999999965,-0.14048795241454845,-0.03709493469254991,0.534781732029447,5,5,8,3,2,15933,1649.992
1,2020-04-09 20:00,15992,16047,55,пауза,False,1683.505,1713.52,34.87200000000007,0.8607192016517495,0.7723220216524744,1.8415060793759963,5,4,9,4,1,15983,1719.985
-1,2020-04-15 15:00,16056,16074,18,рывок,True,1713.65,1732.034,11.489000000000033,-1.6001392636434817,-1.509419597213049,0.4057794412046324,2,2,4,0,0,16042,1723.969
-1,2020-04-17 04:00,16091,16123,32,пауза,False,1707.676,1690.093,15.751999999999953,1.1162392077196488,1.2321498821606924,2.31449974606399,5,4,6,1,1,16076,1685.708
1,2020-04-20 20:00,16130,16142,12,рывок,True,1696.239,1679.03,12.628000000000156,-1.3627652834969788,-1.4183827488059668,0.14832119100411975,2,2,3,0,0,16118,1686.395
-1,2020-04-21 14:00,16147,16164,17,пауза,False,1683.774,1696.15,36.53800000000001,-0.33871585746346816,-0.3117310463319524,0.34123378400568843,2,2,5,1,1,16140,1691.596
1,2020-04-22 22:00,16177,16217,40,рывок,True,1712.606,1713.236,11.117999999999938,0.056664867781985304,-0.14787521082942773,2.3630149307429464,4,3,7,2,2,16160,1721.256
-1,2020-04-27 00:00,16225,16299,74,пауза,False,1724.266,1715.632,18.579999999999927,0.4646932185145344,0.6863819700776614,1.7212594187298234,5,3,18,2,0,16213,1711.017
-1,2020-05-01 05:00,16322,16333,11,пауза,False,1672.992,1697.764,8.763999999999896,-2.8265632131447087,-2.7530450559473274,0.23767685988131915,3,3,2,0,0,16301,1690.318
1,2020-05-04 01:00,16341,16398,57,пауза,False,1698.843,1697.443,14.447000000000116,-0.09690593202741606,-0.3177389052063636,1.0304561500657454,4,4,8,3,0,16323,1700.826
-1,2020-05-06 20:00,16406,16420,14,рывок,True,1685.384,1695.935,7.017000000000053,-1.5036340316374308,-1.3872322473048782,0.39219039475558387,3,3,4,0,0,16394,1691.06
-1,2020-05-11 05:00,16460,16512,52,рывок,False,1705.306,1708.45,10.968000000000075,-0.2866520787746156,-0.0202920072818019,1.2016776075857014,3,3,11,1,1,16441,1706.014
1,2020-05-14 07:00,16531,16586,55,пауза,False,1715.374,1731.41,8.639999999999873,1.8560185185185527,1.4992376781325834,5.773379629629722,5,2,10,1,1,16509,1740.055
-1,2020-05-19 04:00,16597,16607,10,пауза,False,1735.896,1743.888,13.029999999999973,-0.6133537989255547,-0.5683561488945419,0.7115886415963126,4,4,3,0,0,16581,1739.209
1,2020-05-19 17:00,16610,16641,31,пауза,False,1743.198,1740.289,14.99499999999989,-0.19399799933311948,-0.3120352683848062,0.7236412137379102,3,3,5,2,1,16605,1746.487
-1,2020-05-21 15:00,16654,16669,15,пауза,False,1724.704,1736.522,10.760999999999967,-1.098225072019331,-1.0170815963374447,0.39968404423380205,4,4,4,0,1,16634,1730.604
1,2020-05-22 12:00,16674,16690,16,рывок,True,1734.741,1725.38,6.096000000000004,-1.5355971128608712,-1.688085010834744,0.6358267716535391,2,2,0,0,1,16665,1727.508
-1,2020-05-25 16:00,16701,16706,5,пауза,False,1729.186,1733.923,9.768000000000029,-0.4849508599508667,-0.4549101413568301,0.35861998361997527,3,3,3,0,1,16670,1730.978
1,2020-05-26 03:00,16707,16713,6,рывок,False,1735.156,1721.852,7.5499999999999545,-1.7621192052980053,-1.8087161055082728,0.05576158940398035,3,3,1,1,2,16698,1725.683
-1,2020-05-27 04:00,16731,16752,21,пауза,False,1706.852,1713.588,7.207999999999856,-0.9345172031076596,-0.7666015762710113,1.7821864594894923,5,5,6,0,0,16707,1710.828
1,2020-05-28 04:00,16754,16834,80,рывок,False,1716.372,1729.919,9.618999999999915,1.4083584572201004,0.9453241065549356,3.007797068302347,2,2,10,1,0,16748,1734.907
1,2020-06-04 16:00,16881,16900,19,рывок,True,1717.001,1687.54,7.100999999999885,-4.148852274327628,-4.303549152708372,0.6311787072243407,4,4,4,1,1,16871,1711.982
-1,2020-06-05 18:00,16906,16915,9,рывок,True,1683.036,1688.944,6.6189999999999145,-0.892581961021299,-0.8128358349527013,0.8354736365009887,2,2,2,0,0,16896,1685.938
1,2020-06-08 12:00,16923,17031,108,рывок,True,1691.57,1722.32,8.432000000000016,3.646821631878551,2.9257501632869958,6.326850094876643,5,4,18,2,1,16909,1728.09
-1,2020-06-15 17:00,17043,17103,60,рывок,True,1722.478,1733.114,6.1159999999999854,-1.739045127534335,-1.191309672048535,1.5856769130150614,2,2,12,2,1,17026,1728.582
1,2020-06-26 11:00,17244,17246,2,пауза,False,1762.529,1749.734,8.576999999999998,-1.4917803427772036,-1.5055006837337448,0.3088492479888207,1,1,1,0,0,17238,1758.306
1,2020-06-26 15:00,17248,17290,42,рывок,True,1766.63,1765.948,8.576999999999998,-0.07951498192841512,-0.35721667435726057,1.0565465780575842,2,2,10,2,0,17238,1768.842
1,2020-06-30 14:00,17293,17337,44,рывок,True,1781.242,1760.398,5.013999999999896,-4.157159952134121,-4.653640181391778,1.6001196649382339,2,1,5,2,1,17285,1765.949
1,2020-07-02 14:00,17339,17451,112,рывок,True,1775.497,1801.26,10.070999999999913,2.558137225697562,1.9311060099026254,4.229470757620931,5,2,14,5,0,17330,1806.785
-1,2020-07-09 23:00,17458,17469,11,пауза,False,1804.086,1808.126,9.37700000000018,-0.4308414204969485,-0.36212934524070123,0.8586968113468862,2,2,2,0,1,17444,1805.111
-1,2020-07-13 12:00,17494,17519,25,пауза,False,1807.588,1807.778,15.826999999999998,-0.012004801920771756,0.07864974143188412,1.0628672521640166,3,2,6,2,2,17471,1802.508
1,2020-07-15 03:00,17531,17532,1,пауза,False,1809.042,1806.138,3.9459999999999127,-0.7359351241763965,-0.7508476124850402,0.2686264571718693,2,2,1,1,2,17515,1807.52
1,2020-07-15 07:00,17535,17539,4,рывок,False,1811.844,1805.305,3.9459999999999127,-1.6571211353269468,-1.7167029250289383,0.859604662949855,2,2,2,1,2,17515,1807.52
1,2020-07-15 16:00,17544,17556,12,рывок,True,1812.577,1808.503,9.290000000000191,-0.43853606027986924,-0.5141374975158108,0.1019375672766275,2,2,4,1,1,17536,1810.19
-1,2020-07-16 13:00,17564,17589,25,рывок,True,1806.48,1810.574,3.30399999999986,-1.2391041162228282,-0.8048458057983291,3.438861985472325,3,3,4,0,0,17551,1809.04
1,2020-07-20 04:00,17601,17742,141,пауза,False,1809.014,1913.316,6.046000000000049,17.251405888190423,15.924345639081917,28.505127356929986,5,3,16,6,1,17575,1933.273
-1,2020-07-29 17:00,17775,17777,2,пауза,False,1959.716,1969.401,20.51599999999985,-0.47207057906025757,-0.4663345991234154,0.25838370052641696,1,1,1,0,1,17771,1962.042
1,2020-07-29 23:00,17780,17933,153,пауза,False,1966.67,2039.047,29.24200000000019,2.475104302031307,2.1756566549790417,3.714246631557328,4,2,23,5,1,17772,2051.0
-1,2020-08-07 20:00,17939,17955,16,пауза,False,2035.23,2047.57,48.76800000000003,-0.2530347769028853,-0.2339737896561512,0.3266486220472452,2,2,3,2,2,17931,2036.328
-1,2020-08-11 02:00,17967,17995,28,пауза,False,2019.602,1936.696,10.54600000000005,7.861369239522074,8.013342775196381,14.858998672482407,4,3,4,1,0,17956,1929.482
1,2020-08-12 23:00,18010,18050,40,пауза,False,1922.0,1934.07,42.38799999999992,0.2847504010569019,0.23110133542507968,1.0479380956874624,2,0,10,1,1,18007,1945.212
1,2020-08-18 00:00,18080,18117,37,рывок,False,1984.955,1964.766,11.423000000000002,-1.7673991070646806,-1.9518864055724334,2.693775715661401,2,1,3,3,2,18076,1979.668
1,2020-08-27 05:00,18246,18255,9,пауза,False,1940.039,1919.95,16.16800000000012,-1.2425160811479337,-1.275163261284502,2.2976249381494083,0,0,1,1,2,18243,1938.646
-1,2020-08-27 22:00,18262,18268,6,пауза,False,1927.467,1942.944,25.005999999999858,-0.6189314564504499,-0.6048625691199084,0.17111893145645127,2,2,2,0,0,18254,1935.196
1,2020-08-28 20:00,18284,18340,56,рывок,True,1965.026,1961.964,12.00799999999981,-0.25499666888742284,-0.5162180290148656,2.293387741505698,3,2,7,4,1,18264,1965.338
-1,2020-09-02 11:00,18344,18437,93,рывок,True,1959.25,1938.996,9.980000000000018,2.029458917835658,2.55075944545275,5.272745490981961,5,5,18,5,1,18317,1932.318
1,2020-09-09 00:00,18444,18454,10,пауза,False,1928.888,1922.62,12.95900000000006,-0.48367929624199396,-0.5289234801994053,0.42665329114900613,2,2,2,1,2,18434,1927.897
1,2020-09-10 01:00,18468,18495,27,пауза,False,1945.858,1942.234,6.598000000000184,-0.5492573507123254,-0.7837246774313129,3.139133070627374,2,2,6,1,1,18455,1944.254
1,2020-09-11 20:00,18510,18550,40,пауза,False,1940.456,1952.912,16.567000000000007,0.7518560994748672,0.6145906564856914,1.9173658477696678,2,2,10,1,1,18493,1960.303
-1,2020-09-15 20:00,18556,18565,9,пауза,False,1954.198,1961.528,10.447999999999865,-0.7015696784073527,-0.6510490420704416,0.41003062787137834,2,2,2,1,2,18547,1958.916
1,2020-09-16 12:00,18571,18583,12,рывок,True,1967.659,1946.87,7.354000000000042,-2.8268969268425477,-2.9224010541096006,0.8326081044329324,2,2,3,1,2,18560,1956.62
1,2020-09-18 10:00,18615,18618,3,рывок,False,1951.775,1946.736,4.824000000000069,-1.0445688225538796,-1.081155060490478,0.6915422885572067,3,3,1,0,0,18595,1950.819
1,2020-09-18 14:00,18619,18636,17,рывок,True,1954.43,1939.191,5.347999999999956,-2.8494764397906054,-3.0338390106812807,1.0665669409124903,3,3,4,0,0,18595,1946.723
-1,2020-09-21 18:00,18646,18758,112,рывок,True,1908.519,1873.034,8.901000000000067,3.9866307156498855,4.696082617039696,6.709133805190386,5,2,20,4,1,18629,1864.158
1,2020-09-29 08:00,18774,18888,114,пауза,False,1882.049,1909.536,11.644999999999982,2.360412194074721,1.8080748312421913,3.1468441391155038,5,3,13,6,2,18751,1910.822
-1,2020-10-06 11:00,18892,18893,1,пауза,False,1917.644,1915.891,7.852000000000089,0.2232552215995809,0.23074944967725616,0.6314314824248634,3,3,1,0,1,18882,1914.622
-1,2020-10-06 15:00,18896,18934,38,рывок,True,1902.232,1890.937,7.852000000000089,1.4384870096790556,1.7140359112619794,3.7358634742740358,3,3,6,3,2,18882,1888.812
1,2020-10-08 11:00,18938,18941,3,рывок,True,1892.604,1885.848,5.7719999999999345,-1.1704781704781986,-1.2010554421008865,1.4003811503811414,1,1,0,0,1,18930,1888.812
1,2020-10-08 17:00,18944,18997,53,рывок,True,1892.042,1916.828,5.7719999999999345,4.294178794178853,3.778705575686874,7.146569646569728,4,2,8,2,0,18930,1921.67
-1,2020-10-13 02:00,18998,19030,32,рывок,False,1913.232,1900.422,9.816000000000031,1.3050122249388656,1.4910172110630817,3.1375305623471785,5,5,5,0,0,18978,1895.238
1,2020-10-15 04:00,19046,19080,34,пауза,False,1901.362,1901.544,20.86999999999989,0.008720651653091391,-0.08412576747329092,0.6077623382846208,3,2,8,1,0,19020,1905.18
1,2020-10-19 17:00,19105,19112,7,пауза,False,1905.782,1896.681,15.606999999999971,-0.5831357724098098,-0.6094386479830217,0.29999359261869835,2,2,2,0,1,19089,1902.933
1,2020-10-20 22:00,19132,19169,37,пауза,False,1911.112,1905.784,16.386999999999944,-0.3251357783608954,-0.45373762194752293,1.2381155794227166,5,5,7,2,2,19125,1914.631
-1,2020-10-26 17:00,19220,19307,87,пауза,False,1902.639,1887.488,17.086000000000013,0.8867493854617715,1.170771379727006,2.49086971789769,2,2,14,3,1,19192,1878.138
1,2020-10-30 18:00,19313,19443,130,пауза,False,1880.032,1938.474,14.951999999999998,3.9086409844836822,3.4161154786967467,5.720973782771534,5,2,14,5,1,19301,1953.625
-1,2020-11-10 11:00,19466,19514,48,рывок,False,1878.645,1877.074,39.98299999999995,0.039291698972060994,0.10694731343344951,0.5551609434009434,2,0,7,1,0,19462,1872.731
1,2020-11-12 14:00,19515,19558,43,рывок,True,1879.685,1869.628,9.413000000000011,-1.0684160203973234,-1.3271543034941533,2.063847869967079,4,2,8,1,1,19509,1887.559
-1,2020-11-16 14:00,19561,19653,92,пауза,False,1887.856,1875.638,30.72700000000009,0.3976307482019084,0.5650382125586342,1.1411462231913294,3,2,15,5,0,19556,1867.788
-1,2020-11-23 20:00,19682,19740,58,рывок,True,1836.119,1814.048,7.098999999999933,3.109029440766322,3.5659171347529925,5.0281729821101955,4,2,11,1,1,19668,1812.17
1,2020-11-26 13:00,19744,19745,1,пауза,False,1814.156,1807.692,7.176999999999907,-0.9006548697227289,-0.9088539332403418,0.1589800752403638,2,2,1,0,0,19736,1811.159
-1,2020-11-26 17:00,19748,19798,50,пауза,False,1810.474,1787.212,9.440000000000055,2.464194915254217,2.7622101895764297,4.8627118644067515,5,5,11,0,0,19744,1783.914
1,2020-12-01 07:00,19800,19880,80,рывок,False,1791.126,1835.614,9.014000000000124,4.93543376969153,4.441321564338953,6.331928111825964,5,3,12,4,1,19780,1837.912
-1,2020-12-07 09:00,19894,19899,5,пауза,False,1831.908,1856.722,13.260999999999967,-1.8712012668727953,-1.8490733927134897,0.3857929266269511,3,3,2,0,0,19876,1842.537
1,2020-12-08 01:00,19910,19943,33,пауза,False,1863.988,1853.82,11.625999999999976,-0.8745914329950233,-1.0364318323417596,0.9735076552554625,5,5,5,0,0,19893,1860.352
-1,2020-12-09 14:00,19946,19969,23,рывок,False,1839.972,1847.771,10.57899999999995,-0.737215237735137,-0.6122285846280788,1.3605255695245388,2,2,3,0,0,19941,1842.52
1,2020-12-10 21:00,19976,20011,35,пауза,False,1836.693,1824.433,19.733000000000175,-0.6212942786195653,-0.7223524481104941,0.5603810875183649,2,2,4,0,0,19964,1834.392
1,2020-12-15 11:00,20035,20102,67,пауза,False,1845.486,1879.69,25.322000000000116,1.350762183081897,1.2034199435015052,2.0074243740620665,5,3,9,4,1,20017,1882.692
1,2020-12-18 17:00,20110,20145,35,пауза,False,1884.232,1870.24,12.043999999999869,-1.161740285619405,-1.3273149168519305,1.874543341082717,3,3,6,1,1,20101,1877.678
-1,2020-12-22 11:00,20150,20176,26,рывок,True,1872.5,1876.58,10.301999999999907,-0.39603960396039256,-0.25129728470103896,1.4917491749174991,4,4,5,0,0,20141,1867.588
-1,2021-01-07 03:00,20369,20440,71,пауза,False,1918.047,1858.206,23.784999999999854,2.515913390792537,2.6820599963897274,4.241622871557728,5,2,14,2,2,20353,1851.672
-1,2021-01-13 04:00,20462,20514,52,пауза,False,1859.776,1854.076,26.340999999999894,0.21639269579742865,0.32730106162003264,1.1499183781936937,3,2,10,3,2,20445,1852.27
-1,2021-01-18 09:00,20536,20555,19,пауза,False,1831.835,1843.34,37.89499999999998,-0.30360205831903647,-0.2746139983274375,0.055416281831379796,2,2,4,1,1,20513,1840.85
1,2021-01-19 10:00,20556,20605,49,рывок,False,1844.825,1861.09,7.410000000000082,2.1950067476382853,1.822676051451052,4.095141700404817,3,3,9,0,0,20539,1867.135
-1,2021-01-22 09:00,20624,20648,24,рывок,False,1858.955,1862.81,13.25,-0.29094339622641646,-0.18691328748439343,1.622264150943388,4,4,5,1,1,20598,1858.475
-1,2021-01-26 07:00,20668,20720,52,пауза,False,1851.07,1857.115,14.525000000000091,-0.4161790017211728,-0.21504734842456816,1.3524268502581676,4,2,8,1,0,20651,1850.67
1,2021-01-28 21:00,20728,20781,53,пауза,False,1842.66,1856.425,29.1400000000001,0.47237474262181967,0.37027071320741817,1.1350720658888094,2,2,10,1,0,20708,1856.83
-1,2021-02-02 11:00,20787,20867,80,рывок,True,1842.34,1818.025,7.279999999999973,3.3399725274725163,3.9517757443747414,7.8736263736263945,5,2,12,3,1,20777,1811.32
1,2021-02-08 01:00,20869,20953,84,рывок,False,1815.546,1830.09,5.565000000000055,2.6134770889487378,1.7722673788920036,7.171428571428479,5,3,13,5,0,20858,1834.97
-1,2021-02-12 03:00,20963,20975,12,пауза,False,1822.02,1828.386,6.788000000000011,-0.9378314672952233,-0.8343639729048415,1.6816440777843171,5,5,5,0,0,20950,1822.073
1,2021-02-15 00:00,20983,21014,31,пауза,False,1822.998,1807.464,13.299999999999955,-1.167969924812042,-1.3010502894308416,0.3084210526315696,2,2,7,0,0,20973,1818.965
-1,2021-02-16 17:00,21019,21084,65,пауза,False,1796.715,1783.466,36.10400000000004,0.3669676490139599,0.4672599866862407,0.9960392200310207,5,3,12,2,1,21012,1777.286
1,2021-02-19 15:00,21086,21131,45,рывок,False,1785.986,1801.755,9.626999999999953,1.6379972992624996,1.3738248703788865,3.128077282642563,5,4,10,1,0,21072,1806.315
-1,2021-02-23 17:00,21134,21249,115,пауза,False,1806.976,1736.765,17.167000000000144,4.089881749868901,4.467965985671711,5.804159142540879,5,2,16,5,1,21129,1728.539
1,2021-03-02 21:00,21253,21266,13,рывок,False,1738.348,1724.316,15.926000000000158,-0.881074971744304,-0.9288084497744125,0.1677759638327263,4,4,3,0,1,21235,1730.1
