тренд №,блок,тип блока,дата начала (0),дата конца (5),последовательность,№ посл.,подпись нуля,цена (0),цена (1),цена (2),цена (3),цена (4),цена (5),ход блока %,ход тренда от рождения %,баров,что после (5)
388,1,рождение,2024-01-26 16:00,2024-01-30 14:00,HH·HL·HH·HL·HH,П6,LL,2015.99,2037.61,2020.61,2040.58,2031.37,2048.63,1.62,1.62,44,LL
389,1,рождение,2024-01-30 15:00,2024-01-31 15:00,LH·HL·HH·HL·HH,П1,LL,2029.1,2038.69,2032.9,2040.48,2036.09,2056.07,1.33,1.33,23,LL
390,1,рождение,2024-02-01 11:00,2024-02-02 13:00,HH·HL·LH·HL·HH,П16,LL,2030.07,2065.53,2051.98,2056.99,2052.74,2057.7,1.75,1.75,25,LL
391,1,рождение,2024-02-06 09:00,2024-02-08 02:00,HH·HL·HH·HL·LH,П12,LL,2022.97,2038.94,2030.64,2044.65,2033.76,2038.79,1.07,1.07,39,LL
392,1,рождение,2024-02-14 15:00,2024-02-15 14:00,HH·HL·LH·HL·HH,П16,LL,1984.31,1996.15,1989.69,1994.39,1990.33,2008.34,1.21,1.21,22,HL
393,1,рождение,2024-02-16 13:00,2024-02-20 14:00,HH·HL·LH·HL·HH,П16,LL,1995.16,2023.07,2013.31,2018.58,2015.12,2030.92,1.79,1.79,45,HL
394,1,рождение,2024-02-23 09:00,2024-02-28 01:00,HH·HL·LH·HL·LH,П25,LL,2016.12,2041.41,2025.12,2039.51,2028.86,2033.79,1.25,1.25,61,LL
395,1,рождение,2024-02-28 10:00,2024-02-29 07:00,HH·HL·LH·HL·HH,П16,LL,2024.56,2037.95,2030.88,2037.16,2034.48,2037.89,0.66,0.66,20,LL
396,1,рождение,2024-02-29 12:00,2024-03-01 18:00,HH·HL·HH·HL·HH,П6,LL,2028.16,2050.74,2039.11,2057.55,2045.67,2088.38,2.97,2.97,29,HL
396,2,продолжение,2024-03-04 01:00,2024-03-05 13:00,LH·HL·HH·HL·HH,П1,HL,2079.53,2088.38,2081.18,2119.97,2110.53,2141.88,3.0,5.61,35,HL
396,3,продолжение,2024-03-06 03:00,2024-03-07 13:00,LH·HL·HH·HL·HH,П1,HL,2123.76,2131.59,2124.42,2152.25,2139.51,2164.8,1.93,6.74,33,HL
396,4,продолжение,2024-03-07 14:00,2024-03-08 17:00,LH·HL·HH·HL·HH,П1,HL,2147.99,2163.65,2154.06,2185.49,2156.78,2195.24,2.2,8.24,26,HL
396,5,продолжение,2024-03-08 19:00,2024-03-11 22:00,LH·HL·LH·HL·LH,П29,HL,2168.39,2189.12,2174.86,2185.76,2177.26,2184.82,0.96,7.94,26,LL
397,1,рождение,2024-03-12 19:00,2024-03-13 17:00,LH·HL·LH·HL·HH,П20,LL,2150.66,2161.66,2157.3,2161.59,2157.55,2179.92,1.36,1.36,21,HL
398,1,рождение,2024-03-19 08:00,2024-03-20 22:00,LH·HL·HH·HL·HH,П1,LL,2147.2,2158.78,2148.45,2160.3,2149.66,2222.91,3.53,3.53,36,HL
399,1,рождение,2024-03-22 17:00,2024-03-26 10:00,LH·HL·HH·HL·HH,П1,LL,2157.13,2178.41,2163.61,2181.41,2167.62,2200.18,2.0,2.0,39,HL
399,2,продолжение,2024-03-26 15:00,2024-03-28 05:00,LH·HL·LH·HL·HH,П20,HL,2171.78,2197.68,2183.61,2195.22,2187.41,2200.76,1.33,2.02,36,HL
399,3,продолжение,2024-03-28 08:00,2024-04-02 14:00,HH·HL·LH·HL·HH,П16,HL,2190.9,2265.78,2228.54,2255.93,2246.72,2277.05,3.93,5.56,52,HL
400,1,рождение,2024-04-05 01:00,2024-04-08 10:00,HH·HL·HH·HL·LH,П12,LL,2267.78,2330.53,2302.97,2354.16,2331.89,2343.64,3.81,3.81,32,LL
401,1,рождение,2024-04-08 14:00,2024-04-10 05:00,HH·HL·LH·HL·HH,П16,LL,2318.74,2365.39,2338.36,2355.65,2344.8,2360.15,2.01,2.01,37,LL
402,1,рождение,2024-04-16 07:00,2024-04-17 14:00,HH·HL·LH·HL·HH,П16,LL,2363.06,2398.38,2372.76,2394.38,2378.37,2395.64,1.49,1.49,30,LL
403,1,рождение,2024-04-17 20:00,2024-04-19 01:00,LH·HL·LH·HL·HH,П20,LL,2354.73,2392.86,2369.63,2389.41,2373.84,2417.92,2.68,2.68,27,LL
404,1,рождение,2024-04-25 03:00,2024-04-26 18:00,HH·HL·HH·HL·LH,П12,LL,2305.03,2344.93,2326.36,2352.64,2328.77,2341.47,2.07,2.07,38,LL
405,1,рождение,2024-05-03 13:00,2024-05-06 13:00,LH·HL·HH·HL·HH,П1,LL,2277.34,2303.47,2291.85,2324.34,2314.6,2332.22,2.41,2.41,23,HL
406,1,рождение,2024-05-08 08:00,2024-05-10 18:00,LH·HL·HH·HL·LH,П5,LL,2303.74,2321.15,2306.66,2378.56,2356.68,2371.04,3.25,3.25,56,LL
407,1,рождение,2024-05-13 15:00,2024-05-15 03:00,LH·HL·HH·HL·HH,П1,LL,2332.11,2345.99,2336.16,2359.7,2354.99,2361.05,1.24,1.24,34,HL
408,1,рождение,2024-05-16 14:00,2024-05-20 18:00,LH·HL·HH·HL·LH,П5,LL,2371.01,2383.83,2374.02,2450.12,2407.34,2437.41,3.34,3.34,50,HL
409,1,рождение,2024-05-21 03:00,2024-05-22 02:00,LH·HL·HH·HL·LH,П5,LL,2406.16,2422.26,2408.62,2433.99,2417.43,2426.61,1.16,1.16,22,LL
410,1,рождение,2024-05-24 02:00,2024-05-27 14:00,HH·HL·HH·HL·HH,П6,LL,2325.47,2347.54,2331.97,2347.66,2338.22,2358.57,1.42,1.42,35,HL
411,1,рождение,2024-05-28 08:00,2024-05-29 05:00,HH·HL·LH·HL·LH,П25,LL,2340.31,2364.18,2352.87,2361.61,2354.49,2361.45,1.02,1.02,20,LL
412,1,рождение,2024-06-04 14:00,2024-06-06 15:00,LH·HL·HH·HL·HH,П1,LL,2315.68,2341.74,2328.14,2375.05,2353.5,2378.6,2.72,2.72,47,HL
413,1,рождение,2024-06-07 20:00,2024-06-11 12:00,LH·HL·HH·HL·HH,П1,LL,2286.83,2301.45,2287.8,2313.86,2297.8,2320.0,1.45,1.45,38,HL
413,2,продолжение,2024-06-11 16:00,2024-06-12 13:00,LH·HL·HH·HL·HH,П1,HL,2305.98,2317.72,2310.75,2317.85,2310.89,2341.7,1.55,2.4,20,LL
414,1,рождение,2024-06-13 16:00,2024-06-14 17:00,LH·HL·HH·HL·LH,П5,LL,2295.59,2305.07,2301.61,2336.72,2324.14,2335.65,1.79,1.79,24,LL
415,1,рождение,2024-06-18 10:00,2024-06-19 08:00,HH·HL·LH·HL·HH,П16,LL,2306.65,2333.16,2326.53,2331.84,2326.86,2335.03,1.23,1.23,21,LL
416,1,рождение,2024-06-19 14:00,2024-06-21 11:00,HH·HL·HH·HL·HH,П6,LL,2323.78,2345.76,2331.65,2365.59,2355.19,2368.76,1.94,1.94,41,LL
417,1,рождение,2024-06-21 17:00,2024-06-25 10:00,LH·HL·HH·HL·HH,П1,LL,2316.78,2332.82,2320.86,2334.73,2322.76,2337.16,0.88,0.88,39,LL
418,1,рождение,2024-06-26 13:00,2024-06-27 20:00,LH·HL·HH·HL·LH,П5,LL,2293.69,2300.21,2296.61,2331.01,2322.53,2328.66,1.63,1.63,30,LL
419,1,рождение,2024-07-02 12:00,2024-07-04 01:00,HH·HL·HH·HL·LH,П12,LL,2319.13,2336.89,2321.0,2364.99,2353.77,2362.6,1.98,1.98,35,LL
420,1,рождение,2024-07-09 15:00,2024-07-12 17:00,HH·HL·HH·HL·LH,П12,LL,2349.49,2386.73,2370.03,2424.6,2391.52,2418.31,3.2,3.2,71,HL
421,1,рождение,2024-07-15 07:00,2024-07-17 14:00,HH·HL·HH·HL·HH,П6,LL,2401.41,2439.86,2419.84,2482.42,2461.88,2483.74,3.43,3.43,53,LL
422,1,рождение,2024-07-23 06:00,2024-07-24 14:00,HH·HL·HH·HL·HH,П6,LL,2388.31,2412.07,2399.62,2419.26,2409.89,2432.07,1.83,1.83,31,LL
423,1,рождение,2024-07-25 17:00,2024-07-29 19:00,LH·HL·HH·HL·LH,П5,LL,2353.2,2379.48,2365.32,2403.26,2369.65,2385.49,2.13,2.13,48,HL
423,2,продолжение,2024-07-30 01:00,2024-08-01 01:00,HH·HL·HH·HL·HH,П6,HL,2376.53,2412.93,2403.94,2425.54,2415.5,2458.47,3.45,4.47,46,HL
424,1,рождение,2024-08-07 01:00,2024-08-09 17:00,HH·HL·HH·HL·HH,П6,LL,2379.05,2407.12,2381.14,2429.03,2416.93,2437.09,2.44,2.44,62,HL
424,2,продолжение,2024-08-12 02:00,2024-08-13 13:00,HH·HL·LH·HL·HH,П16,HL,2423.89,2476.99,2458.56,2466.24,2458.96,2475.66,2.19,4.12,34,HL
425,1,рождение,2024-08-15 13:00,2024-08-19 08:00,LH·HL·HH·HL·LH,П5,LL,2432.22,2461.68,2450.8,2509.82,2495.05,2507.22,3.19,3.19,41,LL
426,1,рождение,2024-08-19 13:00,2024-08-20 20:00,HH·HL·HH·HL·LH,П12,LL,2485.74,2508.28,2497.4,2531.76,2500.86,2516.97,1.85,1.85,30,HL
427,1,рождение,2024-08-22 14:00,2024-08-26 17:00,HH·HL·HH·HL·LH,П12,LL,2470.85,2518.4,2508.81,2526.9,2510.68,2523.45,2.27,2.27,49,LL
428,1,рождение,2024-08-28 12:00,2024-08-29 17:00,LH·HL·HH·HL·HH,П1,LL,2493.66,2510.69,2496.47,2524.51,2503.69,2528.74,1.41,1.41,28,HL
429,1,рождение,2024-09-04 09:00,2024-09-05 12:00,HH·HL·LH·HL·HH,П16,LL,2471.91,2500.34,2491.55,2499.43,2493.88,2523.53,2.09,2.09,26,HL
430,1,рождение,2024-09-06 16:00,2024-09-11 01:00,LH·HL·HH·HL·HH,П1,LL,2485.19,2500.59,2485.61,2507.74,2500.19,2522.61,1.51,1.51,54,HL
431,1,рождение,2024-09-11 14:00,2024-09-13 17:00,LH·HL·HH·HL·HH,П1,LL,2501.0,2520.16,2509.87,2522.36,2513.12,2586.16,3.41,3.41,49,HL
432,1,рождение,2024-09-18 19:00,2024-09-20 16:00,LH·HL·LH·HL·HH,П20,LL,2546.86,2594.95,2569.82,2592.74,2584.88,2625.79,3.1,3.1,43,HL
433,1,рождение,2024-09-25 16:00,2024-09-27 03:00,HH·HL·LH·HL·LH,П25,LL,2649.7,2685.64,2654.84,2677.88,2666.3,2674.05,1.36,1.36,33,LL
434,1,рождение,2024-10-10 12:00,2024-10-11 16:00,HH·HL·HH·HL·HH,П6,LL,2604.39,2629.84,2616.55,2647.24,2636.24,2661.47,2.19,2.19,27,HL
434,2,продолжение,2024-10-14 02:00,2024-10-15 02:00,HH·HL·LH·HL·LH,П25,HL,2643.24,2666.88,2644.05,2653.36,2646.2,2652.81,0.89,2.4,23,LL
435,1,рождение,2024-10-15 05:00,2024-10-17 06:00,HH·HL·HH·HL·HH,П6,LL,2638.11,2668.97,2658.8,2685.47,2666.8,2685.84,1.81,1.81,47,HL
435,2,продолжение,2024-10-17 12:00,2024-10-21 13:00,HH·HL·HH·HL·HH,П6,HL,2673.16,2714.14,2701.74,2732.89,2723.67,2740.6,2.52,3.89,47,LL
436,1,рождение,2024-10-23 15:00,2024-10-25 06:00,LH·HL·LH·HL·LH,П29,LL,2708.76,2743.32,2722.51,2737.84,2723.99,2732.67,1.28,1.28,37,LL
437,1,рождение,2024-10-25 09:00,2024-10-28 14:00,HH·HL·LH·HL·HH,П16,LL,2717.1,2747.84,2724.76,2744.65,2727.93,2746.01,1.13,1.13,28,HL
437,2,продолжение,2024-10-28 22:00,2024-10-31 01:00,HH·HL·HH·HL·HH,П6,HL,2739.87,2757.78,2746.2,2789.86,2770.93,2790.17,1.84,2.69,49,LL
438,1,рождение,2024-11-12 10:00,2024-11-13 13:00,LH·HL·LH·HL·HH,П20,LL,2589.72,2617.12,2592.53,2613.28,2601.09,2618.92,1.13,1.13,26,LL
439,1,рождение,2024-11-15 06:00,2024-11-18 16:00,HH·HL·HH·HL·HH,П6,LL,2554.39,2576.05,2559.53,2597.28,2580.5,2615.14,2.38,2.38,33,HL
440,1,рождение,2024-11-20 08:00,2024-11-22 11:00,HH·HL·HH·HL·HH,П6,LL,2618.89,2660.53,2650.45,2673.59,2660.51,2710.18,3.49,3.49,49,HL
441,1,рождение,2024-11-25 23:00,2024-11-27 13:00,LH·HL·HH·HL·HH,П1,LL,2605.31,2632.22,2610.86,2642.02,2616.78,2658.28,2.03,2.03,37,HL
441,2,продолжение,2024-11-28 01:00,2024-11-29 10:00,LH·HL·HH·HL·LH,П5,HL,2620.99,2649.74,2634.09,2666.35,2654.59,2665.93,1.73,2.34,30,LL
442,1,рождение,2024-12-02 05:00,2024-12-03 14:00,LH·HL·LH·HL·HH,П20,LL,2621.98,2651.91,2633.59,2645.32,2634.16,2655.66,1.28,1.28,32,HL
443,1,рождение,2024-12-06 01:00,2024-12-10 04:00,HH·HL·HH·HL·LH,П12,LL,2613.11,2645.73,2624.13,2676.48,2656.8,2673.91,2.43,2.43,49,HL
443,2,продолжение,2024-12-10 08:00,2024-12-12 07:00,HH·HL·HH·HL·LH,П12,HL,2661.24,2704.45,2675.47,2726.3,2700.81,2720.52,2.44,4.33,45,LL
444,1,рождение,2024-12-19 15:00,2024-12-20 16:00,LH·HL·HH·HL·HH,П1,LL,2587.07,2601.14,2589.66,2607.8,2600.22,2631.92,1.73,1.73,24,HL
445,1,рождение,2024-12-23 16:00,2024-12-26 15:00,LH·HL·HH·HL·HH,П1,LL,2608.26,2621.53,2610.11,2629.61,2621.86,2639.18,1.19,1.19,42,HL
446,1,рождение,2024-12-30 16:00,2024-12-31 17:00,LH·HL·HH·HL·HH,П1,LL,2596.18,2611.61,2602.76,2617.85,2605.49,2627.62,1.21,1.21,24,HL
446,2,продолжение,2025-01-01 23:00,2025-01-03 11:00,HH·HL·HH·HL·LH,П12,HL,2621.78,2636.59,2631.14,2665.41,2649.95,2659.34,1.66,2.67,35,LL
447,1,рождение,2025-01-06 14:00,2025-01-08 16:00,HH·HL·LH·HL·HH,П16,LL,2614.64,2664.33,2642.05,2651.57,2645.37,2670.15,2.12,2.12,48,HL
447,2,продолжение,2025-01-08 17:00,2025-01-13 00:00,HH·HL·HH·HL·LH,П12,HL,2649.49,2678.41,2662.81,2697.95,2684.61,2693.55,1.83,3.19,52,LL
448,1,рождение,2025-01-13 19:00,2025-01-15 14:00,LH·HL·HH·HL·HH,П1,LL,2656.84,2675.36,2659.89,2678.39,2669.36,2696.05,1.48,1.48,41,HL
448,2,продолжение,2025-01-15 15:00,2025-01-17 03:00,HH·HL·HH·HL·LH,П12,HL,2676.76,2702.26,2690.05,2724.78,2709.97,2717.43,1.79,2.56,34,LL
449,1,рождение,2025-01-20 01:00,2025-01-22 05:00,LH·HL·HH·HL·HH,П1,LL,2689.38,2713.89,2701.76,2733.06,2716.61,2758.67,2.58,2.58,48,HL
450,1,рождение,2025-01-23 13:00,2025-01-24 15:00,HH·HL·HH·HL·HH,П6,LL,2735.96,2758.97,2751.41,2778.45,2770.18,2786.06,1.83,1.83,25,LL
451,1,рождение,2025-01-29 19:00,2025-01-31 07:00,LH·HL·HH·HL·HH,П1,LL,2744.76,2762.74,2758.86,2798.61,2788.49,2801.01,2.05,2.05,34,HL
452,1,рождение,2025-02-04 07:00,2025-02-05 15:00,HH·HL·HH·HL·HH,П6,LL,2807.28,2845.47,2839.74,2877.09,2858.64,2882.31,2.67,2.67,31,HL
453,1,рождение,2025-02-07 13:00,2025-02-11 06:00,HH·HL·HH·HL·LH,П12,LL,2852.59,2886.86,2853.43,2942.78,2905.94,2929.54,3.16,3.16,39,LL
454,1,рождение,2025-02-14 20:00,2025-02-17 15:00,LH·HL·HH·HL·LH,П5,LL,2877.03,2905.36,2888.19,2906.53,2895.45,2904.18,1.03,1.03,18,LL
455,1,рождение,2025-02-18 01:00,2025-02-19 10:00,HH·HL·HH·HL·HH,П6,LL,2892.07,2915.76,2907.19,2939.74,2924.21,2947.08,1.9,1.9,32,LL
456,1,рождение,2025-02-19 18:00,2025-02-21 01:00,HH·HL·LH·HL·HH,П16,LL,2918.64,2954.95,2924.03,2947.09,2933.55,2949.93,1.24,1.24,29,LL
457,1,рождение,2025-02-21 08:00,2025-02-24 08:00,LH·HL·HH·HL·HH,П1,LL,2916.82,2942.88,2921.47,2944.76,2935.26,2948.88,1.1,1.1,23,LL
458,1,рождение,2025-02-28 15:00,2025-03-03 21:00,HH·HL·HH·HL·HH,П6,LL,2832.72,2876.85,2859.0,2893.2,2878.43,2895.21,2.21,2.21,29,HL
458,2,продолжение,2025-03-04 01:00,2025-03-05 09:00,HH·HL·LH·HL·HH,П16,HL,2881.98,2927.91,2900.39,2920.61,2902.04,2922.68,1.59,3.36,31,LL
459,1,рождение,2025-03-06 09:00,2025-03-07 15:00,LH·HL·HH·HL·HH,П1,LL,2891.15,2922.85,2896.91,2923.18,2903.83,2930.54,1.36,1.36,29,LL
460,1,рождение,2025-03-11 01:00,2025-03-12 09:00,HH·HL·LH·HL·HH,П16,LL,2880.25,2922.22,2906.89,2921.4,2909.09,2925.39,1.57,1.57,31,LL
461,1,рождение,2025-03-12 13:00,2025-03-14 04:00,HH·HL·HH·HL·HH,П6,LL,2906.11,2940.69,2930.97,2947.2,2932.98,2994.0,3.02,3.02,37,HL
462,1,рождение,2025-03-14 15:00,2025-03-18 13:00,LH·HL·HH·HL·HH,П1,LL,2978.51,2994.24,2982.34,3001.19,2984.93,3038.35,2.01,2.01,44,HL
463,1,рождение,2025-03-26 15:00,2025-03-28 07:00,HH·HL·HH·HL·HH,П6,LL,3012.33,3038.7,3026.76,3059.76,3054.24,3086.09,2.45,2.45,38,HL
463,2,продолжение,2025-03-28 08:00,2025-03-31 06:00,HH·HL·HH·HL·HH,П6,HL,3066.14,3086.97,3067.43,3097.98,3076.8,3128.14,2.02,3.84,21,HL
463,3,продолжение,2025-03-31 13:00,2025-04-01 10:00,LH·HL·HH·HL·LH,П5,HL,3099.71,3127.3,3120.12,3149.09,3124.11,3139.07,1.59,4.54,20,LL
464,1,рождение,2025-04-01 16:00,2025-04-02 16:00,LH·HL·LH·HL·HH,П20,LL,3100.87,3135.8,3106.7,3133.95,3110.2,3134.37,1.13,1.13,23,LL
465,1,рождение,2025-04-08 23:00,2025-04-11 03:00,HH·HL·HH·HL·HH,П6,LL,2969.97,3052.47,3036.08,3132.63,3103.32,3220.1,8.42,8.42,50,HL
466,1,рождение,2025-04-14 13:00,2025-04-15 08:00,LH·HL·HH·HL·LH,П5,LL,3193.63,3216.49,3210.07,3232.76,3217.38,3232.24,1.23,1.23,18,LL
467,1,рождение,2025-04-25 13:00,2025-04-28 19:00,LH·HL·LH·HL·HH,П20,LL,3265.14,3330.61,3268.11,3301.16,3273.34,3353.2,2.7,2.7,29,HL
468,1,рождение,2025-05-02 16:00,2025-05-06 02:00,HH·HL·HH·HL·HH,П6,LL,3222.76,3328.85,3305.64,3337.67,3322.76,3387.01,5.1,5.1,32,HL
468,2,продолжение,2025-05-06 05:00,2025-05-07 13:00,HH·HL·LH·HL·HH,П16,HL,3350.26,3435.05,3360.2,3397.45,3369.3,3398.14,2.53,6.59,31,HL
469,1,рождение,2025-05-12 10:00,2025-05-13 16:00,LH·HL·HH·HL·LH,П5,LL,3207.79,3248.7,3215.86,3265.78,3225.51,3258.0,1.81,1.81,29,LL
470,1,рождение,2025-05-16 11:00,2025-05-19 19:00,HH·HL·LH·HL·LH,П25,LL,3154.3,3249.85,3206.72,3248.59,3217.29,3235.97,3.03,3.03,31,LL
471,1,рождение,2025-05-20 03:00,2025-05-22 03:00,HH·HL·HH·HL·HH,П6,LL,3204.67,3314.82,3285.34,3320.84,3290.72,3345.47,4.39,4.39,46,LL
472,1,рождение,2025-05-22 14:00,2025-05-26 02:00,LH·HL·HH·HL·LH,П5,LL,3279.24,3309.01,3287.07,3366.01,3331.45,3356.99,2.65,2.65,34,LL
473,1,рождение,2025-06-11 17:00,2025-06-13 03:00,HH·HL·HH·HL·HH,П6,LL,3319.38,3377.89,3338.59,3399.05,3379.53,3444.49,3.77,3.77,32,HL
474,1,рождение,2025-06-17 14:00,2025-06-18 13:00,LH·HL·HH·HL·LH,П5,LL,3366.11,3395.97,3370.64,3400.11,3375.57,3396.95,1.01,1.01,22,LL
475,1,рождение,2025-06-20 06:00,2025-06-22 22:00,LH·HL·HH·HL·HH,П1,LL,3340.41,3359.27,3341.9,3374.63,3364.68,3389.22,1.46,1.46,15,LL
476,1,рождение,2025-06-29 22:00,2025-07-02 05:00,HH·HL·HH·HL·LH,П12,LL,3244.41,3296.83,3274.62,3358.09,3328.61,3344.01,3.5,3.5,53,LL
477,1,рождение,2025-07-02 07:00,2025-07-03 06:00,HH·HL·HH·HL·LH,П12,LL,3327.66,3351.24,3333.97,3365.92,3342.01,3363.76,1.15,1.15,22,LL
478,1,рождение,2025-07-10 14:00,2025-07-14 07:00,HH·HL·HH·HL·HH,П6,LL,3310.18,3368.86,3349.26,3374.26,3353.68,3375.09,1.96,1.96,39,LL
479,1,рождение,2025-07-17 12:00,2025-07-21 06:00,LH·HL·HH·HL·HH,П1,LL,3309.79,3344.32,3331.89,3361.33,3344.91,3370.82,1.84,1.84,40,HL
479,2,продолжение,2025-07-21 09:00,2025-07-23 09:00,HH·HL·HH·HL·LH,П12,HL,3362.84,3402.86,3383.42,3439.03,3416.45,3433.88,2.27,3.9,46,LL
480,1,рождение,2025-07-28 13:00,2025-07-29 15:00,LH·HL·HH·HL·HH,П1,LL,3301.76,3318.96,3308.16,3330.1,3311.99,3334.27,0.98,0.98,25,HL
481,1,рождение,2025-07-30 19:00,2025-08-03 22:00,LH·HL·LH·HL·HH,П20,LL,3268.12,3314.99,3281.74,3300.54,3285.26,3364.82,2.96,2.96,48,HL
482,1,рождение,2025-08-05 11:00,2025-08-07 02:00,HH·HL·LH·HL·HH,П16,LL,3349.89,3390.6,3358.26,3380.09,3365.3,3384.3,1.22,1.22,37,HL
482,2,продолжение,2025-08-07 05:00,2025-08-08 07:00,HH·HL·HH·HL·LH,П12,HL,3371.64,3397.58,3371.87,3409.43,3381.22,3404.28,1.12,1.78,25,LL
483,1,рождение,2025-08-13 00:00,2025-08-13 14:00,HH·HL·HH·HL·HH,П6,LL,3342.64,3354.51,3345.57,3367.09,3354.16,3370.82,0.84,0.84,14,LL
484,1,рождение,2025-08-20 01:00,2025-08-22 07:00,HH·HL·LH·HL·LH,П25,LL,3311.56,3352.3,3325.28,3348.24,3336.66,3335.15,1.23,1.23,52,LL
485,1,рождение,2025-08-22 12:00,2025-08-26 00:00,HH·HL·LH·HL·HH,П16,LL,3321.45,3378.84,3359.78,3369.97,3361.99,3386.68,1.96,1.96,34,LL
486,1,рождение,2025-08-26 00:00,2025-08-27 09:00,LH·HL·HH·HL·LH,П5,LL,3351.33,3380.51,3370.31,3393.74,3373.78,3385.58,1.27,1.27,32,LL
487,1,рождение,2025-08-27 11:00,2025-08-29 19:00,HH·HL·HH·HL·HH,П6,LL,3373.75,3399.36,3384.62,3423.18,3404.32,3453.97,2.38,2.38,54,HL
487,2,продолжение,2025-09-01 01:00,2025-09-02 01:00,HH·HL·LH·HL·HH,П16,HL,3437.03,3489.84,3466.39,3481.53,3474.57,3508.79,2.09,4.0,21,LL
488,1,рождение,2025-09-02 08:00,2025-09-03 18:00,HH·HL·HH·HL·HH,П6,LL,3470.05,3540.06,3526.54,3547.33,3526.77,3578.66,3.13,3.13,33,LL
489,1,рождение,2025-09-04 03:00,2025-09-05 16:00,LH·HL·HH·HL·HH,П1,LL,3511.76,3558.93,3535.14,3561.28,3544.86,3600.2,2.52,2.52,36,HL
490,1,рождение,2025-09-08 04:00,2025-09-09 14:00,HH·HL·HH·HL·HH,П6,LL,3579.72,3646.55,3628.48,3659.43,3636.62,3674.7,2.65,2.65,33,LL
491,1,рождение,2025-09-11 12:00,2025-09-12 14:00,LH·HL·HH·HL·LH,П5,LL,3612.84,3642.11,3630.62,3656.7,3637.63,3654.49,1.21,1.21,25,LL
492,1,рождение,2025-09-15 01:00,2025-09-16 14:00,LH·HL·HH·HL·HH,П1,LL,3626.46,3646.95,3633.68,3689.51,3674.7,3703.24,2.12,2.12,36,HL
493,1,рождение,2025-09-18 13:00,2025-09-22 10:00,LH·HL·HH·HL·HH,П1,LL,3627.96,3647.24,3632.38,3661.36,3643.4,3728.49,2.77,2.77,43,HL
493,2,продолжение,2025-09-22 12:00,2025-09-24 01:00,HH·HL·HH·HL·LH,П12,HL,3712.25,3759.42,3736.66,3791.26,3752.07,3771.95,2.13,4.5,35,LL
494,1,рождение,2025-09-25 13:00,2025-09-29 16:00,LH·HL·HH·HL·HH,П1,LL,3722.22,3758.43,3734.44,3783.89,3759.66,3833.66,2.99,2.99,49,HL
495,1,рождение,2025-10-02 15:00,2025-10-07 00:00,LH·HL·HH·HL·HH,П1,LL,3819.43,3863.72,3838.07,3949.67,3926.47,3977.4,4.14,4.14,54,HL
496,1,рождение,2025-10-07 08:00,2025-10-08 16:00,HH·HL·HH·HL·HH,П6,LL,3941.05,3991.14,3961.75,4049.7,4026.18,4059.35,3.0,3.0,31,LL
497,1,рождение,2025-10-09 17:00,2025-10-13 16:00,LH·HL·HH·HL·HH,П1,LL,3944.43,3994.52,3947.02,4006.74,3970.86,4117.42,4.39,4.39,45,HL
498,1,рождение,2025-10-14 06:00,2025-10-16 22:00,HH·HL·HH·HL·HH,П6,LL,4090.14,4218.4,4164.24,4242.38,4203.55,4380.99,7.11,7.11,61,HL
499,1,рождение,2025-10-22 00:00,2025-10-23 06:00,HH·HL·LH·HL·HH,П16,LL,4004.28,4161.53,4011.09,4113.8,4065.9,4137.74,3.93,3.93,29,HL
500,1,рождение,2025-10-28 09:00,2025-10-30 09:00,LH·HL·HH·HL·LH,П5,LL,3886.47,3970.47,3907.93,4030.34,3915.52,4011.7,3.7,3.7,46,HL
500,2,продолжение,2025-10-30 13:00,2025-10-31 12:00,HH·HL·LH·HL·HH,П16,HL,3960.32,4046.59,3989.07,4026.82,3998.88,4036.43,2.18,4.12,22,LL
501,1,рождение,2025-11-03 00:00,2025-11-03 20:00,LH·HL·HH·HL·LH,П5,LL,3962.28,4028.13,3993.1,4030.82,3995.22,4015.06,1.73,1.73,20,LL
502,1,рождение,2025-11-04 14:00,2025-11-06 12:00,LH·HL·HH·HL·HH,П1,LL,3928.68,3987.34,3956.1,3990.57,3964.45,4019.64,2.32,2.32,44,HL
502,2,продолжение,2025-11-06 17:00,2025-11-07 09:00,LH·HL·HH·HL·HH,П1,HL,3965.71,3995.36,3976.88,4003.41,3985.61,4014.29,1.23,2.18,15,LL
503,1,рождение,2025-11-07 15:00,2025-11-11 13:00,HH·HL·HH·HL·LH,П12,LL,3984.01,4106.0,4074.49,4149.1,4124.9,4146.89,4.14,4.14,44,LL
504,1,рождение,2025-11-11 15:00,2025-11-13 12:00,LH·HL·HH·HL·HH,П1,LL,4097.24,4145.61,4098.91,4211.8,4179.73,4245.19,3.61,3.61,43,LL
505,1,рождение,2025-11-21 08:00,2025-11-25 13:00,HH·HL·HH·HL·LH,П12,LL,4022.26,4101.07,4040.02,4155.9,4109.71,4150.91,3.32,3.32,51,HL
505,2,продолжение,2025-11-25 14:00,2025-11-26 12:00,HH·HL·HH·HL·HH,П6,HL,4110.81,4159.38,4127.62,4169.58,4146.68,4173.5,1.53,3.76,21,LL
506,1,рождение,2025-11-26 15:00,2025-11-27 15:00,LH·HL·LH·HL·LH,П29,LL,4136.66,4171.9,4142.73,4167.26,4149.09,4161.93,0.85,0.85,23,HL
